category,key,support,coverage,unique_values,unique_ratio,median_value_length,top_value_share
Дом и сад,форма сковороды,192,0.005497809466540675,3,0.015625,4.0,0.953125
Дом и сад,тип опоры для растений,1,2.863442430489935e-05,1,1.0,7.0,1.0
Дом и сад,высота товара в индивидуальной упаковке (см),23,0.0006585917590126851,19,0.8260869565217391,2.0,0.13043478260869565
Дом и сад,ширина товара в индивидуальной упаковке (см),23,0.0006585917590126851,18,0.782608695652174,2.0,0.13043478260869565
Дом и сад,диаметр (см),20,0.000572688486097987,17,0.85,2.0,0.15
Дом и сад,длина (см),36,0.0010308392749763765,23,0.6388888888888888,3.0,0.08333333333333333
Дом и сад,ширина (см),112,0.0032070555221487274,53,0.4732142857142857,3.0,0.10714285714285714
Дом и сад,цветовая палитра,132,0.0037797440082467143,14,0.10606060606060606,7.0,0.23484848484848486
Дом и сад,основной материал,104,0.0029779801277095325,37,0.3557692307692308,7.0,0.14423076923076922
Дом и сад,тип упаковки,173,0.004953755404747588,21,0.12138728323699421,7.0,0.24277456647398843
Дом и сад,тип продукта,170,0.00486785213183289,85,0.5,13.0,0.12941176470588237
Дом и сад,вес товара в индивидуальной упаковке (кг),22,0.0006299573347077857,21,0.9545454545454546,4.0,0.09090909090909091
Дом и сад,глубина товара в индивидуальной упаковке (см),23,0.0006585917590126851,20,0.8695652173913043,3.0,0.08695652173913043
Дом и сад,магнитный,1,2.863442430489935e-05,1,1.0,2.0,1.0
Дом и сад,цена за шт.,181,0.005182830799186782,165,0.9116022099447514,7.0,0.022099447513812154
Дом и сад,детский,5,0.00014317212152449674,1,0.2,2.0,1.0
Дом и сад,водонепроницаемость,6,0.0001718065458293961,1,0.16666666666666666,3.0,1.0
Дом и сад,ортопедический,5,0.00014317212152449674,1,0.2,2.0,1.0
Дом и сад,способ закрепления,5,0.00014317212152449674,1,0.2,15.0,1.0
Дом и сад,внешний материал,5,0.00014317212152449674,2,0.4,8.0,0.8
Дом и сад,наполнитель,51,0.0014603556395498668,30,0.5882352941176471,9.0,0.17647058823529413
Дом и сад,жесткость,10,0.0002863442430489935,3,0.3,6.0,0.5
Дом и сад,размеры (шхв),6,0.0001718065458293961,6,1.0,8.0,0.16666666666666666
Дом и сад,материал чехла,69,0.001975775277038055,25,0.36231884057971014,9.0,0.15942028985507245
Дом и сад,базовый аромат,16,0.0004581507888783896,12,0.75,6.0,0.125
Дом и сад,вес на квадратный метр,121,0.003464765340892821,25,0.2066115702479339,9.0,0.4214876033057851
Дом и сад,тип точилки для ножей,5,0.00014317212152449674,4,0.8,16.0,0.4
Дом и сад,инструмент,10,0.0002863442430489935,6,0.6,7.0,0.5
Дом и сад,вид секатора,3,8.590327291469805e-05,3,1.0,11.0,0.3333333333333333
Дом и сад,рабочий диаметр,3,8.590327291469805e-05,2,0.6666666666666666,5.0,0.6666666666666666
Дом и сад,материал рукояток,5,0.00014317212152449674,2,0.4,7.0,0.8
Дом и сад,тип привода,7,0.00020044097013429546,5,0.7142857142857143,9.0,0.2857142857142857
Дом и сад,тип лезвий,5,0.00014317212152449674,2,0.4,11.0,0.8
Дом и сад,форма лезвий,1,2.863442430489935e-05,1,1.0,8.0,1.0
Дом и сад,длина инструмента,6,0.0001718065458293961,6,1.0,6.0,0.16666666666666666
Дом и сад,форма шкатулки,25,0.0007158606076224837,5,0.2,13.0,0.64
Дом и сад,ягоды,38,0.0010881081235861753,9,0.23684210526315788,11.0,0.6052631578947368
Дом и сад,тип лампы,21,0.0006013229104028864,4,0.19047619047619047,12.0,0.5714285714285714
Дом и сад,назначение вешалки,17,0.00048678521318328894,3,0.17647058823529413,10.0,0.4117647058823529
Дом и сад,"максимальная нагрузка, кг",16,0.0004581507888783896,11,0.6875,2.0,0.1875
Дом и сад,тип шланга,11,0.00031497866735389284,5,0.45454545454545453,12.0,0.45454545454545453
Дом и сад,максимальная рабочая температура,12,0.0003436130916587922,10,0.8333333333333334,6.5,0.16666666666666666
Дом и сад,максимальное давление,15,0.0004295163645734902,7,0.4666666666666667,5.0,0.26666666666666666
Дом и сад,возраст,17,0.00048678521318328894,6,0.35294117647058826,13.0,0.5882352941176471
Дом и сад,событие,2,5.72688486097987e-05,2,1.0,43.0,0.5
Дом и сад,вид упаковки,56,0.0016035277610743637,25,0.44642857142857145,7.0,0.17857142857142858
Дом и сад,вид ручки,164,0.004696045586003493,5,0.03048780487804878,22.0,0.6524390243902439
Дом и сад,эффект благовония,15,0.0004295163645734902,4,0.26666666666666666,13.0,0.4
Дом и сад,тип благовоний,24,0.0006872261833175844,3,0.125,7.0,0.7916666666666666
Дом и сад,"объем диспенсера, мл",31,0.0008876671534518799,16,0.5161290322580645,3.0,0.1935483870967742
Дом и сад,вид диспенсера,36,0.0010308392749763765,7,0.19444444444444445,12.0,0.6111111111111112
Дом и сад,кол-во приготовляемых чашек кофе,6,0.0001718065458293961,4,0.6666666666666666,1.0,0.3333333333333333
Дом и сад,особенности ключницы,27,0.0007731294562322824,3,0.1111111111111111,10.0,0.7037037037037037
Дом и сад,декоративный элемент,16,0.0004581507888783896,6,0.375,5.0,0.5
Дом и сад,"макс. мощность ламп, вт",46,0.0013171835180253702,21,0.45652173913043476,2.0,0.10869565217391304
Дом и сад,объем казана,16,0.0004581507888783896,16,1.0,4.5,0.0625
Дом и сад,особенности сковород/кастрюль,9,0.0002577098187440941,7,0.7777777777777778,28.0,0.2222222222222222
Дом и сад,способ переноски,13,0.00037224751596369156,2,0.15384615384615385,6.0,0.8461538461538461
Дом и сад,механизм садового опрыскивателя,10,0.0002863442430489935,2,0.2,8.0,0.9
Дом и сад,количество сопел,2,5.72688486097987e-05,1,0.5,1.0,1.0
Дом и сад,класс инструмента,13,0.00037224751596369156,3,0.23076923076923078,7.0,0.8461538461538461
Дом и сад,длина садового шланга,39,0.0011167425478910747,17,0.4358974358974359,4.0,0.23076923076923078
Дом и сад,диаметр садового шланга,32,0.0009163015777567792,22,0.6875,6.5,0.09375
Дом и сад,рабочий вакуум,10,0.0002863442430489935,8,0.8,5.0,0.2
Дом и сад,рама,8,0.0002290753944391948,2,0.25,3.0,0.75
Дом и сад,в полный рост,4,0.0001145376972195974,1,0.25,3.0,1.0
Дом и сад,зеркальное полотно,5,0.00014317212152449674,1,0.2,9.0,1.0
Дом и сад,элементы декора,6,0.0001718065458293961,2,0.3333333333333333,3.0,0.8333333333333334
Дом и сад,"размеры (шхв), см",5,0.00014317212152449674,5,1.0,5.0,0.2
Дом и сад,"толщина, см",26,0.0007444950319273831,17,0.6538461538461539,3.0,0.11538461538461539
Дом и сад,полки/ящики,4,0.0001145376972195974,1,0.25,3.0,1.0
Дом и сад,лампочки,5,0.00014317212152449674,3,0.6,10.0,0.4
Дом и сад,поворотный механизм,5,0.00014317212152449674,1,0.2,3.0,1.0
Дом и сад,регулировка угла наклона,5,0.00014317212152449674,1,0.2,3.0,1.0
Дом и сад,скрытое крепление,5,0.00014317212152449674,2,0.4,2.0,0.8
Дом и сад,колесики,5,0.00014317212152449674,1,0.2,3.0,1.0
Дом и сад,кованая конструкция,8,0.0002290753944391948,1,0.125,3.0,1.0
Дом и сад,материал рамы,176,0.0050396586776622855,10,0.056818181818181816,6.0,0.4034090909090909
Дом и сад,материал обивки,7,0.00020044097013429546,4,0.5714285714285714,3.0,0.5714285714285714
Дом и сад,гипоаллергенно,28,0.0008017638805371818,2,0.07142857142857142,2.0,0.9642857142857143
Дом и сад,особенности подушки,8,0.0002290753944391948,5,0.625,23.0,0.5
Дом и сад,жесткость подушки,5,0.00014317212152449674,2,0.4,7.0,0.8
Дом и сад,поддержка,3,8.590327291469805e-05,1,0.3333333333333333,7.0,1.0
Дом и сад,страна бренда,38,0.0010881081235861753,7,0.18421052631578946,6.0,0.631578947368421
Дом и сад,форма открытки,15,0.0004295163645734902,5,0.3333333333333333,13.0,0.4666666666666667
Дом и сад,назначение открытки,14,0.0004008819402685909,5,0.35714285714285715,22.0,0.7142857142857143
Дом и сад,совместимость,41,0.0011740113965008733,11,0.2682926829268293,16.0,0.5121951219512195
Дом и сад,"площадь полива, м²",6,0.0001718065458293961,5,0.8333333333333334,3.0,0.3333333333333333
Дом и сад,особенности зеркала,170,0.00486785213183289,10,0.058823529411764705,8.0,0.4294117647058823
Дом и сад,вид зеркала,182,0.005211465223491682,3,0.016483516483516484,9.0,0.8406593406593407
Дом и сад,"диаметр, мм",71,0.002033044125647854,25,0.352112676056338,2.0,0.2535211267605634
Дом и сад,материал трубочек,7,0.00020044097013429546,3,0.42857142857142855,6.0,0.5714285714285714
Дом и сад,соковыжималка,2,5.72688486097987e-05,2,1.0,33.0,0.5
Дом и сад,тип холста,49,0.0014030867909400682,5,0.10204081632653061,13.0,0.3877551020408163
Дом и сад,тип посудосушки,5,0.00014317212152449674,5,1.0,12.0,0.2
Дом и сад,срок службы,85,0.002433926065916445,22,0.25882352941176473,6.0,0.29411764705882354
Дом и сад,в стакане,31,0.0008876671534518799,2,0.06451612903225806,4.0,0.7741935483870968
Дом и сад,время горения,42,0.0012026458208057728,31,0.7380952380952381,8.0,0.07142857142857142
Дом и сад,количество семян в упаковке,64,0.0018326031555135583,16,0.25,6.0,0.375
Дом и сад,назначение формы для выпечки,72,0.002061678549952753,14,0.19444444444444445,13.0,0.5
Дом и сад,"размеры, см",90,0.0025770981874409416,83,0.9222222222222223,9.0,0.022222222222222223
Дом и сад,тип поверхностного насоса,18,0.0005154196374881882,9,0.5,15.5,0.2777777777777778
Дом и сад,длина лески,7,0.00020044097013429546,5,0.7142857142857143,4.0,0.42857142857142855
Дом и сад,диаметр лески,11,0.00031497866735389284,8,0.7272727272727273,6.0,0.36363636363636365
Дом и сад,назначение рюмки,2,5.72688486097987e-05,2,1.0,38.0,0.5
Дом и сад,тип насоса,28,0.0008017638805371818,18,0.6428571428571429,15.0,0.14285714285714285
Дом и сад,тип выключателя,85,0.002433926065916445,5,0.058823529411764705,12.0,0.9058823529411765
Дом и сад,"длина шнура питания, м",56,0.0016035277610743637,13,0.23214285714285715,1.0,0.4107142857142857
Дом и сад,высота стенок,59,0.0016894310339890617,31,0.5254237288135594,5.0,0.15254237288135594
Дом и сад,назначение копилки,36,0.0010308392749763765,1,0.027777777777777776,9.0,1.0
Дом и сад,вид веника,5,0.00014317212152449674,4,0.8,7.0,0.4
Дом и сад,вставка,10,0.0002863442430489935,8,0.8,7.0,0.2
Дом и сад,"внутренний диаметр, дюйм",2,5.72688486097987e-05,2,1.0,2.0,0.5
Дом и сад,"внутренний диаметр, мм",2,5.72688486097987e-05,2,1.0,3.0,0.5
Дом и сад,"внешний диаметр, мм",2,5.72688486097987e-05,2,1.0,3.0,0.5
Дом и сад,"максимальное давление, бар",2,5.72688486097987e-05,2,1.0,1.5,0.5
Дом и сад,"минимальная температура, °с",2,5.72688486097987e-05,1,0.5,1.0,1.0
Дом и сад,саморастягивающийся,2,5.72688486097987e-05,2,1.0,2.5,0.5
Дом и сад,распылитель,2,5.72688486097987e-05,2,1.0,2.5,0.5
Дом и сад,катушка для шланга,2,5.72688486097987e-05,1,0.5,3.0,1.0
Дом и сад,тележка для шланга,2,5.72688486097987e-05,1,0.5,3.0,1.0
Дом и сад,количество слоев,16,0.0004581507888783896,6,0.375,1.0,0.375
Дом и сад,гофрированный,2,5.72688486097987e-05,2,1.0,2.5,0.5
Дом и сад,материал лезвий,52,0.0014889900638547662,17,0.3269230769230769,17.0,0.5961538461538461
Дом и сад,назначение ножа,39,0.0011167425478910747,36,0.9230769230769231,36.0,0.10256410256410256
Дом и сад,особенности ножа,33,0.0009449360020616786,30,0.9090909090909091,28.0,0.09090909090909091
Дом и сад,материал рукоятки,49,0.0014030867909400682,11,0.22448979591836735,7.0,0.3673469387755102
Дом и сад,длина лезвия,57,0.0016321621853792629,30,0.5263157894736842,5.0,0.19298245614035087
Дом и сад,увеличение,4,0.0001145376972195974,2,0.5,3.0,0.75
Дом и сад,протокол связи,103,0.002949345703404633,2,0.019417475728155338,11.0,0.8543689320388349
Дом и сад,форма выпуска средства,74,0.002118947398562552,11,0.14864864864864866,7.0,0.28378378378378377
Дом и сад,область применения,124,0.0035506686138075194,21,0.1693548387096774,18.0,0.25806451612903225
Дом и сад,тип варочной поверхности,10,0.0002863442430489935,3,0.3,56.0,0.7
Дом и сад,тип полировки,4,0.0001145376972195974,1,0.25,10.0,1.0
Дом и сад,длина гирлянды (см),6,0.0001718065458293961,4,0.6666666666666666,3.0,0.3333333333333333
Дом и сад,степень защиты (ip),18,0.0005154196374881882,5,0.2777777777777778,4.0,0.4444444444444444
Дом и сад,количество лампочек,8,0.0002290753944391948,7,0.875,3.0,0.25
Дом и сад,длина шнура питания (см),6,0.0001718065458293961,3,0.5,2.5,0.5
Дом и сад,цвет кабеля,11,0.00031497866735389284,5,0.45454545454545453,10.0,0.6363636363636364
Дом и сад,цвет освещения,7,0.00020044097013429546,4,0.5714285714285714,19.0,0.42857142857142855
Дом и сад,место использования,13,0.00037224751596369156,4,0.3076923076923077,21.0,0.5384615384615384
Дом и сад,мощность (вт),38,0.0010881081235861753,26,0.6842105263157895,5.0,0.15789473684210525
Дом и сад,цвет лампочки,6,0.0001718065458293961,3,0.5,10.0,0.5
Дом и сад,гарантия (лет),93,0.0026630014603556394,11,0.11827956989247312,1.0,0.45161290322580644
Дом и сад,напряжение (в),13,0.00037224751596369156,6,0.46153846153846156,3.0,0.5384615384615384
Дом и сад,количество режимов струи,35,0.0010022048506714773,5,0.14285714285714285,1.0,0.8285714285714286
Дом и сад,возрастная группа,97,0.002777539157575237,6,0.061855670103092786,8.0,0.7010309278350515
Дом и сад,горловина,6,0.0001718065458293961,2,0.3333333333333333,7.0,0.8333333333333334
Дом и сад,ударопрочный,6,0.0001718065458293961,2,0.3333333333333333,2.0,0.6666666666666666
Дом и сад,с ручкой,10,0.0002863442430489935,2,0.2,3.0,0.7
Дом и сад,с носиком,6,0.0001718065458293961,2,0.3333333333333333,3.0,0.8333333333333334
Дом и сад,количество контейнеров в комплекте,5,0.00014317212152449674,2,0.4,3.0,0.8
Дом и сад,гибрид,89,0.002548463763136042,3,0.033707865168539325,3.0,0.5842696629213483
Дом и сад,вид горшка,43,0.001231280245110672,28,0.6511627906976745,27.0,0.13953488372093023
Дом и сад,российский размер,27,0.0007731294562322824,19,0.7037037037037037,2.0,0.14814814814814814
Дом и сад,однотонное,89,0.002548463763136042,2,0.02247191011235955,3.0,0.7303370786516854
Дом и сад,тип карнавального аксессуара,26,0.0007444950319273831,3,0.11538461538461539,22.0,0.7692307692307693
Дом и сад,"дальность полива, м",25,0.0007158606076224837,9,0.36,2.0,0.28
Дом и сад,особенности шланга,50,0.0014317212152449674,5,0.1,21.0,0.8
Дом и сад,тип подачи лески,7,0.00020044097013429546,2,0.2857142857142857,11.0,0.8571428571428571
Дом и сад,техника изображения,75,0.0021475818228674512,6,0.08,6.0,0.8133333333333334
Дом и сад,особенности искусственных растений,24,0.0006872261833175844,21,0.875,44.0,0.125
Дом и сад,в горшке,22,0.0006299573347077857,8,0.36363636363636365,3.0,0.45454545454545453
Дом и сад,группа аромата,29,0.0008303983048420811,26,0.896551724137931,15.0,0.06896551724137931
Дом и сад,функции точилки для ножей,4,0.0001145376972195974,1,0.25,7.0,1.0
Дом и сад,особенности ножеточки,3,8.590327291469805e-05,2,0.6666666666666666,15.0,0.6666666666666666
Дом и сад,"длина рабочей части, см",13,0.00037224751596369156,12,0.9230769230769231,2.0,0.15384615384615385
Дом и сад,количество этапов заточки,3,8.590327291469805e-05,3,1.0,1.0,0.3333333333333333
Дом и сад,форма сборки,4,0.0001145376972195974,3,0.75,20.0,0.5
Дом и сад,гарантийный период,56,0.0016035277610743637,10,0.17857142857142858,13.0,0.5892857142857143
Дом и сад,тип аксессуара для штор,34,0.0009735704263665779,9,0.2647058823529412,31.0,0.47058823529411764
Дом и сад,количество секций,60,0.001718065458293961,7,0.11666666666666667,8.0,0.8166666666666667
Дом и сад,ширина одной секции,53,0.0015176244881596657,1,0.018867924528301886,5.0,1.0
Дом и сад,место установки,5,0.00014317212152449674,3,0.6,3.0,0.6
Дом и сад,форма коврика,160,0.004581507888783896,30,0.1875,13.0,0.39375
Дом и сад,способ производства коврика,100,0.002863442430489935,10,0.1,8.0,0.4
Дом и сад,тип шторы,33,0.0009449360020616786,4,0.12121212121212122,7.0,0.45454545454545453
Дом и сад,особенности емкостей для хранения,76,0.0021762162471723506,11,0.14473684210526316,19.0,0.25
Дом и сад,"объем главного отделения, л",29,0.0008303983048420811,23,0.7931034482758621,2.0,0.10344827586206896
Дом и сад,"число секций, шт",106,0.0030352489763193313,13,0.12264150943396226,1.0,0.6226415094339622
Дом и сад,вид печати на ткани,26,0.0007444950319273831,3,0.11538461538461539,14.0,0.7692307692307693
Дом и сад,объем бака опрыскивателя,17,0.00048678521318328894,14,0.8235294117647058,3.0,0.11764705882352941
Дом и сад,дальность разбрызгивания,5,0.00014317212152449674,4,0.8,3.0,0.4
Дом и сад,длина шланга,11,0.00031497866735389284,8,0.7272727272727273,5.0,0.2727272727272727
Дом и сад,расход жидкости,5,0.00014317212152449674,4,0.8,9.0,0.4
Дом и сад,вид опрыскивателя,18,0.0005154196374881882,7,0.3888888888888889,7.5,0.4444444444444444
Дом и сад,напряжение аккумулятора,15,0.0004295163645734902,6,0.4,4.0,0.26666666666666666
Дом и сад,емкость аккумулятора,19,0.0005440540617930877,13,0.6842105263157895,5.0,0.2631578947368421
Дом и сад,количество аккумуляторов в комплекте,18,0.0005154196374881882,7,0.3888888888888889,3.0,0.4444444444444444
Дом и сад,раздвижной карниз,56,0.0016035277610743637,2,0.03571428571428571,3.0,0.9464285714285714
Дом и сад,крепление к стене,1,2.863442430489935e-05,1,1.0,2.0,1.0
Дом и сад,форма стекла,34,0.0009735704263665779,2,0.058823529411764705,7.0,0.9705882352941176
Дом и сад,функции часов,43,0.001231280245110672,6,0.13953488372093023,11.0,0.3953488372093023
Дом и сад,тип батареи,121,0.003464765340892821,2,0.01652892561983471,2.0,0.9917355371900827
Дом и сад,питание часов,122,0.0034933997651977206,1,0.00819672131147541,15.0,1.0
Дом и сад,длина рабочей части,4,0.0001145376972195974,4,1.0,5.0,0.25
Дом и сад,тематика чеканки подстаканников,3,8.590327291469805e-05,3,1.0,13.0,0.3333333333333333
Дом и сад,"диаметр насоса, мм",30,0.0008590327291469804,15,0.5,2.0,0.2
Дом и сад,защита от сухого хода,110,0.0031497866735389285,3,0.02727272727272727,3.0,0.6272727272727273
Дом и сад,"макс. ток потребления, а",21,0.0006013229104028864,15,0.7142857142857143,3.0,0.14285714285714285
Дом и сад,механизм насоса,136,0.0038942817054663115,7,0.051470588235294115,12.0,0.6029411764705882
Дом и сад,качество воды,99,0.002834808006185036,8,0.08080808080808081,6.0,0.7878787878787878
Дом и сад,"время непрерывной работы, мин",14,0.0004008819402685909,6,0.42857142857142855,2.0,0.35714285714285715
Дом и сад,"максимальное давление, атм (кг/см2)",58,0.0016607966096841623,24,0.41379310344827586,2.0,0.3275862068965517
Дом и сад,материал столового прибора,109,0.003121152249234029,4,0.03669724770642202,17.0,0.9541284403669725
Дом и сад,покрытие приборов,16,0.0004581507888783896,3,0.1875,20.5,0.5
Дом и сад,кому,39,0.0011167425478910747,13,0.3333333333333333,12.0,0.28205128205128205
Дом и сад,материал формы,22,0.0006299573347077857,2,0.09090909090909091,7.0,0.6818181818181818
Дом и сад,тип изделия,28,0.0008017638805371818,23,0.8214285714285714,9.0,0.10714285714285714
Дом и сад,условия хранения,10,0.0002863442430489935,8,0.8,31.5,0.3
Дом и сад,страна,48,0.0013744523666351688,13,0.2708333333333333,6.0,0.4166666666666667
Дом и сад,штук в упаковке,25,0.0007158606076224837,1,0.04,1.0,1.0
Дом и сад,"глубина обработки, см",21,0.0006013229104028864,12,0.5714285714285714,2.0,0.2857142857142857
Дом и сад,коробка передач,17,0.00048678521318328894,2,0.11764705882352941,12.0,0.9411764705882353
Дом и сад,тип редуктора,20,0.000572688486097987,6,0.3,13.0,0.4
Дом и сад,режим кпп,22,0.0006299573347077857,7,0.3181818181818182,3.0,0.4090909090909091
Дом и сад,вал отбора мощности,9,0.0002577098187440941,2,0.2222222222222222,3.0,0.5555555555555556
Дом и сад,способ горения,3,8.590327291469805e-05,1,0.3333333333333333,12.0,1.0
Дом и сад,особенности кашпо/горшка,11,0.00031497866735389284,7,0.6363636363636364,31.0,0.2727272727272727
Дом и сад,вид садовой фигуры,15,0.0004295163645734902,3,0.2,8.0,0.8666666666666667
Дом и сад,тематика садовой фигуры,12,0.0003436130916587922,7,0.5833333333333334,11.0,0.3333333333333333
Дом и сад,вид копилки,3,8.590327291469805e-05,2,0.6666666666666666,9.0,0.6666666666666666
Дом и сад,назначение органайзера,42,0.0012026458208057728,6,0.14285714285714285,14.0,0.5952380952380952
Дом и сад,вид органайзера для вещей,37,0.001059473699281276,6,0.16216216216216217,31.0,0.43243243243243246
Дом и сад,цвет рамы,82,0.0023480227930017467,15,0.18292682926829268,7.0,0.21951219512195122
Дом и сад,тип соединения устройств,19,0.0005440540617930877,3,0.15789473684210525,3.0,0.7368421052631579
Дом и сад,вид декора,43,0.001231280245110672,6,0.13953488372093023,8.0,0.4418604651162791
Дом и сад,типоразмер батареек,46,0.0013171835180253702,8,0.17391304347826086,4.0,0.2826086956521739
Дом и сад,количество батареек,25,0.0007158606076224837,3,0.12,5.0,0.52
Дом и сад,число фотографий,37,0.001059473699281276,12,0.32432432432432434,7.0,0.40540540540540543
Дом и сад,материал обложки,29,0.0008303983048420811,14,0.4827586206896552,7.0,0.3103448275862069
Дом и сад,количество карманов,5,0.00014317212152449674,4,0.8,5.0,0.4
Дом и сад,цвет подсветки,46,0.0013171835180253702,9,0.1956521739130435,13.0,0.2826086956521739
Дом и сад,с подставкой,8,0.0002290753944391948,2,0.25,2.0,0.75
Дом и сад,форма подставки,4,0.0001145376972195974,2,0.5,7.0,0.75
Дом и сад,персонажи,14,0.0004008819402685909,3,0.21428571428571427,5.0,0.5
Дом и сад,стиль часов,91,0.002605732611745841,8,0.08791208791208792,6.0,0.4175824175824176
Дом и сад,складная,52,0.0014889900638547662,2,0.038461538461538464,2.0,0.8461538461538461
Дом и сад,особенности контейнера,16,0.0004581507888783896,14,0.875,38.0,0.125
Дом и сад,назначение контейнера,14,0.0004008819402685909,12,0.8571428571428571,51.5,0.21428571428571427
Дом и сад,объем жаровни,5,0.00014317212152449674,2,0.4,3.0,0.6
Дом и сад,экосистема,16,0.0004581507888783896,1,0.0625,3.0,1.0
Дом и сад,многоразовые,15,0.0004295163645734902,1,0.06666666666666667,2.0,1.0
Дом и сад,объем кружки,31,0.0008876671534518799,19,0.6129032258064516,6.0,0.12903225806451613
Дом и сад,размер мешочка,1,2.863442430489935e-05,1,1.0,1.0,1.0
Дом и сад,длина свечи,14,0.0004008819402685909,10,0.7142857142857143,4.0,0.21428571428571427
Дом и сад,цвет рамки,61,0.0017466998825988603,6,0.09836065573770492,16.0,0.5245901639344263
Дом и сад,форма шара,12,0.0003436130916587922,3,0.25,5.0,0.5
Дом и сад,эффекты цвета,6,0.0001718065458293961,2,0.3333333333333333,7.5,0.5
Дом и сад,материал шаров,12,0.0003436130916587922,3,0.25,6.0,0.75
Дом и сад,фольгированная поверхность,11,0.00031497866735389284,2,0.18181818181818182,3.0,0.7272727272727273
Дом и сад,led подсветка,10,0.0002863442430489935,1,0.1,3.0,1.0
Дом и сад,самозакрывающийся клапан,12,0.0003436130916587922,2,0.16666666666666666,3.0,0.8333333333333334
Дом и сад,количество шаров в наборе,11,0.00031497866735389284,4,0.36363636363636365,2.0,0.45454545454545453
Дом и сад,палочка,10,0.0002863442430489935,2,0.2,3.0,0.9
Дом и сад,клоунский нос,10,0.0002863442430489935,1,0.1,3.0,1.0
Дом и сад,свисток/пищалка,10,0.0002863442430489935,1,0.1,3.0,1.0
Дом и сад,насос,12,0.0003436130916587922,1,0.08333333333333333,3.0,1.0
Дом и сад,пропеллер,10,0.0002863442430489935,1,0.1,3.0,1.0
Дом и сад,резинки,10,0.0002863442430489935,1,0.1,3.0,1.0
Дом и сад,"диаметр, в сантиметрах",29,0.0008303983048420811,24,0.8275862068965517,2.0,0.13793103448275862
Дом и сад,дополнительный цвет,48,0.0013744523666351688,13,0.2708333333333333,15.0,0.4583333333333333
Дом и сад,художник,40,0.001145376972195974,10,0.25,11.0,0.55
Дом и сад,степень поддержки,3,8.590327291469805e-05,1,0.3333333333333333,7.0,1.0
Дом и сад,автополив,48,0.0013744523666351688,7,0.14583333333333334,3.0,0.7291666666666666
Дом и сад,минимальная рабочая температура,4,0.0001145376972195974,4,1.0,7.5,0.25
Дом и сад,фара,3,8.590327291469805e-05,2,0.6666666666666666,2.0,0.6666666666666666
Дом и сад,подогрев ручек,4,0.0001145376972195974,2,0.5,2.5,0.5
Дом и сад,мощность (лс),31,0.0008876671534518799,21,0.6774193548387096,6.0,0.0967741935483871
Дом и сад,ширина захвата (см),4,0.0001145376972195974,4,1.0,5.0,0.25
Дом и сад,высота захвата (см),4,0.0001145376972195974,3,0.75,5.0,0.5
Дом и сад,потребление топлива (л/ч),1,2.863442430489935e-05,1,1.0,5.0,1.0
Дом и сад,рабочий механизм снегоуборщика,4,0.0001145376972195974,4,1.0,24.0,0.25
Дом и сад,тип передвижения,34,0.0009735704263665779,15,0.4411764705882353,10.0,0.23529411764705882
Дом и сад,разблокировка привода,2,5.72688486097987e-05,2,1.0,2.5,0.5
Дом и сад,стартер,8,0.0002290753944391948,5,0.625,13.0,0.375
Дом и сад,цветность,2,5.72688486097987e-05,1,0.5,3.0,1.0
Дом и сад,доп. опции бутылки,6,0.0001718065458293961,4,0.6666666666666666,11.0,0.5
Дом и сад,цвет ламп,52,0.0014889900638547662,29,0.5576923076923077,10.0,0.11538461538461539
Дом и сад,степень пылевлагозащиты,66,0.0018898720041233572,11,0.16666666666666666,4.0,0.36363636363636365
Дом и сад,тип гирлянды,58,0.0016607966096841623,33,0.5689655172413793,19.0,0.25862068965517243
Дом и сад,цвет провода,47,0.0013458179423302694,21,0.44680851063829785,10.0,0.23404255319148937
Дом и сад,сезонность,17,0.00048678521318328894,5,0.29411764705882354,11.0,0.4117647058823529
Дом и сад,доп. особенности,2,5.72688486097987e-05,2,1.0,9.0,0.5
Дом и сад,применение,40,0.001145376972195974,31,0.775,24.0,0.15
Дом и сад,сезон,27,0.0007731294562322824,9,0.3333333333333333,15.0,0.3333333333333333
Дом и сад,крепление держателя для кухни,13,0.00037224751596369156,4,0.3076923076923077,10.0,0.3076923076923077
Дом и сад,назначение держателя для кухни,9,0.0002577098187440941,6,0.6666666666666666,16.0,0.3333333333333333
Дом и сад,подставка в комплекте,48,0.0013744523666351688,3,0.0625,3.0,0.7916666666666666
Дом и сад,цифра,45,0.0012885490937204708,17,0.37777777777777777,1.0,0.15555555555555556
Дом и сад,вид альбома,71,0.002033044125647854,11,0.15492957746478872,12.0,0.4084507042253521
Дом и сад,тип переплета,8,0.0002290753944391948,5,0.625,6.5,0.375
Дом и сад,количество штук в упаковке,9,0.0002577098187440941,3,0.3333333333333333,1.0,0.5555555555555556
Дом и сад,честный знак,2,5.72688486097987e-05,1,0.5,2.0,1.0
Дом и сад,фиксирующая резинка,2,5.72688486097987e-05,1,0.5,2.0,1.0
Дом и сад,количество единиц продаж в транспортной упаковке,16,0.0004581507888783896,4,0.25,1.0,0.8125
Дом и сад,есть оферта на портале поставщиков,14,0.0004008819402685909,2,0.14285714285714285,3.0,0.5714285714285714
Дом и сад,диаметр бура,4,0.0001145376972195974,4,1.0,5.0,0.25
Дом и сад,бензиновый двигатель,42,0.0012026458208057728,6,0.14285714285714285,3.0,0.3333333333333333
