category,key,both_support,equal_support,conflict_support,positive_rate_equal,positive_rate_conflict,rate_gap
Продукты питания,комплектация,0,0,0,,,
Продукты питания,вес товара без упаковки (г),0,0,0,,,
Продукты питания,особенности продукта,0,0,0,,,
Продукты питания,"особенности напитков, продуктов питания",0,0,0,,,
Продукты питания,содержит,93,31,62,0.1935483870967742,0.20967741935483872,-0.01612903225806453
Продукты питания,вид чая,1703,821,882,0.21802679658952498,0.16666666666666666,0.05136012992285832
Продукты питания,вкус,271,59,212,0.423728813559322,0.24056603773584906,0.18316277582347296
Продукты питания,энергетическая ценность калории (на 100 гр.),0,0,0,,,
Продукты питания,пищевая ценность углеводы,0,0,0,,,
Спорт и отдых,тип,7460,2536,4924,0.1912460567823344,0.2619821283509342,-0.07073607156859982
Спорт и отдых,бренд,1980,1278,702,0.25273865414710484,0.24358974358974358,0.00914891055736125
Спорт и отдых,цвет товара,2413,690,1723,0.33043478260869563,0.13116656993615786,0.19926821267253778
Спорт и отдых,страна-изготовитель,0,0,0,,,
Спорт и отдых,комплектация,1012,73,939,0.1232876712328767,0.268370607028754,-0.14508293579587728
Спорт и отдых,валюта,0,0,0,,,
Спорт и отдых,название цвета,0,0,0,,,
Спорт и отдых,страна производства,0,0,0,,,
Спорт и отдых,цвет,0,0,0,,,
Спорт и отдых,материал,421,232,189,0.23275862068965517,0.2751322751322751,-0.04237365444261995
Спорт и отдых,"вес, г",368,211,157,0.15639810426540285,0.08280254777070063,0.07359555649470222
Спорт и отдых,плавучесть,1306,109,1197,0.1834862385321101,0.10275689223057644,0.08072934630153367
Спорт и отдых,"длина, см",24,14,10,0.5714285714285714,0.6,-0.02857142857142858
Спорт и отдых,целевая аудитория,3,0,3,,0.0,
Спорт и отдых,вес,0,0,0,,,
Спорт и отдых,пол,629,138,491,0.13043478260869565,0.14663951120162932,-0.016204728592933676
Спорт и отдых,"вес товара, г",0,0,0,,,
Спорт и отдых,"количество упаковок, шт",0,0,0,,,
Спорт и отдых,длина,0,0,0,,,
Спорт и отдых,гарантийный срок,221,35,186,0.45714285714285713,0.3172043010752688,0.13993855606758832
Спорт и отдых,"количество в упаковке, шт",0,0,0,,,
Спорт и отдых,особенности,21,2,19,0.5,0.3157894736842105,0.1842105263157895
Спорт и отдых,единиц в одном товаре,0,0,0,,,
Спорт и отдых,сезон,152,3,149,0.3333333333333333,0.16778523489932887,0.16554809843400445
Спорт и отдых,материал рамы,710,313,397,0.14057507987220447,0.0906801007556675,0.04989497911653697
Спорт и отдых,размер,195,49,146,0.3469387755102041,0.21232876712328766,0.13461000838691642
Спорт и отдых,материал изделия,0,0,0,,,
Спорт и отдых,код товара,0,0,0,,,
Спорт и отдых,назначение,6,0,6,,0.3333333333333333,
Спорт и отдых,вид крючка,227,163,64,0.12269938650306748,0.125,-0.002300613496932516
Строительство и ремонт,тип,6310,2012,4298,0.147117296222664,0.18613308515588645,-0.03901578893322244
Строительство и ремонт,бренд,2101,1402,699,0.21683309557774608,0.20028612303290416,0.016546972544841915
Строительство и ремонт,комплектация,3630,186,3444,0.1881720430107527,0.27497096399535426,-0.08679892098460157
Строительство и ремонт,страна-изготовитель,0,0,0,,,
Строительство и ремонт,цвет товара,2383,886,1497,0.12415349887133183,0.052104208416833664,0.07204929045449816
Строительство и ремонт,гарантия,192,34,158,0.23529411764705882,0.310126582278481,-0.07483246463142218
Строительство и ремонт,единиц в одном товаре,0,0,0,,,
Строительство и ремонт,тип цоколя,2756,2065,691,0.36803874092009686,0.23878437047756873,0.12925437044252813
Строительство и ремонт,"длина, мм",410,90,320,0.3888888888888889,0.1875,0.2013888888888889
Строительство и ремонт,"ширина, мм",413,109,304,0.43119266055045874,0.19078947368421054,0.2404031868662482
Строительство и ремонт,валюта,0,0,0,,,
Строительство и ремонт,материал,997,629,368,0.11605723370429252,0.11141304347826086,0.004644190226031658
Строительство и ремонт,страна производства,0,0,0,,,
Строительство и ремонт,"высота, мм",460,112,348,0.42857142857142855,0.20689655172413793,0.22167487684729062
Строительство и ремонт,цвет,0,0,0,,,
Строительство и ремонт,назначение,443,106,337,0.16037735849056603,0.11869436201780416,0.04168299647276187
Строительство и ремонт,гарантийный срок,0,0,0,,,
Строительство и ремонт,вид ламп,803,193,610,0.2694300518134715,0.3114754098360656,-0.04204535802259407
Строительство и ремонт,название цвета,7,2,5,0.5,0.4,0.09999999999999998
Строительство и ремонт,партномер,0,0,0,,,
Строительство и ремонт,"вес товара, г",0,0,0,,,
Строительство и ремонт,материал плафона,445,294,151,0.32653061224489793,0.25165562913907286,0.07487498310582508
Строительство и ремонт,длина,0,0,0,,,
Строительство и ремонт,степень защиты,56,52,4,0.5192307692307693,0.5,0.019230769230769273
Строительство и ремонт,"макс. мощность ламп, вт",0,0,0,,,
Строительство и ремонт,"количество ламп, шт",0,0,0,,,
Строительство и ремонт,ширина,0,0,0,,,
Строительство и ремонт,степень пылевлагозащиты,0,0,0,,,
Строительство и ремонт,особенности,148,18,130,0.1111111111111111,0.13846153846153847,-0.027350427350427364
Строительство и ремонт,упаковка,0,0,0,,,
Товары для животных,бренд,3536,2245,1291,0.244097995545657,0.29047250193648333,-0.046374506390826326
Товары для животных,тип,3760,637,3123,0.3281004709576138,0.29426833173230865,0.03383213922530515
Товары для животных,возраст животного,7735,563,7172,0.3285968028419183,0.34648633575013943,-0.01788953290822115
Товары для животных,комплектация,4454,109,4345,0.27522935779816515,0.38365937859608745,-0.1084300207979223
Товары для животных,предназначено для,0,0,0,,,
Товары для животных,размер животного,4807,272,4535,0.46691176470588236,0.35413450937155455,0.11277725533432781
Товары для животных,страна-изготовитель,0,0,0,,,
Товары для животных,состав,3625,100,3525,0.4,0.38780141843971633,0.012198581560283694
Товары для животных,"вес товара, г",0,0,0,,,
Товары для животных,валюта,0,0,0,,,
Товары для животных,страна производства,0,0,0,,,
Товары для животных,единиц в одном товаре,0,0,0,,,
Товары для животных,срок годности в днях,0,0,0,,,
Товары для животных,вид животного,0,0,0,,,
Товары для животных,артикул,70,0,70,,0.32857142857142857,
Товары для животных,упаковка,361,89,272,0.48314606741573035,0.3602941176470588,0.12285194976867153
Товары для животных,класс корма,2102,1113,989,0.435759209344115,0.40546006066734075,0.030299148676774246
Товары для животных,условия хранения,99,6,93,0.3333333333333333,0.45161290322580644,-0.11827956989247312
Товары для животных,длина упаковки,0,0,0,,,
Товары для животных,ширина упаковки,0,0,0,,,
Товары для животных,высота упаковки,0,0,0,,,
Товары для животных,срок годности,0,0,0,,,
Товары для животных,вкус корма для животных,0,0,0,,,
Товары для животных,основной ингредиент,625,344,281,0.2238372093023256,0.20284697508896798,0.020990234213357606
Товары для животных,"размер упаковки (длина х ширина х высота), см",0,0,0,,,
Товары для животных,цвет товара,1311,752,559,0.22739361702127658,0.16100178890876565,0.06639182811251093
Товары для животных,особенности,61,17,44,0.23529411764705882,0.3181818181818182,-0.08288770053475936
Товары для животных,назначение корма,0,0,0,,,
Товары для животных,основной вкус корма,0,0,0,,,
Товары для животных,материал,1091,322,769,0.36645962732919257,0.1846553966189857,0.18180423071020688
Хобби и творчество,тип,6820,2105,4715,0.5007125890736343,0.35927889713679745,0.1414336919368368
Хобби и творчество,бренд,1633,465,1168,0.35053763440860214,0.473458904109589,-0.12292126970098688
Хобби и творчество,страна-изготовитель,0,0,0,,,
Хобби и творчество,цвет товара,1645,637,1008,0.33437990580847726,0.12400793650793651,0.21037196930054075
Хобби и творчество,материал,1819,1267,552,0.35595895816890294,0.3188405797101449,0.03711837845875804
Хобби и творчество,комплектация,1775,61,1714,0.16393442622950818,0.3033838973162194,-0.1394494710867112
Хобби и творчество,валюта,0,0,0,,,
Хобби и творчество,страна производства,0,0,0,,,
Хобби и творчество,минимальный возраст ребенка,0,0,0,,,
Хобби и творчество,длина упаковки,0,0,0,,,
Хобби и творчество,ширина упаковки,0,0,0,,,
Хобби и творчество,высота упаковки,0,0,0,,,
Хобби и творчество,"количество в упаковке, шт",2,1,1,0.0,1.0,-1.0
Хобби и творчество,название цвета,0,0,0,,,
Хобби и творчество,возрастные ограничения,530,44,486,0.9090909090909091,0.20987654320987653,0.6992143658810326
Хобби и творчество,материал изделия,0,0,0,,,
Хобби и творчество,цвет,0,0,0,,,
Хобби и творчество,вид выпуска товара,0,0,0,,,
Хобби и творчество,тематика,63,10,53,0.2,0.5471698113207547,-0.3471698113207547
Хобби и творчество,"размеры, мм",0,0,0,,,
Хобби и творчество,основа картины,783,3,780,0.3333333333333333,0.2564102564102564,0.07692307692307693
Хобби и творчество,возраст ребенка,1,0,1,,0.0,
Хобби и творчество,единиц в одном товаре,0,0,0,,,
Хобби и творчество,образец цвета,0,0,0,,,
Хобби и творчество,вес товара с упаковкой (г),0,0,0,,,
Хобби и творчество,материалы набора,0,0,0,,,
Хобби и творчество,"длина по горизонтали, см",0,0,0,,,
Хобби и творчество,"длина по вертикали, см",0,0,0,,,
Хобби и творчество,"вес товара, г",0,0,0,,,
Хобби и творчество,целевая аудитория,2,0,2,,0.5,
Электроника,тип,3956,746,3210,0.22386058981233245,0.1766355140186916,0.04722507579364085
Электроника,бренд,2298,1618,680,0.15327564894932014,0.16176470588235295,-0.008489056933032813
Электроника,комплектация,5874,951,4923,0.027339642481598318,0.13528336380255943,-0.10794372132096111
Электроника,гарантийный срок,4779,857,3922,0.26721120186697783,0.19836817950025498,0.06884302236672285
Электроника,цвет товара,2930,1316,1614,0.10714285714285714,0.04956629491945477,0.057576562223402364
Электроника,страна-изготовитель,1,0,1,,0.0,
Электроника,"вес товара, г",0,0,0,,,
Электроника,"размеры, мм",0,0,0,,,
Электроника,назначение,1463,77,1386,0.12987012987012986,0.08008658008658008,0.04978354978354978
Электроника,процессор,2943,110,2833,0.045454545454545456,0.07483233321567243,-0.02937778776112697
Электроника,валюта,0,0,0,,,
Электроника,длина упаковки,0,0,0,,,
Электроника,высота упаковки,0,0,0,,,
Электроника,ширина упаковки,0,0,0,,,
Электроника,тип видеокарты,2773,2428,345,0.01029654036243822,0.014492753623188406,-0.004196213260750186
Электроника,страна производства,0,0,0,,,
Электроника,тип памяти,2170,1548,622,0.015503875968992248,0.00482315112540193,0.010680724843590318
Электроника,операционная система,1487,807,680,0.2664188351920694,0.08970588235294118,0.1767129528391282
Электроника,беспроводные интерфейсы,1107,68,1039,0.3382352941176471,0.2829643888354187,0.05527090528222839
Электроника,модель,0,0,0,,,
Электроника,видеокарта,2053,154,1899,0.01948051948051948,0.00631911532385466,0.01316140415666482
Электроника,цвет,0,0,0,,,
Электроника,модель процессора,827,28,799,0.17857142857142858,0.02753441802252816,0.15103701054890042
Электроника,оперативная память,455,248,207,0.125,0.0,0.125
Электроника,материал корпуса,547,124,423,0.1693548387096774,0.12293144208037825,0.04642339662929916
Электроника,чипсет,1766,445,1321,0.017977528089887642,0.0,0.017977528089887642
Электроника,бренд процессора,0,0,0,,,
Электроника,число ядер процессора,22,0,22,,0.13636363636363635,
Электроника,особенности,341,24,317,0.16666666666666666,0.09779179810725552,0.06887486855941113
Электроника,разрешение экрана,1427,598,829,0.20066889632107024,0.1712907117008444,0.029378184620225845
Ювелирные изделия,проба,17418,16085,1333,0.127634442026733,0.1005251312828207,0.02710931074391229
Ювелирные изделия,вставка,13124,6036,7088,0.1648442677269715,0.09551354401805869,0.06933072370891281
Ювелирные изделия,тип,10429,4669,5760,0.19447419147569073,0.1345486111111111,0.05992558036457962
Ювелирные изделия,пол,9446,6710,2736,0.16691505216095381,0.1739766081871345,-0.007061556026180693
Ювелирные изделия,комплектация,8059,874,7185,0.21052631578947367,0.07988865692414752,0.13063765886532613
Ювелирные изделия,бренд,3786,2169,1617,0.2595666205624712,0.15955473098330242,0.10001188957916879
Ювелирные изделия,артикул,1654,22,1632,1.0,0.1323529411764706,0.8676470588235294
Ювелирные изделия,коллекция,2087,660,1427,0.20757575757575758,0.2529782761037141,-0.045402518527956515
Ювелирные изделия,"средний вес изделия, гр",0,0,0,,,
Ювелирные изделия,страна-изготовитель,0,0,0,,,
Ювелирные изделия,целевая аудитория,0,0,0,,,
Ювелирные изделия,состав ювелирного изделия,4200,1574,2626,0.06607369758576874,0.07121096725057122,-0.005137269664802477
Ювелирные изделия,упаковка,16,1,15,0.0,0.3333333333333333,-0.3333333333333333
Ювелирные изделия,размер изделия,0,0,0,,,
Ювелирные изделия,о драгоценном металле,0,0,0,,,
Ювелирные изделия,цвет товара,158,38,120,0.02631578947368421,0.10833333333333334,-0.08201754385964913
Ювелирные изделия,детские украшения,0,0,0,,,
Ювелирные изделия,основной материал украшения,0,0,0,,,
Ювелирные изделия,"вес товара, г",0,0,0,,,
Ювелирные изделия,покрытие,217,44,173,0.2727272727272727,0.09248554913294797,0.18024172359432472
Ювелирные изделия,гарантийный срок,3,0,3,,0.0,
Ювелирные изделия,страна производства,0,0,0,,,
Ювелирные изделия,валюта,0,0,0,,,
Ювелирные изделия,цвет,0,0,0,,,
Ювелирные изделия,вид замка,1761,837,924,0.0991636798088411,0.050865800865800864,0.04829787894304023
Ювелирные изделия,вид металла,0,0,0,,,
Ювелирные изделия,минимальный вес (г),0,0,0,,,
Ювелирные изделия,"размеры, мм",0,0,0,,,
Ювелирные изделия,модель,0,0,0,,,
Ювелирные изделия,о главном камне украшения,0,0,0,,,
