category,concept,relation,label,attribute_key,attribute_key_source,observed_attribute_key_support,top_observed_attribute_keys,all_pair_support,all_label0,all_label1,all_occurrence_target_probability,singleton_support,singleton_label0,singleton_label1,singleton_target_probability,discovery_singleton_support,validation_singleton_support,example_pair_ids,example_value_pairs,anchor_profiles,allowed_product_types,source_examples,profile_diagnostics,semantic_review_required,mutation_mode,forbidden_anchor_attribute_patterns,target_value_pattern,forbidden_target_value_pattern,rejection_reason
Продукты питания,product_name,different_value,0,,,0,[],42,39,3,0.9285714285714286,2,2,0,1.0,1,1,rp_05ed7c43738cce4f698b54f5;rp_36e493c0582fcc5ff1ed038f;rp_0d4c1896c82e13ad6fa382ee,клюква на коньяке | фруктовый чай - глинтвейн | аркадий,[],[],[],"{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 0}",False,independent_value,[],,,generic_concept
Продукты питания,type,different_value,0,Вид товара,override,18,"[{'attribute_key': 'тип', 'support': 18}, {'attribute_key': 'вид продукта', 'support': 1}]",380,319,61,0.8394736842105263,14,12,2,0.8571428571428571,14,0,rp_b80ee711df75ca3c5762922b;rp_0a0946478143a0671c6d6601;rp_ae90af2ba531aaa90b6da8f6,съедобная картина | ванильный сахар | напиток сокосодержащий,"[{'product_type': 'съедобная картина', 'normalized_product_type': 'съедобная картина', 'singleton_pair_support': 4, 'singleton_target_support': 4, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_fa0dfae4c069960a1dc87c85', 'rp_a3c975e9734206884de691e1', 'rp_603ea9532954a62ab1dc8454', 'rp_a5df5ec3a4ebb8156ad02795']}, {'product_type': 'сахарная картинка', 'normalized_product_type': 'сахарная картинка', 'singleton_pair_support': 3, 'singleton_target_support': 3, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_a3c975e9734206884de691e1', 'rp_603ea9532954a62ab1dc8454', 'rp_a5df5ec3a4ebb8156ad02795']}]","['съедобная картина', 'сахарная картинка']","[{'source_pair_id': 'rp_fa0dfae4c069960a1dc87c85', 'product_type': 'съедобная картина', 'title_a': 'украшения для торта вафельная картинка ""деньги, приколы."" декор для выпечки', 'title_b': 'без бренда сахарная картинка ""деньги, приколы."" декор для выпечки', 'target_value_a': 'вафельная картинка', 'target_value_b': 'съедобная картина'}, {'source_pair_id': 'rp_a3c975e9734206884de691e1', 'product_type': 'съедобная картина', 'title_a': 'сахарные картинки для торта девушке ""уэнсдей"". декор для торта / съедобная бумага а4', 'title_b': 'не определен вафельные картинки для торта девушке ""уэнсдей"". декор для торта / съедобная бумага а4', 'target_value_a': 'сахарная картинка', 'target_value_b': 'съедобная картина'}, {'source_pair_id': 'rp_603ea9532954a62ab1dc8454', 'product_type': 'съедобная картина', 'title_a': 'сахарные картинки на торт жене, любимой на выписку ребенка. декор для торта / съедобная бумага а4', 'title_b': 'не определен сахарные картинки на торт жене, любимой на выписку ребенка. декор для торта / съедобная бумага а4', 'target_value_a': 'сахарная картинка', 'target_value_b': 'съедобная картина'}, {'source_pair_id': 'rp_a5df5ec3a4ebb8156ad02795', 'product_type': 'съедобная картина', 'title_a': 'сахарные картинки для торта мужчине на день рождения. декор для торта / съедобная бумага а4', 'title_b': 'не определен сахарные картинки для торта на день рождения для мужчин, папе. декор для торта / съедобная бумага а4', 'target_value_a': 'сахарная картинка', 'target_value_b': 'съедобная картина'}]","{'source_singleton_pairs': 14, 'source_pairs_with_explicit_type': 14, 'observed_exact_product_types': 16, 'supported_product_type_profiles': 2}",True,product_type_value,[],,,semantic_review_required
Спорт и отдых,caliber,different_value,0,,,0,[],4,4,0,1.0,2,2,0,1.0,1,1,rp_165d6c4661df22227284d49f;rp_cae4097a808e163c5251fb0d;rp_9f9c7fd95990c15ca6fc8221,"20 калибр | 4,5 | 9 калибр",[],[],[],"{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_reliable_attribute_key
Спорт и отдых,model_code,different_value,0,,,1,"[{'attribute_key': 'цвет производителя', 'support': 1}]",14,13,1,0.9285714285714286,2,2,0,1.0,2,0,rp_22c13ecbfbbf7f7e57c274cb;rp_3549e896a5c82491f214de00;rp_c941dac65920c3169a519b56,fk010 | 003 | 026,[],[],[],"{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 3, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_reliable_attribute_key
Спорт и отдых,spindle_length,different_value,0,,,1,"[{'attribute_key': 'длина, мм', 'support': 1}]",2,2,0,1.0,2,2,0,1.0,2,0,rp_b406ff3baa6a179015528a62;rp_0e1f0cda80724aaf57804c13,"122,5 мм | 115 мм","[{'product_type': 'каретка', 'normalized_product_type': 'каретка', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_b406ff3baa6a179015528a62', 'rp_0e1f0cda80724aaf57804c13']}]",['каретка'],"[{'source_pair_id': 'rp_b406ff3baa6a179015528a62', 'product_type': 'каретка', 'title_a': 'shimano / каретка-картридж bb-un300 68/122,5 мм bsa sqr abbun300b22b', 'title_b': 'каретка shimano un300, 68/117.5мм, с болтами, без упаковки, shimano abbun300b17b', 'target_value_a': '117 5мм', 'target_value_b': '122 5 мм'}, {'source_pair_id': 'rp_0e1f0cda80724aaf57804c13', 'product_type': 'каретка', 'title_a': 'каретка 115 мм длина стакана 68 мм резьба 1.37"" x 24tpi под квадрат сталь цвет чёрный kenli kl-08b(2)', 'title_b': 'каретка kenli, ""квадрат"", 68/116 мм', 'target_value_a': '115 мм', 'target_value_b': '116 мм'}]","{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 1, 'supported_product_type_profiles': 1}",False,independent_value,[],,,no_reliable_attribute_key
Спорт и отдых,volume,different_value,0,Объем,override,2,"[{'attribute_key': 'объем, мл', 'support': 2}, {'attribute_key': 'объем бассейна, л', 'support': 1}, {'attribute_key': 'объём', 'support': 1}]",47,39,8,0.8297872340425532,7,6,1,0.8571428571428571,5,2,rp_fb80f57fb1f740f1e5ff7f16;rp_291350e9aad1f46d93f885c3;rp_862fd0e988c8f2d3edf91c77,800 мл | 25 мл | 15l,[],[],[],"{'source_singleton_pairs': 7, 'source_pairs_with_explicit_type': 7, 'observed_exact_product_types': 8, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_supported_product_type_profile
Строительство и ремонт,diameter_range,different_value,0,,,0,[],4,4,0,1.0,2,2,0,1.0,2,0,rp_a09bfa5ebf938bcca4e8e906;rp_09d2cd3a305d657d7b832138;rp_40d2220adc6a725f2e9a2a1f,110-114 | 30-45 | 80-85,"[{'product_type': 'хомут', 'normalized_product_type': 'хомут', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_a09bfa5ebf938bcca4e8e906', 'rp_40d2220adc6a725f2e9a2a1f']}]",['хомут'],"[{'source_pair_id': 'rp_a09bfa5ebf938bcca4e8e906', 'product_type': 'хомут', 'title_a': 'хомут для крепления сантехнических труб с резиновой прокладкой, с гайкой м10 4"" (110-114) 10 штук.', 'title_b': 'хомут оцинкованный с резиновым уплотнителем 15-19мм (3/8) с гайкой м8 24020 terma', 'target_value_a': '110 114', 'target_value_b': '15 19'}, {'source_pair_id': 'rp_40d2220adc6a725f2e9a2a1f', 'product_type': 'хомут', 'title_a': 'хомут силовой одноболтовый 80-85 w1', 'title_b': 'без бренда хомут силовой одноболтовый 98-103 w1', 'target_value_a': '80 85', 'target_value_b': '98 103'}]","{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 1, 'supported_product_type_profiles': 1}",False,independent_value,[],,,no_reliable_attribute_key
Строительство и ремонт,grit,different_value,0,,,1,"[{'attribute_key': 'зернистость', 'support': 1}]",12,11,1,0.9166666666666666,2,2,0,1.0,2,0,rp_81b98618623edaf301bad5d7;rp_151c5cdecb63566cc0c2e26b;rp_e62f5645afde92743c8e39de,p150 | p100 | p 120,[],[],[],"{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_reliable_attribute_key
Строительство и ремонт,rated_current,different_value,0,,,1,"[{'attribute_key': 'номинальный ток, а', 'support': 1}]",23,21,2,0.9130434782608695,2,2,0,1.0,2,0,rp_d5bf8d1f25359c5003a87d32;rp_e2f29a12287f6ca1ee719334;rp_4fbc93fb22bba744a0e785d1,16 а | 16а | 4а,"[{'product_type': 'автоматический выключатель', 'normalized_product_type': 'автоматический выключатель', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_e705851c4232efe019b3a2d6', 'rp_433fc353fc9ede0474914319']}]",['автоматический выключатель'],"[{'source_pair_id': 'rp_e705851c4232efe019b3a2d6', 'product_type': 'автоматический выключатель', 'title_a': 'schneider electric автоматический выключатель 3-полюсный, 10а, 6kа (хар-ка c) easy 9 schneider electric, ez9f56310', 'title_b': 'автоматический выключатель easy 9 3п 25а с 6ка 230в', 'target_value_a': '10а', 'target_value_b': '25а'}, {'source_pair_id': 'rp_433fc353fc9ede0474914319', 'product_type': 'автоматический выключатель', 'title_a': 'legrand / выключатель автоматический 1-пол.(1p)32а c 6ка', 'title_b': 'legrand автоматический выключатель 1p 63а 6ка тип c', 'target_value_a': '32а', 'target_value_b': '63'}]","{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 1, 'supported_product_type_profiles': 1}",False,independent_value,[],,,no_reliable_attribute_key
Строительство и ремонт,socket_size,different_value,0,,,1,"[{'attribute_key': 'размер ключа (мм)', 'support': 1}]",13,13,0,1.0,3,3,0,1.0,3,0,rp_d14ef86b2abdbb75ec26d79d;rp_b9cc1e9d917af1ecd1262d10;rp_84491640543b53bcbab9bee5,42мм | е20 | 27,"[{'product_type': 'торцевая головка', 'normalized_product_type': 'торцевая головка', 'singleton_pair_support': 3, 'singleton_target_support': 3, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_84491640543b53bcbab9bee5', 'rp_90d230a5fe26b0078d879086', 'rp_c5ca04c5a7a2d8881b710eb0']}]",['торцевая головка'],"[{'source_pair_id': 'rp_84491640543b53bcbab9bee5', 'product_type': 'торцевая головка', 'title_a': 'головка 1/2"" 6-гр. ударная 27мм cr-mo automaster', 'title_b': 'automaster / головка 1,2 6-гр. ударная 15мм cr-mo automaster', 'target_value_a': '15', 'target_value_b': '27'}, {'source_pair_id': 'rp_90d230a5fe26b0078d879086', 'product_type': 'торцевая головка', 'title_a': 'торцевая головка ударная 32 мм 3/4 jonnesway s03a6132', 'title_b': 'jonnesway / головка торцевая ударная 3/4dr, 50 мм', 'target_value_a': '32', 'target_value_b': '50'}, {'source_pair_id': 'rp_c5ca04c5a7a2d8881b710eb0', 'product_type': 'торцевая головка', 'title_a': 'king tony головка торцевая диэлектрическая шестигранная 1/4"", 7 мм king tony 2335ve07m', 'title_b': 'king tony головка торцевая диэлектрическая шестигранная 1/4"", 11 мм', 'target_value_a': '11 мм', 'target_value_b': '7 мм'}]","{'source_singleton_pairs': 3, 'source_pairs_with_explicit_type': 3, 'observed_exact_product_types': 1, 'supported_product_type_profiles': 1}",False,independent_value,[],,,no_reliable_attribute_key
Строительство и ремонт,thread_size,different_value,0,,,0,[],16,16,0,1.0,2,2,0,1.0,2,0,rp_0c4eb4e2b5081ca926bad36d;rp_dbe1167366436f1566858621;rp_6dc31e128f97ed9fe0fb4f58,"1/2"" | м14x2.0мм | 1/2'",[],[],[],"{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_reliable_attribute_key
Товары для животных,breed,different_value,0,,,0,[],26,14,12,0.5384615384615384,2,2,0,1.0,2,0,rp_239aa9aba4fa1f79e63ac473;rp_0b967e1fb6c419b52babe34a;rp_994b28960840c58c7565c64d,чихуа-хуа | абиссинская | для любой породы,"[{'product_type': 'одежда для животных', 'normalized_product_type': 'одежда для животных', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_f2947968462b11b8145095fb', 'rp_8bd118cd0a72f740b98df8f5']}]",['одежда для животных'],"[{'source_pair_id': 'rp_f2947968462b11b8145095fb', 'product_type': 'одежда для животных', 'title_a': 'тузик / комбинезон зимний для кобеля ши-тцу', 'title_b': 'тузик комбинезон теплый для породы той-терьер миттельшнауцер кобель', 'target_value_a': 'той терьер миттельшнауцер', 'target_value_b': 'ши тцу'}, {'source_pair_id': 'rp_8bd118cd0a72f740b98df8f5', 'product_type': 'одежда для животных', 'title_a': 'тузик комбинезон гриффон теплый кобель в ассортименте (1 шт)', 'title_b': 'тузик комбинезон теплый для породы шарпей кобель', 'target_value_a': 'гриффон', 'target_value_b': 'шарпей'}]","{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 1}",False,independent_value,[],,,no_reliable_attribute_key
Товары для животных,product_line,different_value,0,Линейка,override,0,[],58,49,9,0.8448275862068966,5,4,1,0.8,5,0,rp_e0bb4ce6630d82440df58417;rp_2ad1289495193189c61a2a68;rp_d483d15236211a3d901abb68,"древесный, мелкие гранулы | preventive line gastrointestinal | clan",[],[],[],"{'source_singleton_pairs': 5, 'source_pairs_with_explicit_type': 4, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 0}",False,identity_value,['(?<!\\w)(?:модель|model|серия|series|линейка|line)(?!\\w)'],,,no_supported_product_type_profile
Товары для животных,scent,different_value,0,Аромат,override,3,"[{'attribute_key': 'аромат', 'support': 3}]",34,25,9,0.7352941176470589,5,5,0,1.0,4,1,rp_247c8563c38a98c103be2ea6;rp_8ac9c8b12d54fbf76bbd2c42;rp_b17cd587867d2e22615d441c,мимоза | зеленый чай | с ароматом сакуры,[],[],[],"{'source_singleton_pairs': 5, 'source_pairs_with_explicit_type': 1, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_supported_product_type_profile
Товары для животных,size_range,different_value,0,Диапазон размеров,override,2,"[{'attribute_key': 'размер животного', 'support': 2}, {'attribute_key': 'комплектация', 'support': 1}]",19,17,2,0.8947368421052632,3,3,0,1.0,3,0,rp_fcf15233b2fa7cef7006d0af;rp_ac875b759d425614ea5d133a;rp_bad361b9317a2ef4e4ab7c7b,28-40 см | 40-55 | l-xl,[],[],[],"{'source_singleton_pairs': 3, 'source_pairs_with_explicit_type': 3, 'observed_exact_product_types': 4, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_supported_product_type_profile
Товары для животных,target_age,different_value,0,Возраст животного,override,2,"[{'attribute_key': 'возраст животного', 'support': 2}]",101,80,21,0.7920792079207921,2,2,0,1.0,1,1,rp_e7ba8b4abaad0a2cc2bcd522;rp_239aa9aba4fa1f79e63ac473;rp_a673644d795c58085fcf77b1,взрослые; маленькие; пожилые | взрослые; маленькие | для маленьких,[],[],[],"{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_supported_product_type_profile
Хобби и творчество,design,different_value,0,,,0,[],7,7,0,1.0,4,4,0,1.0,3,1,rp_00dbf978c059570bb313c2a4;rp_cdb9161978d156a417bbd25c;rp_d2e184946b7b881466fa3ccb,"череп и кости | гатс, 05 | снеговичок","[{'product_type': 'трафарет', 'normalized_product_type': 'трафарет', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_6eecc494a75e51789ddfbb0e', 'rp_3c32054af49528c421d31ee8']}, {'product_type': 'трафарет для рисования', 'normalized_product_type': 'трафарет для рисования', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_6eecc494a75e51789ddfbb0e', 'rp_3c32054af49528c421d31ee8']}]","['трафарет', 'трафарет для рисования']","[{'source_pair_id': 'rp_6eecc494a75e51789ddfbb0e', 'product_type': 'трафарет', 'title_a': 'трафарет пластик ""розовый сад"" 13х14 см', 'title_b': 'no name трафарет пластик ""розы и шиповник"" 13х14 см', 'target_value_a': 'розовый сад', 'target_value_b': 'розы и шиповник'}, {'source_pair_id': 'rp_3c32054af49528c421d31ee8', 'product_type': 'трафарет', 'title_a': ""трафарет 'птица в розовом саду' 21х31 см"", 'title_b': 'не определен трафарет ""орнамент из цветов"" 21х31 см', 'target_value_a': 'орнамент из цветов', 'target_value_b': 'птица в розовом саду'}]","{'source_singleton_pairs': 4, 'source_pairs_with_explicit_type': 4, 'observed_exact_product_types': 5, 'supported_product_type_profiles': 2}",False,independent_value,[],,,no_reliable_attribute_key
Хобби и творчество,model_type,different_value,0,,,0,[],4,2,2,0.5,2,2,0,1.0,1,1,rp_b8c135fa4a43730b92d92016;rp_61bdb01b79e1aada63ceaf6b;rp_f87ed4aaefc8e8471cfd9a2d,деревянная модель | ударный вертолет ah-1w супер кобра | сборная модель военной техники,[],[],[],"{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_reliable_attribute_key
Хобби и творчество,packaging_contents,different_value,0,комплектация,dominant_singleton_evidence,4,"[{'attribute_key': 'комплектация', 'support': 4}]",4,4,0,1.0,2,2,0,1.0,2,0,rp_447e2582a1e3800fb8ff5a3f;rp_cb122f708766bd3975d47541;rp_da765a4fea50a9c7ebc28bd9,без клея в комплекте | товар в фабричной упаковке | крючок - 1 шт,[],[],[],"{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_supported_product_type_profile
Хобби и творчество,thickness,different_value,0,Толщина,static_pair_rule_mapping,0,[],11,11,0,1.0,3,3,0,1.0,3,0,rp_ca50faf5870220387a3286e8;rp_aeb71c6cd0bc320d3ddd9ad7;rp_7b0594bcbf6f738498632943,2 мм | 1 мм | 5 мм,[],[],[],"{'source_singleton_pairs': 3, 'source_pairs_with_explicit_type': 3, 'observed_exact_product_types': 3, 'supported_product_type_profiles': 0}",False,independent_value,[],,(?:г\s*/?\s*м\s*(?:2|²)|gsm),no_supported_product_type_profile
Электроника,compatibility,different_value,0,Совместимость,override,4,"[{'attribute_key': 'совместимость', 'support': 4}, {'attribute_key': 'производитель совместимого устройства', 'support': 1}, {'attribute_key': 'совместимость картриджа', 'support': 1}]",48,42,6,0.875,8,7,1,0.875,6,2,rp_d361cc9f7dffd91871e19001;rp_17e471249f9a32bd8cb633ff;rp_d0d68cb86e9cf6cc3756cd72,canon | asus rog phone 5 pro | okidata mc853/mc873,"[{'product_type': 'защитная пленка', 'normalized_product_type': 'защитная пленка', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_d2150d15163e652e50ff51bf', 'rp_a898e73accc35e88411f4588']}]",['защитная пленка'],"[{'source_pair_id': 'rp_d2150d15163e652e50ff51bf', 'product_type': 'защитная пленка', 'title_a': 'city-service / гидрогелевая защитная пленка samsung galaxy a22', 'title_b': 'гидрогелевая защитная пленка для samsung galaxy m22', 'target_value_a': 'samsung galaxy a22', 'target_value_b': 'samsung galaxy m22'}, {'source_pair_id': 'rp_a898e73accc35e88411f4588', 'product_type': 'защитная пленка', 'title_a': 'ademar / защитная матовая пленка для huawei p10 plus', 'title_b': 'защитная матовая пленка для itel s23+', 'target_value_a': 'huawei p10 plus', 'target_value_b': 'itel s23'}]","{'source_singleton_pairs': 8, 'source_pairs_with_explicit_type': 8, 'observed_exact_product_types': 8, 'supported_product_type_profiles': 1}",True,compatibility_value,[],,,semantic_review_required
Электроника,compatible_model,different_value,0,Совместимая модель,override,2,"[{'attribute_key': 'совместимая модель', 'support': 2}, {'attribute_key': 'совместимые модели', 'support': 2}, {'attribute_key': 'совместимость', 'support': 2}, {'attribute_key': 'совместимые модели телевизоров', 'support': 1}]",157,146,11,0.9299363057324841,33,31,2,0.9393939393939394,20,13,rp_10816c15573fe1c4817c6e9b;rp_2a7f4277f0aa8c741b82be1c;rp_510e223b9efb06c9029f4800,oppo a16 | honor 9 lite | swift 3 sf315-41 sf315-51g sf315-52g a315-22 a317-33 a315-56 a317-32 a315-23 a514-53,"[{'product_type': 'запчасть для мобильного устройства', 'normalized_product_type': 'запчасть для мобильного устройства', 'singleton_pair_support': 10, 'singleton_target_support': 10, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_59ddfdea831da3fda747eac9', 'rp_58cefab72b14ddddd0200930', 'rp_30989f24b22570204f358517', 'rp_5d604334fd9debd8698d99dc', 'rp_ef9ee1cb11b0c87b426e6709', 'rp_c604e8f9464515c9fc847e5d', 'rp_8913ca5c021d4e6f6ef73cac', 'rp_b1337d019216c20a9369ae2e']}, {'product_type': 'блок питания для ноутбука', 'normalized_product_type': 'блок питания для ноутбука', 'singleton_pair_support': 7, 'singleton_target_support': 6, 'singleton_target_probability': 0.8571428571428571, 'source_pair_ids': ['rp_d38ded807ffb0de22791c6e7', 'rp_021845eb42a11819e3100aef', 'rp_3c09ff78695675d4ea63e805', 'rp_27e1a1f13c4e2242456f04e7', 'rp_5c91397d44eaa02df6fb73fd', 'rp_650241ed8b444a6196a2eaed']}, {'product_type': 'пульт ду', 'normalized_product_type': 'пульт ду', 'singleton_pair_support': 5, 'singleton_target_support': 5, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_285958ef45ec3b53a255ed5c', 'rp_0d0bd1440787ab7dd01aa5a3', 'rp_54ad8883ea3a61b59109a895', 'rp_927458cf8c2d14b9c694067c', 'rp_1f4c08613dbcf44b0b0dc10f']}, {'product_type': 'аккумулятор для ноутбука', 'normalized_product_type': 'аккумулятор для ноутбука', 'singleton_pair_support': 5, 'singleton_target_support': 4, 'singleton_target_probability': 0.8, 'source_pair_ids': ['rp_2149a90a953554379573eb9b', 'rp_96df5f8bf96be269af855037', 'rp_a41850ffbc1cde184bc799b5', 'rp_5bb629ad539e2bb646daf3c5']}, {'product_type': 'клавиатура', 'normalized_product_type': 'клавиатура', 'singleton_pair_support': 3, 'singleton_target_support': 3, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_7dc207340c94200eda7e8afb', 'rp_165f50ca89c787424c54ad93', 'rp_2a9bfbdbb9b43466c69811c3']}, {'product_type': 'корпусный элемент ноутбука', 'normalized_product_type': 'корпусный элемент ноутбука', 'singleton_pair_support': 3, 'singleton_target_support': 3, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_7dc207340c94200eda7e8afb', 'rp_165f50ca89c787424c54ad93', 'rp_2a9bfbdbb9b43466c69811c3']}, {'product_type': 'запчасть для ноутбука', 'normalized_product_type': 'запчасть для ноутбука', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_93fcbe33de24705c9310e1d0', 'rp_3c593c29204dad3305df4534']}, {'product_type': 'шлейф матрицы', 'normalized_product_type': 'шлейф матрицы', 'singleton_pair_support': 2, 'singleton_target_support': 2, 'singleton_target_probability': 1.0, 'source_pair_ids': ['rp_93fcbe33de24705c9310e1d0', 'rp_3c593c29204dad3305df4534']}]","['запчасть для мобильного устройства', 'блок питания для ноутбука', 'пульт ду', 'аккумулятор для ноутбука', 'клавиатура', 'корпусный элемент ноутбука', 'запчасть для ноутбука', 'шлейф матрицы']","[{'source_pair_id': 'rp_59ddfdea831da3fda747eac9', 'product_type': 'запчасть для мобильного устройства', 'title_a': 'rocknparts камера фронтальная для huawei y6p', 'title_b': 'камера фронтальная (передняя) для huawei y6 2019', 'target_value_a': 'y6 2019', 'target_value_b': 'y6p'}, {'source_pair_id': 'rp_58cefab72b14ddddd0200930', 'product_type': 'запчасть для мобильного устройства', 'title_a': 'дисплей для смартфона samsung a127f, a12 nacho, в сборе с тачскрином черный', 'title_b': 'без бренда дисплей с тачскрином для samsung galaxy a72 (a725f) (черный) tft', 'target_value_a': 'samsung a127f a12 nacho', 'target_value_b': 'samsung galaxy a72 a725f'}, {'source_pair_id': 'rp_30989f24b22570204f358517', 'product_type': 'запчасть для мобильного устройства', 'title_a': 'без бренда держатель сим карты (sim лоток) для nokia 5.1 plus черный', 'title_b': 'держатель сим карты (sim лоток) для nokia 3.1 черный', 'target_value_a': 'nokia 3 1', 'target_value_b': 'nokia 5 1 plus'}, {'source_pair_id': 'rp_5d604334fd9debd8698d99dc', 'product_type': 'запчасть для мобильного устройства', 'title_a': 'рамка дисплея для xiaomi redmi note 8t черная ', 'title_b': 'promise mobile рамка дисплея для xiaomi redmi note 8 pro <черный>', 'target_value_a': 'redmi note 8 pro', 'target_value_b': 'redmi note 8t'}]","{'source_singleton_pairs': 33, 'source_pairs_with_explicit_type': 33, 'observed_exact_product_types': 12, 'supported_product_type_profiles': 8}",True,compatibility_value,[],,,semantic_review_required
Электроника,connector_type,different_value,0,,,1,"[{'attribute_key': 'коннектор 1', 'support': 1}]",39,34,5,0.8717948717948718,3,3,0,1.0,3,0,rp_8aa600b526fbca66b6ff434a;rp_09cc0e94f2be3bae4b2e4f74;rp_38511f97e7d082e019c87f98,"type-c type-c | mono jack 6,3 <-> mono jack 6,3 | 4.5x3.0мм",[],[],[],"{'source_singleton_pairs': 3, 'source_pairs_with_explicit_type': 3, 'observed_exact_product_types': 5, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_reliable_attribute_key
Электроника,memory_capacity,different_value,0,Объем памяти,override,1,"[{'attribute_key': 'объем одного модуля', 'support': 1}, {'attribute_key': 'объем памяти', 'support': 1}, {'attribute_key': 'емкость одного модуля', 'support': 1}, {'attribute_key': 'объем видеопамяти', 'support': 1}]",3,3,0,1.0,2,2,0,1.0,2,0,rp_1d5faa4f1c878e67e2561cbb;rp_1da44c695ac8ed8f8f0933b6;rp_1927c2649df654f0718d63d2,32 гб | 16 гб | 12 гб,[],[],[],"{'source_singleton_pairs': 2, 'source_pairs_with_explicit_type': 2, 'observed_exact_product_types': 2, 'supported_product_type_profiles': 0}",False,independent_value,[],,,no_supported_product_type_profile
