pattern,category,analogy_score,lexical_analogy,structure_analogy,target1_target,target1_pair,target1_title1,target1_title2,target1_numbers1,target1_numbers2,target1_codes1,target1_codes2,target1_s2_score,target1_catboost_score,target0_target,target0_title1,target0_pair,target0_title2,target0_numbers1,target0_numbers2,target0_codes1,target0_codes2,target0_s2_score,target0_catboost_score,manual_policy_verdict,manual_comment
memory_conflict,Автотовары,0.7910262203426773,0.8381820776238768,0.6495586484990791,1.0,[A] штатная магнитола teyes cc2 plus 4/64 hyundai santa fe 2 (2006-2012) || [B] штатная магнитола teyes spro plus 4/64 nissan qashqai 2 (2013-2021) f2 климат контроль тип-c,штатная магнитола teyes cc2 plus 4/64 hyundai santa fe 2 (2006-2012),штатная магнитола teyes spro plus 4/64 nissan qashqai 2 (2013-2021) f2 климат контроль тип-c,2 | 2006 | 2012 | 3 | 4 | 64 | 8 | 9,10 | 12 | 16 | 2 | 200 | 2013 | 2021 | 2100 | 300 | 4 | 64 | 8,1280x720 | 1474cc2plus49,ums512,0.015460946,0.011051151,0.0,"штатная магнитола teyes cc2l plus renault duster 1 2010-2015 / nissan terrano 3 2014-2022 9"", 1+16g","[A] штатная магнитола teyes cc2l plus renault duster 1 2010-2015 / nissan terrano 3 2014-2022 9"", 1+16g || [B] штатная магнитола teyes cc2l plus mitsubishi lancer 9 cs 2000-2010 9"" 1+16g","штатная магнитола teyes cc2l plus mitsubishi lancer 9 cs 2000-2010 9"" 1+16g",1 | 16 | 2010 | 2014 | 2015 | 2022 | 3 | 9,1 | 12 | 1280 | 15 | 16 | 1800 | 2000 | 2010 | 4 | 50 | 720 | 8.1 | 9,1280x720,uis8141e,0.136608,0.09234531,,
model_conflict,Обувь,0.991264208870775,0.9999999999999998,0.9650568354831011,1.0,[A] кроссовки dunks nike || [B] shoeslaboratory / кроссовки nike sb dunk,кроссовки dunks nike,shoeslaboratory / кроссовки nike sb dunk,1 | 2024 | 3 | 36 | 47,1 | 39 | 4 | 6,color2 | eur37,,0.06305103,0.0404724,0.0,кроссовки nike,"[A] кроссовки nike || [B] кроссовки nike air max, размер 42 eu, серый","кроссовки nike air max, размер 42 eu, серый",36 | 37,015 | 42,,cw4555015,0.10244918,0.12154503,,
model_conflict,Автотовары,0.9413719238462248,1.0000000000000002,0.7654876953848981,1.0,[A] фильтр топливный || [B] mahle/knecht фильтр топливный,фильтр топливный,mahle/knecht фильтр топливный,01182671 | 0461117010 | 0471117010 | 053600111707500 | 1 | 11015020 | 11170016300000 | 1117011630000 | 11170116300000 | 17224161 | 2415500 | 410030172 | 41117010 | 471117010 | 53401117075 | 534431117010 | 5361117075 | 536111707501 | 53611170756104 | 5602 | 6113 | 6501117075 | 70104068 | 75111117075 | 93047 | 93735,100040430893,111705073d | 111705073d1 | 120035rx | 6501117039b | 8220531sx | cs0162m | d5010477855 | difaт6113 | eko03328 | eko328 | f026402151 | fc62150 | fcp2426 | ff5470 | ff5785 | fg1066 | ft0461117010 | ft0471117010 | gb6482 | h563wk | kf3047pr | kf3047sp | kf3941pr | kfft0100010p | kfфt010002 | kfфт010001 | kfфт010003 | leo100044a | mf7005 | nf3511 | nf3551 | psp9401 | rg5361117075 | rl6141bd63 | sakurafc62150 | sk3045 | sn70440 | t12395001 | t12397009 | t6103 | ut5219l | vg1092080009 | vg1540080310 | wdk9401 | wdk999 | wk94020 | wp4160 | ws15003001 | ya00078643 | z34620 | zp3379fmb | дфт1901 | дфт19010471117010 | еко031 | еко0353 | т6113 | фт010003 | фт0461117010 | фт0471117010 | фт305480471117010 | фт30559,kl174,0.017587384,0.024170285,0.0,фильтр топливный,[A] фильтр топливный || [B] metaco фильтр топливный,metaco фильтр топливный,,100054905313 | 1030013,affm078 | milestaffm078,,0.04454855,0.027642405,,
model_conflict,Автотовары,0.8812021091503507,1.0,0.5248084366014029,1.0,[A] tmi tatsumi колодки тормозные tca1075 || [B] / колодки тормозные дисковые задние toyota,tmi tatsumi колодки тормозные tca1075,/ колодки тормозные дисковые задние toyota,0446504080 | 0446508030 | 0446521020 | 0446528510 | 0446533270 | 0446533280 | 0446533350 | 0446565020 | 0446565021,30 | 35 | 5,04465yzzea | tca1075,tca1053,0.043941207,0.04420651,0.0,partra колодки тормозные,"[A] partra колодки тормозные || [B] ween колодки тормозные дисковые, арт. 1511118","ween колодки тормозные дисковые, арт. 1511118",5,1511118 | 1593610,cx5,,0.11646592,0.1294228,,
model_conflict,Ювелирные изделия,0.8793759782818226,0.8654358818869773,0.9211962674663585,1.0,"[A] zoloto.gold кольцо золото красное 585 пробы || [B] zoloto.gold кольцо обручальное zoloto.gold, золото, 585 проба, размер 23.5",zoloto.gold кольцо золото красное 585 пробы,"zoloto.gold кольцо обручальное zoloto.gold, золото, 585 проба, размер 23.5",2.75 | 23 | 23.5 | 4.0 | 585,2.75 | 23.5 | 585,,,0.11019552,0.10029199,0.0,"zoloto.gold кольцо обручальное zoloto.gold, красное золото, 585 проба, размер 15.5","[A] zoloto.gold кольцо обручальное zoloto.gold, красное золото, 585 проба, размер 15.5 || [B] zoloto.gold кольцо золото красное 585 пробы",zoloto.gold кольцо золото красное 585 пробы,1.42 | 15.5 | 585,2.75 | 23 | 23.5 | 4.0 | 585,,,0.13750878,0.1253748,,
model_conflict,Автотовары,0.7925287860401007,0.7857461106851505,0.8128768121049511,1.0,"[A] metaco фильтр топливный арт. 1030126, 1 шт. || [B] фильтр топливный metaco 1030-078","metaco фильтр топливный арт. 1030126, 1 шт.",фильтр топливный metaco 1030-078,1 | 1030126 | 6987 | 77143 | 8450033130,078 | 1030 | 164 | 306 | 309,af27040 | an1173 | fa180 | fap2265 | gb95090 | gir04033 | glaf15 | ib771140 | lf1151 | ma1379 | nsii0019779745 | pf1794 | sb2436 | ta4100,,0.048768118,0.057964895,0.0,фильтр топливный,[A] фильтр топливный || [B] metaco фильтр топливный,metaco фильтр топливный,3111226050 | 3111226055,100054905313 | 1030013,hs110049 | kr1116f | patronhs110049,,0.026915088,0.022356298,,
model_conflict,Автотовары,0.7915842910483433,0.8381614343493069,0.6518528611454526,1.0,[A] bsg / колодки тормозные дисковые передние || [B] bsg колодки тормозные bsg 30-200-037,bsg / колодки тормозные дисковые передние,bsg колодки тормозные bsg 30-200-037,016 | 15 | 20 | 200,037 | 1 | 1815287 | 200 | 30 | 6987,bsg90200016,bk3w1109ja | ft23075 | nsii0012977260,0.030597227,0.040172003,0.0,колодки тормозные,[A] колодки тормозные || [B] колодки тормозные,колодки тормозные,3000048,19 | 47104 | 520 | 8,adr340211 | k0y13328za | kdy93328z9c | qf84600 | quattrofreniqf84600,,0.0129994545,0.008095387,,
model_conflict,Ювелирные изделия,0.7575054146293111,0.7514782381849644,0.7755869439623511,1.0,"[A] юверос кольцо серебряное обручальное мужское || [B] юверос кольцо обручальное юверос, серебро, 925 проба, родирование, размер 16, белый",юверос кольцо серебряное обручальное мужское,"юверос кольцо обручальное юверос, серебро, 925 проба, родирование, размер 16, белый",0 | 19 | 19.0 | 190 | 2022 | 3.68 | 925,16 | 2.92 | 925,,,0.11022404,0.121989034,0.0,юверос кольцо,"[A] юверос кольцо || [B] юверос кольцо обручальное юверос, комбинированное золото, 585 проба, размер 18.5","юверос кольцо обручальное юверос, комбинированное золото, 585 проба, размер 18.5",100307 | 17.5 | 5.17 | 585,18.5 | 585 | 7.92,,,0.23786068,0.4506572,,
model_conflict,Автотовары,0.7250048524367982,0.6800501532536463,0.8598689499862544,1.0,"[A] амортизатор подвески miles dg02229 || [B] miles амортизатор подвески, арт. dg00224-01",амортизатор подвески miles dg02229,"miles амортизатор подвески, арт. dg00224-01",1 | 100038232146,01 | 0344077 | 1 | 219667 | 365025 | 365501 | 665036 | 90236448 | 90272631 | 96208556 | 96226992,dg02229,dg0022401 | dm00205 | o22049lr,0.031580865,0.057348628,0.0,амортизатор подвески monroe g16767,[A] амортизатор подвески monroe g16767 || [B] амортизатор подвески monroe g16598,амортизатор подвески monroe g16598,1 | 100023956879,1 | 3212382,g16767,g16598,0.020466179,0.03226292,,
model_conflict,Автотовары,0.6972917679186572,0.7608655882434061,0.5065703069444104,1.0,"[A] aplus наконечник рулевой, арт. 25338ap, 1 шт. || [B] aplus / наконечник рулевой тяги перед прав","aplus наконечник рулевой, арт. 25338ap, 1 шт.",aplus / наконечник рулевой тяги перед прав,0801001 | 1 | 42789 | 6987 | 86942789,01747 | 07030741 | 09768 | 1130030182 | 1309209 | 23020515 | 24024 | 27 | 301191605430 | 325023220 | 3432901 | 35160200033 | 3802013 | 3844600480 | 4204545 | 42470 | 49401821 | 5033242 | 51341 | 51933 | 5710419 | 600741 | 690750 | 7 | 7030741 | 76905 | 83924024 | 83942470 | 840107610 | 850050151 | 9 | 91080451 | 917075 | 9951933,20201aa061 | 20201fa060 | 20201fa080 | 20204fe120 | 25338ap | aw1420250 | bu8402 | c9077 | goj708 | gom708 | grm14273 | n4237002 | nsii0022055695 | pse1758 | qf30d00056 | ru353l | ru708 | s58801 | skta1060428 | susb14935 | tef1721,0521ggr | 0521mz6r | 11103348r | 14aj355 | 14tr768 | 14tr804 | 151ce2357 | 15615ap | 22111ap | 4000115r | 460n10038z | 4rkf34738 | 5104504sx | 5171019asx | 777c32711 | a0248010 | a321162 | adm58740 | adm58760 | as3207 | asb42705 | asi05187 | ate0405r | aw1310518r | btr5093 | c16fdm0200 | c4098r | ce0462 | cemz41 | cemz41p | ctre2158 | dc17229 | degj32280m6 | dlzgj6e32280 | dra39505 | el1239 | et25631r | ff3u34312 | frx34760 | fs1134r | g11279 | g26a32280 | g26a32280a | gj6a32280 | gj6e32280 | gj6e32280a | gj6e32280map | gsp201153 | hqe0099r | j4833001 | jse0011r | jte7585 | k301095 | kat0927maz | ktr1316 | l50151 | ln10127 | m410a25 | m8070102 | ma701 | mdes2362 | me1631r | mtg055237 | mz330019r | mz711 | mza78559 | mzgj6e32280 | n1315 | n1a35355 | nu7se33974 | pq5100254 | ps1373r | ps21137 | q0350195 | q0350436 | qf33e00092 | qs0542hq | r8g26a32280 | re2701r | rema701r | rugj32280m6 | se141 | se1472 | se1631r | sgst2121 | skzmz019 | skzmz020 | sn2169 | sp32002 | ste11413ar | stgj6e32280 | su20114 | ta1971 | tec1744r | ti348r | tsp1162 | v329549 | z10923 | zvgj6e32280 | zzxv37220,0.027392205,0.037150353,0.0,moog наконечник рулевой тяги,[A] moog наконечник рулевой тяги || [B] наконечник рулевой тяги 53434,наконечник рулевой тяги 53434,1 | 100056306480,53434,voes8227,,0.08111578,0.06791719,,
model_conflict,Автотовары,0.6474246046058098,0.5704602281877971,0.8783177338598479,1.0,[A] filtron / фильтр воздушный filtron ap134 10 || [B] filtron фильтр воздушный арт. ap1347,filtron / фильтр воздушный filtron ap134 10,filtron фильтр воздушный арт. ap1347,00 | 0018 | 006 | 01092 | 0120 | 026 | 043 | 0460.2 | 0896 | 0998 | 1 | 10 | 10.0538 | 12 | 140 | 1500582 | 16 | 1682949680 | 1715042 | 180042410 | 18597 | 1975 | 20 | 20043 | 2061 | 2070 | 2294 | 2312 | 2343 | 25990 | 26 | 28 | 28.0002 | 3 | 30.688 | 3043 | 321 | 325 | 33 | 33006 | 34 | 3688 | 377 | 400 | 4002 | 4128 | 48538 | 50014568 | 54 | 60126 | 694 | 701007 | 7046 | 71 | 728700 | 801001290 | 8738,1000204 | 1090198 | 239 | 57 | 8200216005 | 8200399214 | 8200437229,33006lfpcsms | 7101092sx | a141769 | a1576 | a2500 | a25990 | a43001 | a63613 | adr162221 | afau133 | ap134 | ar11652pms | b13cr0068 | b13mr0140 | b2r067pr | bfa2463 | ca11652 | caf101106p | daf2061 | dfa0701 | dp1110 | e1104l | eaf3629 | eaf828 | elp9343 | f228801 | fa043s | fa1051 | fa194z | fai152 | la2070 | lf1975 | lfaf572 | lvfa1626 | ma3186 | maf3043 | md8738 | p523a | pa3613 | pa7785 | paf5469 | pf1961 | qfa0921 | r132t04 | v460896 | wa9754 | wg1019291 | wg1216183 | wg1700358 | wg2152157 | wg2206426 | wg2222276,1654600q2m | 1654600qar | 165460588r | 165469040r | 16546bc40a | 16546bn701 | 16546bn70a | 2232400qab | ap1347 | e147244,0.022369526,0.026357215,0.0,fenox фильтр воздушный арт. fai168,[A] fenox фильтр воздушный арт. fai168 || [B] фильтр воздушный fenox fai167,фильтр воздушный fenox fai167,169 | 186032 | 2 | 2811322051 | 282 | 58,3,fai168,fai167,0.07223081,0.055989694,,
model_conflict,Автотовары,0.6333850248712024,0.6190155976040415,0.6764933066726853,1.0,"[A] zimmermann колодки тормозные, арт. 243.9116.01 || [B] zimmermann / колодки тормозные дисковые","zimmermann колодки тормозные, арт. 243.9116.01",zimmermann / колодки тормозные дисковые,01 | 0252439116 | 1 | 1050232 | 10808208 | 121242 | 121501 | 12359 | 13046027152 | 1501225218 | 1511928 | 16658 | 179889 | 181758 | 181758700 | 191150 | 2121501 | 2135138 | 2207020 | 225218 | 243.9116 | 2439101 | 243911602 | 3000052 | 301804 | 325230 | 3363601910 | 350992 | 363702161165 | 363916060241 | 37532 | 50001875 | 5008801 | 50801 | 5502225218 | 55370 | 598804 | 6003330 | 6116731 | 670013 | 6987 | 70416100 | 71742853 | 71750033 | 7180 | 7779 | 811010566 | 8227020 | 8460 | 847281 | 84916658 | 9001131 | 9010602,00 | 0010188 | 0117 | 013 | 025 | 050 | 06 | 0773 | 08.35 | 1 | 10 | 1051362 | 12540 | 1391 | 1582 | 171 | 181949 | 2 | 20 | 202 | 22 | 221581 | 237 | 24458.170 | 24458.970 | 2445801 | 244581701 | 3017 | 301820 | 3421 | 355 | 365 | 51 | 510117 | 5502221581 | 555 | 598820 | 6 | 6118922 | 766 | 773 | 783 | 789.9 | 794 | 822 | 879 | 9,01784b | 05p1245 | 10808208a | 13046027152nsetms | 24510z | 402b0297 | 5581079j00 | 573288b | 573288ch | 573288j | 70416100p | 70416100x | 8db355012511 | adb31513 | adk84235 | adr380111 | akd9803 | b110963 | b1g10207742 | bb0351 | bbp1968 | bl2016a4 | bp12359 | bp1597 | bp3242 | bp43264 | bp6192 | bp8529 | bpd1181 | bpfi1020 | bs1545 | cbp31513 | d9044h | d9057m | d9057mh | dp1010100071 | e100163 | fbp1546 | fbp4024 | fdb1875 | fk10140 | fo926081 | ft29139 | gdb1673 | gdb1673zfr | ib153085 | j3608028 | j3608031 | jbp0372 | jq1013750 | kbp1968 | lp1966 | m2624391 | mbf015502 | md8527ms | mdb2797 | np9017 | nsin0020858493 | p11325 | p1315301 | p23105 | pa1706 | pa801af | pbp0160 | pbp1501 | pcp1278 | pf1058 | pf1519 | pf2402 | prp1224 | qp8059 | qp8059c | ra08460 | rb1758700 | rnz280 | s360i31 | sgbp2731 | skbp0010298 | spb242 | t1616 | tca1059 | tx1519 | v240102 | vbs1673ps | vkbp80185a | wbp24391a | x40959,402b0188 | aa0650 | adb114203 | bl2620a1 | bp12540 | bp3410 | bs1582 | c2b031abe | fbp1391 | fdb4259 | gdb1892 | gdb1892dte | mdb2879 | pp0117af | prp1446 | prp14463m | qp3703 | rb1949 | skbp0010188,0.02845153,0.033721153,0.0,колодки тормозные,[A] колодки тормозные || [B] partra колодки тормозные,partra колодки тормозные,1.6 | 11046152 | 11046952012 | 1605454 | 1605746 | 1605789 | 1605808 | 2.0 | 9007094 | 90398760 | 90399495 | 93192637 | 96253383 | 96281937 | 96281939 | 96319060 | 96349060 | 96391891 | 96405129 | 96405130 | 96495227 | 96534655 | 97,5,d96253382 | d96281937 | pbp1116 | pbp1369 | pbp1905 | s4510005 | s4510011 | s4510019,cx5,0.19796705,0.088230096,,
model_conflict,Ювелирные изделия,0.6294797093921269,0.5116860286830954,0.9828607515192214,1.0,"[A] серьги из белого золота diamant 52-120-01945-1, фианит || [B] diamant, серьги из белого золота с бриллиантами, 52-220-02092-1, декоративные, 585 проба","серьги из белого золота diamant 52-120-01945-1, фианит","diamant, серьги из белого золота с бриллиантами, 52-220-02092-1, декоративные, 585 проба",0 | 01945 | 1 | 100059793931 | 120 | 2.25 | 52 | 585,0.197 | 0.26 | 0.90 | 02092 | 1 | 1.00 | 1.6 | 12 | 17 | 2 | 2.47 | 220 | 3 | 4 | 42 | 52 | 57 | 585 | 6 | 7 | 9,,7х4х16 | кр57 | кр570,0.009487696,0.017380606,0.0,"кольцо из серебра р. 20 diamant 93-310-01601-1, перламутр","[A] кольцо из серебра р. 20 diamant 93-310-01601-1, перламутр || [B] diamant, кольцо из золочёного серебра с перламутром, 93-310-01602-1, 925 проба","diamant, кольцо из золочёного серебра с перламутром, 93-310-01602-1, 925 проба",0 | 01601 | 1 | 100048675185 | 2.74 | 20 | 310 | 925 | 93,01602 | 1 | 12 | 17 | 2.1 | 3 | 3.23 | 310 | 5.401 | 6 | 925 | 93,,4х21х14,0.26139936,0.17883769,,
model_conflict,Ювелирные изделия,0.6097035233955311,0.5401013493583502,0.8185100455070741,1.0,"[A] яхонт кольцо яхонт, золото, 585 проба, фианит, размер 17.5, бесцветный || [B] яхонт золотой кольцо золото красное 585 пробы","яхонт кольцо яхонт, золото, 585 проба, фианит, размер 17.5, бесцветный",яхонт золотой кольцо золото красное 585 пробы,0.95 | 17.5 | 47974 | 585,0.9 | 15.5 | 2024 | 4797400155 | 585,,,0.031376675,0.032780293,0.0,"кольцо обручальное из красного золота р. 19,5 яхонт ювелирный 149273","[A] кольцо обручальное из красного золота р. 19,5 яхонт ювелирный 149273 || [B] яхонт ювелирный кольцо из золота с алмазной гранью арт. 149273",яхонт ювелирный кольцо из золота с алмазной гранью арт. 149273,0 | 1.34 | 100058010017 | 149273 | 19.5 | 585,1.75 | 149273 | 1492730022 | 2023 | 22 | 585,,,0.870883,0.8460265,,
model_conflict,Автотовары,0.5858837590757917,0.5372129613189643,0.7318961523462739,1.0,[A] колодки тормозные дисковые задние lynxauto bd7602 || [B] колодки тормозные lynxauto bd7611,колодки тормозные дисковые задние lynxauto bd7602,колодки тормозные lynxauto bd7611,0 | 017 | 02 | 040 | 04466 | 0446614090 | 0446614100 | 0446622120 | 04492 | 0986495330 | 110 | 1142 | 1147 | 120 | 14010 | 14030 | 14080 | 14081 | 14090 | 14100 | 14110 | 14120 | 14130 | 2000401 | 206 | 2104 | 22020 | 22030 | 22040 | 22041 | 22042 | 22043 | 22050 | 22060 | 22070 | 22080 | 22090 | 22100 | 22101 | 22110 | 22111 | 22120 | 22121 | 22130 | 22131 | 22140 | 22141 | 224521 | 30010 | 30080 | 30100 | 30101 | 30102 | 30110 | 30111 | 30120 | 30130 | 36626 | 40010 | 40020 | 40030 | 4117 | 460 | 51 | 51206 | 83 | 9412 | 986,1.385 | 1149 | 144.4 | 15.5 | 1991 | 1997 | 46 | 600002809698 | 7611,04466yzzc1 | adb0388 | adb0388hd | adt34221 | akd1147 | an227k | an227ke | av914 | bb0118 | bd7602 | bs2104 | ckt110 | ckt120 | d2042 | d2062 | dbp477 | dfp872 | fdb477 | gdb777 | gdb872 | gk1133 | hn142c | j3612006 | jbp0218 | lp577 | ms1142 | np1046 | pf1142c | pn1142 | pp206af | sn764 | sp1123 | t361a06 | tabp2187,adb0923 | akd1149 | bd7611 | cd2102 | sn641,0.035797156,0.04458024,0.0,колодки тормозные ctr ckvw9,[A] колодки тормозные ctr ckvw9 || [B] тормозные колодки ctr ckvo9,тормозные колодки ctr ckvo9,272343 | 2723435 | 272370 | 2723700 | 2723708 | 31262795 | 312627950,,ckvw9 | gk1236,ckvo9,0.2661496,0.12716012,,
model_conflict,Автотовары,0.574194190505948,0.43513192431006253,0.9913809890936043,1.0,[A] амортизатор || [B] dynamatrix амортизатор,амортизатор,dynamatrix амортизатор,,100056038129,e62103za0b | e6210je21b | e6210je21c | k3501659g | обнп00000000000000102353,dsa341279,0.019650677,0.030905202,0.0,амортизатор,[A] амортизатор || [B] mando амортизатор,mando амортизатор,1207444 | 1209717 | 1231001 | 1233564,1 | 100056269997,2n1118008aa | 2n1118008ab | 2n1118008ac | 2n1118008ad | kt073570,mss016842,0.01750978,0.024173854,,
model_conflict,Автотовары,0.5229634070224464,0.5135048376554884,0.5513391151233202,1.0,[A] тормозной диск zekkert bs-5831 || [B] диск тормозной brembo 09944711,тормозной диск zekkert bs-5831,диск тормозной brembo 09944711,5831,09944711 | 1 | 600002712763,bs5831,,0.020623375,0.036233336,0.0,krauf суппорт тормозной,[A] krauf суппорт тормозной || [B] суппорт тормозной,суппорт тормозной,100040370823,2147268,bnz1141zw,1j0615424b | 8n0615424a,0.02008915,0.022613596,,
model_conflict,Автотовары,0.5069563020426213,0.4914830692248496,0.5533760004959363,1.0,[A] kiwix / автоэмаль peugeot 9s gris cool silver 20 мл || [B] ремонт сколов кузова (подкраска) peugeot 9p gris shark 20 мл,kiwix / автоэмаль peugeot 9s gris cool silver 20 мл,ремонт сколов кузова (подкраска) peugeot 9p gris shark 20 мл,10 | 20 | 30 | 4,20,9s041257k,9p041224k,0.026512064,0.030127555,0.0,/ чехлы на сиденья пежо 206 (peugeot 206) с 1998-2008г.,[A] / чехлы на сиденья пежо 206 (peugeot 206) с 1998-2008г. || [B] чехлы на сиденья пежо 206 (peugeot 206) с 1998-2008г.,чехлы на сиденья пежо 206 (peugeot 206) с 1998-2008г.,13 | 1998 | 206 | 4 | 50 | 70,0101 | 1 | 1998 | 206,19982008г,19982008г | avtolider1 | pg210101kk1 | кк1,0.49316102,0.5883729,,
model_conflict,Обувь,0.49665242311381463,0.4461389969404648,0.6481927016338641,1.0,[A] chicshoes / adidas campus 00s || [B] кроссовки adidas campus,chicshoes / adidas campus 00s,кроссовки adidas campus,41 | 6,1 | 2024 | 218 | 28 | 3 | 30 | 44,,campus2183,0.012145201,0.009169049,0.0,кроссовки adidas adidas,[A] кроссовки adidas adidas || [B] кроссовки женские adidas performance ad541a28c белые 44 2/3 eu,кроссовки женские adidas performance ad541a28c белые 44 2/3 eu,22 | 23 | 23.5 | 24 | 24.5 | 25.5 | 26 | 26.5 | 27 | 28 | 41 | 5,2 | 3 | 43.5 | 44 | 600016062031,,ad541a28c | zalad541a28ca130100000,0.2934366,0.26119742,,
model_conflict,Мебель,0.48687385745383677,0.5228146817729036,0.3790513844966364,1.0,"[A] комплект teymi 3 в 1: тумба helmi 85 дуб крафт/графит + раковина solli 51 накладная + смеситель diadonna высокий, черный матовый f07101 || [B] teymi / тумба helmi 85 дуб/графит + раковина + смеситель f07109","комплект teymi 3 в 1: тумба helmi 85 дуб крафт/графит + раковина solli 51 накладная + смеситель diadonna высокий, черный матовый f07101",teymi / тумба helmi 85 дуб/графит + раковина + смеситель f07109,1 | 1215323 | 3 | 46 | 47 | 51 | 6885021526 | 85,4.5 | 46 | 85 | 850,f07101,f07109,0.016155977,0.017886302,0.0,teymi комплект teymi: тумба nura 70 дуб эврика/графит матовый + раковина helmi mini 24 f03503,[A] teymi комплект teymi: тумба nura 70 дуб эврика/графит матовый + раковина helmi mini 24 f03503 || [B] комплект teymi: тумба ritta 65 дуб эврика/графит матовый + раковина helmi mini 24 f03353,комплект teymi: тумба ritta 65 дуб эврика/графит матовый + раковина helmi mini 24 f03353,24 | 45 | 600015387515 | 62 | 70,1211576 | 2 | 24 | 45 | 51.6 | 65 | 6897660580,f03503,f03353,0.03077735,0.034754083,,
model_conflict,Ювелирные изделия,0.45952591747491733,0.47691378859737055,0.4073623041075577,1.0,"[A] серьги кольца / золото 585 / серьги конго из золота / золотые серьги / круглые золотые серьги || [B] diamant online серьги конго diamant online, золото, 585 проба",серьги кольца / золото 585 / серьги конго из золота / золотые серьги / круглые золотые серьги,"diamant online серьги конго diamant online, золото, 585 проба",1.1 | 140004 | 2.26 | 4 | 585,2.27 | 585,,,0.2881168,0.27892688,0.0,серьги из красного золота,[A] серьги из красного золота || [B] серьги из красного золота 585gold 402004417,серьги из красного золота 585gold 402004417,0.26 | 00000 | 000013125 | 0000532171 | 0001 | 005 | 01 | 02 | 095439 | 1 | 12 | 17 | 2 | 2.548 | 2022 | 4 | 57 | 585 | 6 | 7 | 9,0 | 100055191606 | 2.00 | 375 | 402004417 | 4300141360,кр17 | кр57 | кр570,585gold,0.025210593,0.018462488,,
numeric_or_unit_conflict,Ювелирные изделия,0.999193929377068,1.0000000000000018,0.9967757175082668,1.0,"[A] sokolov, кольцо из серебра с жемчугом и фианитами, 92014447, 925 проба || [B] sokolov кольцо sokolov, серебро, 925 проба, родирование, жемчуг пресноводный культивированный, фианит, размер 19","sokolov, кольцо из серебра с жемчугом и фианитами, 92014447, 925 проба","sokolov кольцо sokolov, серебро, 925 проба, родирование, жемчуг пресноводный культивированный, фианит, размер 19",12 | 19 | 2.79 | 3 | 3.419 | 6 | 92014447 | 925,1 | 1.50 | 19 | 2 | 2.50 | 2.663 | 8.00 | 925,,,0.19316655,0.35133514,0.0,"sokolov кольцо sokolov, серебро, 925 проба, родирование, жемчуг пресноводный культивированный, фианит, размер 18","[A] sokolov кольцо sokolov, серебро, 925 проба, родирование, жемчуг пресноводный культивированный, фианит, размер 18 || [B] sokolov, кольцо из серебра с жемчугом и фианитами, 92014447, 925 проба","sokolov, кольцо из серебра с жемчугом и фианитами, 92014447, 925 проба",1 | 1.50 | 18 | 2 | 2.50 | 2.663 | 8.00 | 925,12 | 19 | 2.79 | 3 | 3.419 | 6 | 92014447 | 925,,,0.1366477,0.17883253,,
numeric_or_unit_conflict,Ювелирные изделия,0.9949332349889078,1.0000000000000018,0.979732939955626,1.0,"[A] sokolov, кольцо из серебра с фианитами, 94013657, 925 проба || [B] sokolov кольцо sokolov, серебро, 925 проба, родирование, фианит, размер 19","sokolov, кольцо из серебра с фианитами, 94013657, 925 проба","sokolov кольцо sokolov, серебро, 925 проба, родирование, фианит, размер 19",0.068 | 1.1 | 1.36 | 12 | 19 | 3 | 6 | 925 | 94013657,1 | 1.00 | 1.25 | 1.303 | 19 | 6 | 925,6х3х11,,0.34859943,0.32470906,0.0,"sokolov кольцо sokolov, серебро, 925 проба, родирование, фианит, размер 21","[A] sokolov кольцо sokolov, серебро, 925 проба, родирование, фианит, размер 21 || [B] sokolov, кольцо из серебра с фианитами, 94013850-9, 925 проба","sokolov, кольцо из серебра с фианитами, 94013850-9, 925 проба",21 | 3.00 | 3.603 | 925,12 | 18 | 3 | 3.15 | 3.412 | 6 | 9 | 925 | 94013850,,,0.12938686,0.1411146,,
numeric_or_unit_conflict,Ювелирные изделия,0.9898215276411639,0.9999999999999999,0.9592861105646561,1.0,"[A] zoloto.gold кольцо обручальное плоское унисекс из красного золота 585 пробы, ширина - 4 мм. || [B] zoloto.gold кольцо обручальное zoloto.gold, золото, 585 проба, размер 17.5","zoloto.gold кольцо обручальное плоское унисекс из красного золота 585 пробы, ширина - 4 мм.","zoloto.gold кольцо обручальное zoloto.gold, золото, 585 проба, размер 17.5",1.95 | 17 | 224000 | 4 | 585,17.5 | 2.17 | 585,22400017z,,0.17470886,0.26957396,0.0,"zoloto.gold кольцо обручальное zoloto.gold, красное золото, 585 проба, размер 19.5","[A] zoloto.gold кольцо обручальное zoloto.gold, красное золото, 585 проба, размер 19.5 || [B] zoloto.gold кольцо широкое плоское обручальное  из красного золота 585 пробы, ширина - 6 мм.","zoloto.gold кольцо широкое плоское обручальное  из красного золота 585 пробы, ширина - 6 мм.",1.71 | 19.5 | 585,21 | 226000 | 3.99 | 585 | 6,,22600021z,0.15442216,0.22742414,,
