coefficient,rule_id,canonical_rule,relation,rule_role,global_support,discovery_effect_class,scope_candidate_frozen
-0.07230700399577662,rule_3f2d032cecd32a8a,protection_category has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
0.12420902328517842,rule_3f5f4866b3e54a8e,induction_compatible has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
-0.2782583904686176,rule_3f6ced35114680fe,design_shape has different explicit values,different_value,RULE_CANDIDATE,13,UNCERTAIN,UNCERTAIN
-0.24319244779187785,rule_3f73f201f71d225f,shaft_height has different explicit values,different_value,RULE_CANDIDATE,52,NEGATIVE,CATEGORY_SPECIFIC
0.2306433895642912,rule_3f7c01aa1a19bb02,pillowcase_closure is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,20,UNCERTAIN,UNCERTAIN
-0.6205246910033129,rule_4027fb60fec7ff28,target_surface has different explicit values,different_value,RULE_CANDIDATE,102,NEGATIVE,CATEGORY_SPECIFIC
-0.3878594259383458,rule_4115e9f764c72eb6,compatible_printer_series has different explicit values,different_value,RULE_CANDIDATE,16,UNCERTAIN,CATEGORY_SPECIFIC
-0.956309913517504,rule_4121b1f0e222be12,orientation has different explicit values,different_value,RULE_CANDIDATE,147,NEGATIVE,CATEGORY_SPECIFIC
-1.2999875265780119,rule_4137453645248326,instrument_size has different explicit values,different_value,RULE_CANDIDATE,66,NEGATIVE,CATEGORY_SPECIFIC
-0.4637301237472537,rule_413ccd91780083b0,pencil_type has different explicit values,different_value,RULE_CANDIDATE,14,UNCERTAIN,UNCERTAIN
0.03171445357099692,rule_419d66874f9897f5,pickup is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,14,UNCERTAIN,UNCERTAIN
0.6895444591708791,rule_41ab1454c3770950,storage_temp_min has different explicit values,different_value,RULE_CANDIDATE,47,POSITIVE,CATEGORY_SPECIFIC
-0.6005348447732595,rule_41b906e676d3cda0,tire_width has different explicit values,different_value,RULE_CANDIDATE,123,NEGATIVE,CATEGORY_SPECIFIC
-0.2923596779500354,rule_41dc538518e0515b,target_condition has different explicit values,different_value,RULE_CANDIDATE,27,UNCERTAIN,UNCERTAIN
-0.8682921038102636,rule_41eac3b0dcec95a9,sleeping_width has different explicit values,different_value,RULE_CANDIDATE,136,NEGATIVE,CATEGORY_SPECIFIC
-0.16387136222121462,rule_421c5d2ea1a52cc1,scent_notes is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,10,UNCERTAIN,UNCERTAIN
0.7780501553917586,rule_4284e7d4c677fbbe,plating_color has different explicit values,different_value,RULE_CANDIDATE,14,UNCERTAIN,CATEGORY_SPECIFIC
-0.15472530673938475,rule_4293adb9b42af045,included_peripherals has different explicit values,different_value,RULE_CANDIDATE,26,NEGATIVE,CATEGORY_SPECIFIC
-0.2777329734071581,rule_42967d26f8e5e844,color has conflicting title/attribute sources,conflicting_sources,REVIEW_BEFORE_USE,205,UNCERTAIN,CATEGORY_SPECIFIC
-0.7132588130045869,rule_42e8b6d746fbfa8e,pattern_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,27,NEGATIVE,CATEGORY_SPECIFIC
-0.15257060039978862,rule_4306b54e3bcaf709,fragrance_family is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,27,UNCERTAIN,UNCERTAIN
-0.6291386030544569,rule_432236a91dfc0b97,print_subject has different explicit values,different_value,RULE_CANDIDATE,13,UNCERTAIN,CATEGORY_SPECIFIC
-0.16763524537886895,rule_4350f8581bb2062f,special_needs has different explicit values,different_value,RULE_CANDIDATE,33,UNCERTAIN,UNCERTAIN
0.34719397364684285,rule_4363c79ab09b7d6a,composition has different explicit values,different_value,RULE_CANDIDATE,75,UNCERTAIN,CATEGORY_SPECIFIC
-0.5194325658971752,rule_43a975684b078e56,hair_type has different explicit values,different_value,RULE_CANDIDATE,27,UNCERTAIN,UNCERTAIN
-1.2868816309002484,rule_43e773fb47a2bb7c,custom_name has different explicit values,different_value,RULE_CANDIDATE,34,NEGATIVE,CATEGORY_SPECIFIC
-0.22602829137015898,rule_43ee582f853925e4,sole_height has different explicit values,different_value,RULE_CANDIDATE,179,NEGATIVE,CATEGORY_SPECIFIC
-0.2531472225811923,rule_43f0465de6c57b0e,door_count has different explicit values,different_value,RULE_CANDIDATE,11,UNCERTAIN,UNCERTAIN
0.15652353973994057,rule_447d700a3f02c1b0,operating_system is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,23,UNCERTAIN,UNCERTAIN
0.2905429979760958,rule_447fa06959d28600,bristle_material is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,29,UNCERTAIN,UNCERTAIN
0.034774259951150785,rule_44c24df984b61615,primary_effect has different explicit values,different_value,RULE_CANDIDATE,82,POSITIVE,CATEGORY_SPECIFIC
0.3776735105203221,rule_44c4b42ce8f7dbc8,warranty_period has different explicit values,different_value,RULE_CANDIDATE,829,POSITIVE,GLOBAL_WITH_EXCEPTIONS
-0.21711802859863388,rule_44d5cb7263890dfe,position is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,44,UNCERTAIN,UNCERTAIN
-0.365726915534547,rule_44d8c4fb621cd0b5,frame_type has different explicit values,different_value,RULE_CANDIDATE,45,NEGATIVE,CATEGORY_SPECIFIC
0.06921884906643169,rule_44f5f389a53032b0,wear_mode has different explicit values,different_value,RULE_CANDIDATE,50,UNCERTAIN,UNCERTAIN
-0.3626663363404259,rule_4541792944bd267d,compatible_printer_brand has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
-0.318599820028998,rule_454eb0c8173ee8ad,volume_capacity has different explicit values,different_value,RULE_CANDIDATE,25,UNCERTAIN,UNCERTAIN
-0.6706286955420757,rule_4566586a3da82fcd,scent_profile has different explicit values,different_value,RULE_CANDIDATE,14,UNCERTAIN,UNCERTAIN
-0.05924067842678939,rule_4575efe8e2b8afc3,sleeping_length has different explicit values,different_value,RULE_CANDIDATE,93,NEGATIVE,CATEGORY_SPECIFIC
0.32427895357863573,rule_45bc5928fd911159,seat_height is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,47,UNCERTAIN,UNCERTAIN
-0.03377153197273842,rule_45e6720e164f167f,size is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,199,UNCERTAIN,HETEROGENEOUS
0.3600280538685251,rule_4631ed2f7e4d5eb0,assembly_state is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,46,UNCERTAIN,CATEGORY_SPECIFIC
-0.05618781274158151,rule_46a4bcf322e4f27b,product_format has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
-0.06902371574823632,rule_46bcf56f8aff06d8,collar_type has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
0.14306275523749534,rule_46fc57fe3eaa6e61,target_breed_size is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,12,UNCERTAIN,UNCERTAIN
-0.6958688286832367,rule_4722dce4222c6776,color_shade has different explicit values,different_value,RULE_CANDIDATE,13,UNCERTAIN,UNCERTAIN
0.10582762067550815,rule_47882b27ca823740,offset_et has different explicit values,different_value,RULE_CANDIDATE,15,UNCERTAIN,UNCERTAIN
0.10149866106190314,rule_47c455561a268994,installation_type has different explicit values,different_value,RULE_CANDIDATE,35,UNCERTAIN,UNCERTAIN
0.5830862732876673,rule_47d13cbab80f8a54,hook_count is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,17,UNCERTAIN,UNCERTAIN
0.03198843379549723,rule_47eafbf6ea87aa81,compartment_count has different explicit values,different_value,RULE_CANDIDATE,40,UNCERTAIN,UNCERTAIN
-1.0346172838220333,rule_48229d5cb91d22b4,leash_length has different explicit values,different_value,RULE_CANDIDATE,32,NEGATIVE,CATEGORY_SPECIFIC
0.1380982996721292,rule_4850469915cbcac8,cut_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,16,UNCERTAIN,UNCERTAIN
0.0040337182142987545,rule_48698b7fa5e58adc,android_version has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
-0.5544068559422497,rule_4872d506919ac7ed,water_resistance has different explicit values,different_value,RULE_CANDIDATE,352,NEGATIVE,CATEGORY_SPECIFIC
0.18072806077284412,rule_48cc4a8939c72619,target_hair_type has a subset or specificity difference,specificity_difference,RULE_CANDIDATE,11,UNCERTAIN,UNCERTAIN
-0.10664887628404952,rule_48d4784dd336ac13,refresh_rate has different explicit values,different_value,RULE_CANDIDATE,31,UNCERTAIN,UNCERTAIN
-0.16014217158566244,rule_49451f08d3e68799,uv_filter is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,12,UNCERTAIN,UNCERTAIN
0.26405097775720904,rule_4989bdb4b4ad5015,room_assignment has different explicit values,different_value,RULE_CANDIDATE,58,UNCERTAIN,UNCERTAIN
-0.20227692826557145,rule_49da43a4007fda7c,bead_shape is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,39,UNCERTAIN,UNCERTAIN
-0.7957165601911409,rule_4a4db8f28bdd9dc0,battery_capacity has different explicit values,different_value,RULE_CANDIDATE,150,NEGATIVE,CATEGORY_SPECIFIC
-0.2971010032687508,rule_4a6571d9a1ea6487,length is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,407,UNCERTAIN,CATEGORY_SPECIFIC
-0.5186887468352411,rule_4a9f4289560ea77d,internal_configuration has different explicit values,different_value,RULE_CANDIDATE,47,NEGATIVE,CATEGORY_SPECIFIC
-1.3904760108214382,rule_4aa0f48b79ae60d8,color has different explicit values,different_value,RULE_CANDIDATE,12159,NEGATIVE,GLOBAL
0.052663233462126244,rule_4b1b2dcd7426d7b4,backpack_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,12,UNCERTAIN,UNCERTAIN
0.010374911001994213,rule_4b1c8b0011e1fcce,bolt_pattern has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
0.039754638403628265,rule_4b4d37fdd6d17e61,gold_purity is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,10,UNCERTAIN,UNCERTAIN
-0.448545201708775,rule_4b5882d17abe6f84,color has a subset or specificity difference,specificity_difference,RULE_CANDIDATE,53,UNCERTAIN,UNCERTAIN
-0.14888324102462663,rule_4b80e780a9e4c111,case_included has different explicit values,different_value,RULE_CANDIDATE,14,UNCERTAIN,UNCERTAIN
0.15889770074320267,rule_4b9cac139162df26,design_style has different explicit values,different_value,RULE_CANDIDATE,197,UNCERTAIN,UNCERTAIN
-0.09994823376084117,rule_4c1505e41c8e2f42,filling_type has different explicit values,different_value,RULE_CANDIDATE,57,UNCERTAIN,UNCERTAIN
-0.19639760145070354,rule_4c48871802603e2b,door_mechanism has different explicit values,different_value,RULE_CANDIDATE,15,UNCERTAIN,UNCERTAIN
0.2396846500431989,rule_4c5a1ceb6572e1de,model_compatibility has a subset or specificity difference,specificity_difference,RULE_CANDIDATE,14,UNCERTAIN,UNCERTAIN
-0.0008620529519926801,rule_4c5ccea4eeef220a,case_shape has different explicit values,different_value,RULE_CANDIDATE,40,UNCERTAIN,UNCERTAIN
0.21315458364307033,rule_4c99c0bd4e59cad9,manufacturer_country is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
-0.37250125227070563,rule_4cad5de48848b7a2,focal_length has different explicit values,different_value,RULE_CANDIDATE,15,UNCERTAIN,UNCERTAIN
0.35134968840366504,rule_4cce66d97c65a664,blade_material is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,22,POSITIVE,UNCERTAIN
-0.47881381890884,rule_4d2edc7f17d132df,tabletop_color has different explicit values,different_value,RULE_CANDIDATE,20,UNCERTAIN,UNCERTAIN
0.01306372567068293,rule_4d2ee85a5b7feabd,cocoa_content has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
-0.01266249741027192,rule_4d3810ba257743f0,purity_mark is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,11,UNCERTAIN,UNCERTAIN
0.24326340412541275,rule_4d6aaae0ecc6be62,marker_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
-0.013416802685299654,rule_4d76b56c48600d4e,ingredients_composition has different explicit values,different_value,RULE_CANDIDATE,14,UNCERTAIN,UNCERTAIN
-0.2886594365932254,rule_4d974d2cf8cb55aa,sport_purpose is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,75,NEGATIVE,UNCERTAIN
-0.17720349998229012,rule_4dadc5363cb2a0bc,seller_sku is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,11,UNCERTAIN,UNCERTAIN
0.6253271149983723,rule_4daeb6e491ab4225,charging_time has different explicit values,different_value,RULE_CANDIDATE,19,UNCERTAIN,CATEGORY_SPECIFIC
-1.627850920694541,rule_4deadb4b65365dba,volume has different explicit values,different_value,RULE_CANDIDATE,920,NEGATIVE,GLOBAL
0.8146202847316775,rule_4e0c172d9afcb828,package_dimensions has different explicit values,different_value,RULE_CANDIDATE,302,POSITIVE,GLOBAL
-0.12312586475503241,rule_4e3d66e43891a9f1,packaging_type has different explicit values,different_value,RULE_CANDIDATE,585,UNCERTAIN,HETEROGENEOUS
0.15286243419682344,rule_4e73fda53f580102,display_type has different explicit values,different_value,RULE_CANDIDATE,13,UNCERTAIN,UNCERTAIN
-0.5640283299613663,rule_4e919e0e0c232ecc,connector_type has different explicit values,different_value,RULE_CANDIDATE,42,NEGATIVE,UNCERTAIN
0.46888591309425065,rule_4edc8f03cf9ba16e,volume_capacity is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,29,POSITIVE,UNCERTAIN
0.06892246737586195,rule_4f236c3c28529d01,package_height is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,22,UNCERTAIN,UNCERTAIN
-0.805645594562864,rule_4f26ba1e2c457371,processor_model has different explicit values,different_value,RULE_CANDIDATE,351,NEGATIVE,CATEGORY_SPECIFIC
-0.10924438051607763,rule_4f482a12056c0733,strand_count is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
-0.05471787539445541,rule_4f63f92c6a73f601,size_us is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,46,UNCERTAIN,UNCERTAIN
-0.21025818610248279,rule_4f7a6e2c71e8b1ca,sole_height is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,90,UNCERTAIN,UNCERTAIN
0.34078907236601264,rule_4fa7e6a81d297b85,warranty is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,19,UNCERTAIN,UNCERTAIN
-0.6392613442304106,rule_4fc25daf8c1bf599,fruit_type has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,CATEGORY_SPECIFIC
0.31470157995201226,rule_4fc67f5fd54da86d,toy_type has different explicit values,different_value,RULE_CANDIDATE,32,UNCERTAIN,UNCERTAIN
0.2997911993865488,rule_4fdf27956d0b1043,product_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,326,POSITIVE,GLOBAL
0.08378116767331376,rule_500720dc3dbc47f4,collection is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,530,POSITIVE,CATEGORY_SPECIFIC
-0.05377029920829261,rule_50cad9d9096c5e6f,faucet_type has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
-0.1365287375996479,rule_50eddab36a1175c1,glass_thickness has different explicit values,different_value,RULE_CANDIDATE,11,UNCERTAIN,UNCERTAIN
-0.7197430858154131,rule_5118c4743358329b,size_length has different explicit values,different_value,RULE_CANDIDATE,30,NEGATIVE,UNCERTAIN
-0.5632825025121073,rule_511c0e70bd0f5278,bristle_material has different explicit values,different_value,RULE_CANDIDATE,22,NEGATIVE,CATEGORY_SPECIFIC
-0.4233675428934653,rule_51254a71ace09ff7,objective_diameter has different explicit values,different_value,RULE_CANDIDATE,18,UNCERTAIN,UNCERTAIN
0.03342619811931716,rule_513b9c4f0458cb28,breaking_capacity is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,18,UNCERTAIN,UNCERTAIN
0.03573477575490124,rule_51450c48755ac069,height_adjustment has different explicit values,different_value,RULE_CANDIDATE,13,UNCERTAIN,UNCERTAIN
-0.31191857640700243,rule_516fdf0997cec108,lining_material is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,113,UNCERTAIN,UNCERTAIN
0.35967932114983503,rule_51e3d2ac9a0c12d2,dimensions has conflicting title/attribute sources,conflicting_sources,REVIEW_BEFORE_USE,12,UNCERTAIN,UNCERTAIN
-0.15550059600006896,rule_51ef40e7aed3ff08,compatibility is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,61,UNCERTAIN,UNCERTAIN
0.450242772310888,rule_521ac933bc0ae808,target_fabric has a subset or specificity difference,specificity_difference,RULE_CANDIDATE,15,UNCERTAIN,CATEGORY_SPECIFIC
0.379354063766121,rule_5234bf0f1177bbf8,vehicle_years has different explicit values,different_value,RULE_CANDIDATE,17,UNCERTAIN,UNCERTAIN
-0.16670623721271893,rule_5252f144fc03c23c,strap_length has different explicit values,different_value,RULE_CANDIDATE,32,NEGATIVE,CATEGORY_SPECIFIC
-0.09232942380793722,rule_5270fffb2ed7d00a,model_number is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,3597,POSITIVE,GLOBAL_WITH_EXCEPTIONS
-0.17459007496418422,rule_5279f1e4ad5d8e87,seat_location has different explicit values,different_value,RULE_CANDIDATE,11,UNCERTAIN,UNCERTAIN
0.09476536679061849,rule_527b3698679228a1,design_style has a subset or specificity difference,specificity_difference,RULE_CANDIDATE,23,UNCERTAIN,UNCERTAIN
-0.5743217332437919,rule_52a175a4ffef0a5d,tea_type has different explicit values,different_value,RULE_CANDIDATE,80,NEGATIVE,CATEGORY_SPECIFIC
-0.18485047469347096,rule_52b4968d202bdcc1,case_shape is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,30,UNCERTAIN,UNCERTAIN
0.0008754198581721287,rule_534dfd4ecf86a217,tip_type has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
0.35939365252118444,rule_5368c7a74ef6d0ed,bean_origin_country is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,17,UNCERTAIN,UNCERTAIN
-0.2753671175721894,rule_5379bdc9ad3f42a4,line_width has different explicit values,different_value,RULE_CANDIDATE,23,UNCERTAIN,UNCERTAIN
-0.10514146915046238,rule_539e8dfcf3e568a0,pupillary_distance_range has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
0.012986903521819183,rule_53d6ba98b608562a,european_size is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,152,UNCERTAIN,UNCERTAIN
-0.3291362774245678,rule_5431ca4d5b26ec36,application_scope has different explicit values,different_value,RULE_CANDIDATE,26,UNCERTAIN,CATEGORY_SPECIFIC
-0.4575994324241956,rule_547ea8cb2eb444ce,grain_type has different explicit values,different_value,RULE_CANDIDATE,16,UNCERTAIN,CATEGORY_SPECIFIC
-0.3497555736102132,rule_5489296504aa2a4b,hair_length is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,14,UNCERTAIN,UNCERTAIN
-0.06762325457199281,rule_548d10d4308a8d7d,width is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,370,UNCERTAIN,UNCERTAIN
0.0445396771757595,rule_54976e2421b1e183,package_width has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
-0.3875178821626023,rule_54cf7b47f681696c,offset has different explicit values,different_value,RULE_CANDIDATE,20,NEGATIVE,CATEGORY_SPECIFIC
0.39728840813709987,rule_54e9910d8b79a67e,target_surface is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,19,UNCERTAIN,CATEGORY_SPECIFIC
-0.04523327348842389,rule_54f2ecd2adfd2bf9,package_quantity has conflicting title/attribute sources,conflicting_sources,REVIEW_BEFORE_USE,44,UNCERTAIN,UNCERTAIN
0.06058019117913944,rule_5518cebf99d45eed,ply_count is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,27,UNCERTAIN,CATEGORY_SPECIFIC
0.0629355680143204,rule_554800316f69ad27,pet_size is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,24,UNCERTAIN,UNCERTAIN
-0.23496439406829586,rule_5549068a65bd405c,gold_color is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,12,UNCERTAIN,UNCERTAIN
-0.2207437530020958,rule_555a66807fb7d42a,neck_material is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,79,NEGATIVE,CATEGORY_SPECIFIC
-0.7271770429486041,rule_55db3a675ae9a15d,heel_height is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,483,NEGATIVE,CATEGORY_SPECIFIC
-0.7809185810670897,rule_56459e50897c94f4,body_color has different explicit values,different_value,RULE_CANDIDATE,38,NEGATIVE,CATEGORY_SPECIFIC
-0.4589154806139652,rule_5665af258ce70a03,main_stone has different explicit values,different_value,RULE_CANDIDATE,16,UNCERTAIN,UNCERTAIN
0.5915911559675215,rule_568c489a1d82dd79,puzzle_shape is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,10,UNCERTAIN,CATEGORY_SPECIFIC
0.398115129104697,rule_56b503c9bf03a40f,objective_diameter is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,10,UNCERTAIN,UNCERTAIN
-0.18410554053786,rule_573ed157312bacce,surface_texture has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
0.05384375032346932,rule_57544b09d5dd8ce0,product_line is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,3542,POSITIVE,GLOBAL_WITH_EXCEPTIONS
-0.1995353577392243,rule_5755f73e3bd42430,country_of_origin has different explicit values,different_value,RULE_CANDIDATE,4138,NEGATIVE,GLOBAL
-0.06795810796238408,rule_57af9c3b90089669,package_weight is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,145,POSITIVE,UNCERTAIN
-0.28892815357393764,rule_57d56df29ecb5c25,silver_purity is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,19,UNCERTAIN,UNCERTAIN
0.10896084943853551,rule_57eff9996e9fb379,arabica_content is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,12,UNCERTAIN,UNCERTAIN
-0.3182130972482492,rule_5870fe91f17e5e9c,canvas_base_type has different explicit values,different_value,RULE_CANDIDATE,18,UNCERTAIN,UNCERTAIN
-0.4708940766433926,rule_5889f334f308daaf,bridge_width is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,365,NEGATIVE,GLOBAL
-0.13003879380768749,rule_5894a434c4f9977d,disc_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,18,UNCERTAIN,UNCERTAIN
0.1308196418670752,rule_58dc45dd16bf3e18,grind_size is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,11,UNCERTAIN,UNCERTAIN
0.03863999573507202,rule_58e894aa325fcb0d,model_style has different explicit values,different_value,RULE_CANDIDATE,71,UNCERTAIN,UNCERTAIN
-0.052047658951012904,rule_58f6d039f69fc049,hair_type has a subset or specificity difference,specificity_difference,RULE_CANDIDATE,11,UNCERTAIN,UNCERTAIN
0.032861627572271526,rule_58f88cf73ce46943,suspension_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,12,UNCERTAIN,UNCERTAIN
-1.2681094180241932,rule_591d7a3f67190d5d,wheel_diameter has different explicit values,different_value,RULE_CANDIDATE,159,NEGATIVE,GLOBAL
-0.05545084675065639,rule_593add4cea351b86,filler_material is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,39,UNCERTAIN,UNCERTAIN
0.1389304097266525,rule_5957726dee01ea4e,breaking_load is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,16,UNCERTAIN,UNCERTAIN
-0.7461566352163841,rule_59aecfa63ef8f6b2,part_type has different explicit values,different_value,RULE_CANDIDATE,52,UNCERTAIN,UNCERTAIN
-0.09621839952963311,rule_59bbdcf028218ea6,drain_valve_included has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
0.4341236155526785,rule_59e9f009206b90ec,sport_purpose has different explicit values,different_value,RULE_CANDIDATE,33,UNCERTAIN,UNCERTAIN
-1.0072255616013213,rule_5a1a43ccb60fffa8,wire_diameter has different explicit values,different_value,RULE_CANDIDATE,22,NEGATIVE,CATEGORY_SPECIFIC
-0.39356530516826216,rule_5a367c7ed2e8b357,rim_diameter has different explicit values,different_value,RULE_CANDIDATE,159,NEGATIVE,CATEGORY_SPECIFIC
0.381959048175253,rule_5a40b5aa8546fcc9,model_features has different explicit values,different_value,RULE_CANDIDATE,51,UNCERTAIN,UNCERTAIN
0.6059446467372754,rule_5a534d8160ebd975,bulbs_included is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,23,POSITIVE,CATEGORY_SPECIFIC
0.21764171667740193,rule_5a7ef8f815489192,has_armrests is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,13,UNCERTAIN,UNCERTAIN
0.035195044427006,rule_5a89d25fef6bcd4a,blade_length is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,41,UNCERTAIN,UNCERTAIN
0.28679138643963153,rule_5acbe6b6612263fb,compatible_os has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
-1.2478120713673648,rule_5af69a5fb1bf105b,curtain_width has different explicit values,different_value,RULE_CANDIDATE,112,NEGATIVE,CATEGORY_SPECIFIC
0.17834895262752345,rule_5b35a797687a4fab,pole_count is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,10,UNCERTAIN,CATEGORY_SPECIFIC
0.0038312584541499556,rule_5b9b5bcde62828c8,formulation_type is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,23,UNCERTAIN,UNCERTAIN
-0.21129716325219328,rule_5bcc6f2d419b8e50,ink_type has different explicit values,different_value,RULE_CANDIDATE,18,UNCERTAIN,UNCERTAIN
-0.7466698283779529,rule_5c25648691dcd22d,product_length has different explicit values,different_value,RULE_CANDIDATE,57,UNCERTAIN,UNCERTAIN
-0.5896526494778657,rule_5c42a8092e105c84,sofa_shape has different explicit values,different_value,RULE_CANDIDATE,49,NEGATIVE,CATEGORY_SPECIFIC
0.0818206337099497,rule_5c76b6e27c840e1d,handle_length has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
-0.16227915700139653,rule_5c9194cb1c4905da,compatible_printer_models has different explicit values,different_value,RULE_CANDIDATE,12,UNCERTAIN,UNCERTAIN
-0.15517251673375557,rule_5d1323cbfb98ac50,fretboard_material is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,60,NEGATIVE,CATEGORY_SPECIFIC
0.1907419598305273,rule_5d6cc22d014e4e3b,product_form is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,166,UNCERTAIN,CATEGORY_SPECIFIC
-0.4171288482623343,rule_5d850fc9cecaae2c,gender has a subset or specificity difference,specificity_difference,RULE_CANDIDATE,13,UNCERTAIN,UNCERTAIN
0.06593744196270176,rule_5daada91dad3a661,voltage is explicitly known on only one side,missing_one_side,CONTEXT_ONLY,34,UNCERTAIN,UNCERTAIN
0.3658523647855356,rule_5db65b9502c9def0,lamp_shade_material has different explicit values,different_value,RULE_CANDIDATE,11,UNCERTAIN,UNCERTAIN
-0.28632571515185945,rule_5dbb63f009b34eac,back_length_cm has different explicit values,different_value,RULE_CANDIDATE,10,UNCERTAIN,UNCERTAIN
-0.29063209753443653,rule_5dd9eea30559814c,coffee_form has different explicit values,different_value,RULE_CANDIDATE,14,UNCERTAIN,UNCERTAIN
-0.26113241206675064,rule_5deae472de367566,wrap_material has different explicit values,different_value,RULE_CANDIDATE,20,NEGATIVE,CATEGORY_SPECIFIC
