similarity,left_category,left_concept,left_attribute_role,left_value_family,right_concept,right_attribute_role,right_value_family,manual_same_attribute,manual_notes
0.9645347595214844,Аптека,quantity,количество капсул/таблеток,count,quantity,единиц в одном товаре | комплектация,count,,
0.9546567797660828,Музыкальные инструменты,size,из названия товара,text,construction_type,из названия товара,text,,
0.9293836355209351,Музыкальные инструменты,size,размер,text,construction_type,конструкция стойки,text,,
0.9823702573776245,Дом и сад,material_type,материал | состав материала,text,material,комплектация | материал,text,,
0.8973469138145447,Канцелярские товары,spine_width,ширина корешка. мм,numeric,width,из названия товара,numeric,,
0.9609406590461731,Товары для животных,material,состав наполнителя | тип наполнителя для животных,text,material,состав,text,,
0.972223699092865,Красота и гигиена,target_audience,целевая аудитория,text,target_audience,пол,text,,
0.9910451769828796,Красота и гигиена,volume_ml,объем товара | объем. мл,numeric,volume_ml,объем. мл,numeric,,
0.9829705357551575,Канцелярские товары,thickness,толщина,length,thickness,из названия товара,length,,
0.9276496171951294,Красота и гигиена,layer_count,количество слоев,count,unit_count,единиц в одном товаре | количество предметов в упаковке,count,,
0.8760676383972168,Дом и сад,power_source,питание,text,design,из названия товара,text,,
0.9888460040092468,Автотовары,model,модель | серия,numeric,model,серия,numeric,,
0.9926295280456543,Хобби и творчество,material,материалы набора | основа,text,material,материал изделия | тип,text,,
0.9333252310752869,Продукты питания,quantity,комплектация,count,quantity,количество капсул в упаковке | количество капсул/пакетиков,count,,
0.8957858085632324,Дом и сад,seed_variety,из названия товара,numeric,model,артикул | комплектация,numeric,,
0.9459260702133179,Музыкальные инструменты,gauge,из названия товара,numeric,radius,из названия товара,numeric,,
0.858653724193573,Канцелярские товары,folder_type,вид папки | комплектация,numeric,diameter,из названия товара,numeric,,
0.8384345769882202,Дом и сад,scent_name,из названия товара,numeric,variety,артикул | сорт,numeric,,
0.9929635524749756,Строительство и ремонт,color,материал | цвет товара,text,color,цвет | цвет товара,text,,
0.9079431295394897,Бытовая химия,color_target,комплектация,text,scent,цвет,text,,
0.982602596282959,Музыкальные инструменты,color,материал,text,color,цвет корпуса | цвет товара,text,,
0.9323709607124329,Канцелярские товары,form_factor,вид пенала | форма,text,shape,вид палитры | тип,text,,
0.9289602041244507,Хобби и творчество,size_standard,размер постельного белья,numeric,size,диаметр спиц. мм | размер,numeric,,
0.86164391040802,Спорт и отдых,lamp_type,тип,text,product_type,из названия товара,text,,
0.9687950015068054,Канцелярские товары,volume_per_unit,объем. мл,numeric,volume,объем. мл,numeric,,
0.9058709740638733,Канцелярские товары,internal_compartments,количество внутренних отделений | количество отделений,numeric,packaging,комплектация,numeric,,
0.9780057072639465,Бытовая химия,quantity,комплектация,count,quantity,единиц в одном товаре | количество упаковок,count,,
0.9613127708435059,Хобби и творчество,age_rating,возраст от | минимальный возраст ребенка,numeric,age_limit,возраст ребенка | минимальный возраст,numeric,,
0.9305989742279053,Обувь,size,размер | российский размер,numeric,size,размер производителя,numeric,,
0.8879387974739075,Музыкальные инструменты,power_supply,комплектация | питание,numeric,material,материал оплетки,numeric,,
0.9340797066688538,Дом и сад,pan_type,тип,text,model,тип,text,,
0.9838655591011047,Ювелирные изделия,gold_color,тип золота,text,gold_color,состав ювелирного изделия | тип золота,text,,
0.7983105182647705,Спорт и отдых,hose_nozzle_count,количество насадок. шт,count,quantity,количество в упаковке | количество в упаковке. шт,count,,
0.9595499634742737,Бытовая химия,target_surface,назначение средства | тип,text,surface_type,из названия товара,text,,
