attribute_name,item_support,occurrences,cumulative_occurrence_coverage,is_frequent
вид пряжки,54,54,0.9469113170666915,False
вид фигурки,54,54,0.946929338458083,False
время сохранения холода при отключении питания,54,54,0.9469473598494746,False
глубина тумбы,54,54,0.9469653812408663,False
дата производства,54,54,0.9469834026322578,False
действие лубриканта,54,54,0.9470014240236494,False
"диаметр грифеля, мм",54,54,0.947019445415041,False
класс шин для внедорожников,54,54,0.9470374668064325,False
количество колец,54,54,0.9470554881978241,False
компонентность,54,54,0.9470735095892158,False
лескоемкость,54,54,0.9470915309806073,False
материал изоляции,54,54,0.9471095523719989,False
месяц посадки в грунт,54,54,0.9471275737633905,False
метод дезинфекции,54,54,0.947145595154782,False
"назначение материала, аксессуара для рукоделия",54,54,0.9471636165461736,False
отверстия для монтажа,54,54,0.9471816379375653,False
поддерживаемые форматы,54,54,0.9471996593289568,False
"производительность, м3/час",54,54,0.9472176807203484,False
"размер без подставки (шxвxг), мм",54,54,0.94723570211174,False
регуляторов громкости,54,54,0.9472537235031315,False
сложность головоломки,54,54,0.9472717448945231,False
степень блеска,54,54,0.9472897662859148,False
тип наконечника,54,54,0.9473077876773063,False
тип профиля дуги,54,54,0.9473258090686979,False
толщина стекла,54,54,0.9473438304600894,False
фокусное расстояние,54,54,0.947361851851481,False
цвет освещения,54,54,0.9473798732428726,False
цвет профиля,54,54,0.9473978946342642,False
цветы,54,54,0.9474159160256558,False
число портов thunderbolt,54,54,0.9474339374170474,False
ширина грифа у порожка,54,54,0.9474519588084389,False
ширина дна,54,54,0.9474699801998305,False
электроподжиг духовки,54,54,0.9474880015912222,False
smart tv,53,53,0.9475056892531435,False
"высота максимальная, см",53,53,0.9475233769150648,False
высота тумбы,53,53,0.9475410645769862,False
двигатель для садовой техники,53,53,0.9475587522389076,False
диаметр поворотного стола,53,53,0.947576439900829,False
длина провода,53,53,0.9475941275627503,False
индикация и сигналы,53,53,0.9476118152246716,False
количество режимов свечения,53,53,0.9476295028865931,False
крышка в комплекте,53,53,0.9476471905485144,False
максимальная скорость,53,53,0.9476648782104358,False
материал воздушного шара,53,53,0.9476825658723571,False
модель покрышек,53,53,0.9477002535342786,False
направление выпуска,53,53,0.9477179411961999,False
"обхват голенища, см",53,53,0.9477356288581212,False
"объем бутылки, л",53,53,0.9477533165200426,False
отделения,53,53,0.947771004181964,False
открытые полки,53,53,0.9477886918438854,False
передние колеса,53,53,0.9478063795058067,False
площадь обогрева конвектора,53,53,0.947824067167728,False
"площадь рулона, м2",53,53,0.9478417548296495,False
полезный объем морозильной камеры,53,53,0.9478594424915708,False
пьезодатчик,53,53,0.9478771301534922,False
радиус беспроводной связи,53,53,0.9478948178154135,False
режимы нагрева,53,53,0.947912505477335,False
ручная кладь,53,53,0.9479301931392563,False
"сила всасывания, па",53,53,0.9479478808011776,False
соотношение сторон,53,53,0.947965568463099,False
"срок службы, лет",53,53,0.9479832561250204,False
стиль часов,53,53,0.9480009437869418,False
тип камеры сгорания,53,53,0.9480186314488631,False
тип миксера,53,53,0.9480363191107845,False
тип оружия,53,53,0.9480540067727059,False
фармакологическое действие,53,53,0.9480716944346272,False
беспроводное использование,52,52,0.9480890483670784,False
вид аксессуара бытовой техники,52,52,0.9481064022995296,False
вид диска,52,52,0.9481237562319806,False
вид лубриканта,52,52,0.9481411101644318,False
вид пищевой добавки,52,52,0.948158464096883,False
вид тормоза,52,52,0.9481758180293341,False
выходная резьба,52,52,0.9481931719617853,False
глубина стиральной машины,52,52,0.9482105258942365,False
диаметр верха,52,52,0.9482278798266877,False
доп. опции микроволновой печи,52,52,0.9482452337591387,False
доп. опции холодильника,52,52,0.9482625876915899,False
заточка,52,52,0.9482799416240411,False
класс прочности крепежа,52,52,0.9482972955564922,False
"количество фломастеров, шт",52,52,0.9483146494889434,False
конструкция шкафа,52,52,0.9483320034213946,False
"макс. обороты на 1ой скорости, об./мин",52,52,0.9483493573538457,False
максимальная нагрузка на полку,52,52,0.9483667112862968,False
минимальная температура в морозильной камере,52,52,0.948384065218748,False
модель седла,52,52,0.9484014191511991,False
мощность двигателя,52,52,0.9484187730836503,False
назначение игрушки для животных,52,52,0.9484361270161015,False
наличие сетевого кабеля,52,52,0.9484534809485526,False
основа лубриканта,52,52,0.9484708348810037,False
палитра,52,52,0.9484881888134549,False
плотность ворса на квадратный метр,52,52,0.948505542745906,False
подшипники,52,52,0.9485228966783572,False
полезный объем,52,52,0.9485402506108084,False
"расход, л/м2",52,52,0.9485576045432595,False
регулировка подлокотников,52,52,0.9485749584757107,False
рыба,52,52,0.9485923124081618,False
суммарный объем памяти,52,52,0.948609666340613,False
тип излива,52,52,0.9486270202730641,False
"уровень шума, в дб",52,52,0.9486443742055153,False
форма полотенцесушителя,52,52,0.9486617281379665,False
цветность печати,52,52,0.9486790820704176,False
"цветовая температура, к",52,52,0.9486964360028688,False
"cas latency (cl), тактов",51,51,0.9487134562058497,False
вес велосипеда,51,51,0.9487304764088306,False
вид оснастки,51,51,0.9487474966118116,False
"вкус (соки, нектары и морсы)",51,51,0.9487645168147925,False
возможность ошиповки,51,51,0.9487815370177735,False
высота ножек,51,51,0.9487985572207543,False
"высота, в миллиметрах",51,51,0.9488155774237353,False
диаметр плафона/абажура,51,51,0.9488325976267162,False
изготовитель,51,51,0.9488496178296972,False
количество двухконтурных конфорок,51,51,0.9488666380326781,False
количество контактов,51,51,0.948883658235659,False
количество полос эквалайзера,51,51,0.94890067843864,False
конструкция рукоятки,51,51,0.9489176986416209,False
"крутящий момент, нм",51,51,0.9489347188446019,False
"макс. световой поток, люмен",51,51,0.9489517390475828,False
механизм насоса,51,51,0.9489687592505638,False
модель заднего тормоза,51,51,0.9489857794535447,False
модель переднего переключателя,51,51,0.9490027996565257,False
модель переднего тормоза,51,51,0.9490198198595066,False
наличие стекла,51,51,0.9490368400624875,False
особенности тумбы,51,51,0.9490538602654685,False
отдушка,51,51,0.9490708804684493,False
переключатель на фильтр,51,51,0.9490879006714303,False
поддержка sim-карты,51,51,0.9491049208744112,False
"производительность, л/ч",51,51,0.9491219410773922,False
рабочая среда,51,51,0.9491389612803731,False
с бортиком,51,51,0.9491559814833541,False
с фотопечатью,51,51,0.949173001686335,False
свидетельство о регистрации сгр,51,51,0.949190021889316,False
стиль катания,51,51,0.9492070420922969,False
"тактовая частота, мгц",51,51,0.9492240622952778,False
"твердость, hrc",51,51,0.9492410824982588,False
тип каркаса,51,51,0.9492581027012397,False
"эквивалентная мощность лампы накаливания, вт",51,51,0.9492751229042207,False
"в комплекте, шт.",50,50,0.9492918093777314,False
вид исследований,50,50,0.9493084958512421,False
винтаж,50,50,0.9493251823247528,False
время нагрева,50,50,0.9493418687982635,False
газ-контроль конфорок,50,50,0.9493585552717743,False
голосовое управление,50,50,0.949375241745285,False
"диагональ экрана, см",50,50,0.9493919282187957,False
доп. опции пылесоса,50,50,0.9494086146923064,False
класс машинки,50,50,0.9494253011658171,False
количество гнезд/розеток,50,50,0.9494419876393279,False
количество панелей,50,50,0.9494586741128386,False
компрессор,50,50,0.9494753605863493,False
лампа в комплекте,50,50,0.94949204705986,False
максимальное число оборотов,50,50,0.9495087335333707,False
материал волос парика,50,50,0.9495254200068814,False
материал ключа,50,50,0.9495421064803923,False
мощность гриля,50,50,0.949558792953903,False
назначение туристического ножа,50,50,0.9495754794274137,False
"общая длина, см",50,50,0.9495921659009244,False
подходит для мензуры,50,50,0.9496088523744352,False
помол,50,50,0.9496255388479459,False
производитель совместимых устройств,50,50,0.9496422253214566,False
размер ключа,50,50,0.9496589117949673,False
техника рисования,50,50,0.949675598268478,False
тип духового шкафа,50,50,0.9496922847419887,False
тип мотора стиральной машины,50,50,0.9497089712154995,False
установка над стиральной машиной,50,50,0.9497256576890102,False
фирма-производитель,50,50,0.9497423441625209,False
что в комплекте,50,50,0.9497590306360316,False
весовая группа,49,49,0.9497753833800722,False
вид гармоники,49,49,0.9497917361241126,False
вид канцелярского набора,49,49,0.9498080888681532,False
вид сверла,49,49,0.9498244416121937,False
вид службы,49,49,0.9498407943562341,False
"высота, м",49,49,0.9498571471002747,False
"дальность ик-подсветки, м",49,49,0.9498734998443152,False
диаметр грифеля,49,49,0.9498898525883557,False
"диаметр купола, см",49,49,0.9499062053323962,False
жанры/тематика,49,49,0.9499225580764368,False
звезды,49,49,0.9499389108204772,False
индикатор износа,49,49,0.9499552635645178,False
"количество в упаковке, в штуках",49,49,0.9499716163085583,False
количество разъемов usb,49,49,0.9499879690525987,False
"макс. мощность гриля, вт",49,49,0.9500043217966393,False
материал жерновов,49,49,0.9500206745406797,False
материал чехла,49,49,0.9500370272847203,False
модель вилки,49,49,0.9500533800287608,False
модель ободов,49,49,0.9500697327728013,False
модель системы,49,49,0.9500860855168418,False
низкопрофильная шина,49,49,0.9501024382608824,False
"номинальная выходная мощность на канал, вт",49,49,0.9501187910049228,False
"объем топливного бака, л",49,49,0.9501351437489634,False
операционная система android,49,49,0.9501514964930039,False
особенности переноски,49,49,0.9501678492370443,False
передаточное число,49,49,0.9501842019810849,False
период использования,49,49,0.9502005547251254,False
покрытие рабочей поверхности,49,49,0.9502169074691659,False
"пропускная способность, мб/с",49,49,0.9502332602132064,False
режимы работы микроволновки,49,49,0.950249612957247,False
сетевой кабель,49,49,0.9502659657012874,False
твердость стекла,49,49,0.950282318445328,False
тип крепления листов,49,49,0.9502986711893684,False
тип металлопрокатного изделия,49,49,0.9503150239334089,False
тип раковины,49,49,0.9503313766774495,False
толщина колеса,49,49,0.9503477294214899,False
"толщина, мкм",49,49,0.9503640821655305,False
торговое наименование,49,49,0.950380434909571,False
форма выпуска крупы,49,49,0.9503967876536115,False
цвет подсветки кнопок,49,49,0.950413140397652,False
число скоростей,49,49,0.9504294931416926,False
шаг резьбы,49,49,0.950445845885733,False
"энергопотребление, в квт*ч/год",49,49,0.9504621986297735,False
вид плафона,48,48,0.9504782176443438,False
внешняя отделка,48,48,0.9504942366589141,False
выпуск,48,48,0.9505102556734845,False
датчик движения,48,48,0.9505262746880547,False
диаметр мембраны,48,48,0.950542293702625,False
длина удилища,48,48,0.9505583127171953,False
дополнительная комплектация,48,48,0.9505743317317656,False
дополнительные особенности велосипеда,48,48,0.9505903507463359,False
емкость одного модуля,48,48,0.9506063697609062,False
замки,48,48,0.9506223887754764,False
игровая модель,48,48,0.9506384077900468,False
использование в свч,48,48,0.9506544268046171,False
количество розеток,48,48,0.9506704458191874,False
колодки стояночного тормоза,48,48,0.9506864648337576,False
"макс. мощность (при блокировке мотора), вт",48,48,0.950702483848328,False
максимальная площадь освещения (в м2),48,48,0.9507185028628983,False
монтаж светильника,48,48,0.9507345218774685,False
назначение маски,48,48,0.9507505408920388,False
объем двигателя,48,48,0.9507665599066092,False
особенности бутылочек и сосок,48,48,0.9507825789211795,False
особенности ножей,48,48,0.9507985979357497,False
особенности унитаза,48,48,0.95081461695032,False
паровой удар,48,48,0.9508306359648904,False
подвод воды,48,48,0.9508466549794606,False
подключение полотенцесушителя,48,48,0.9508626739940309,False
применение фитинга,48,48,0.9508786930086012,False
"размеры (шxгxв), см",48,48,0.9508947120231716,False
разъем hdmi,48,48,0.9509107310377418,False
расстояние между дужками,48,48,0.9509267500523121,False
"рекомендуемая температура хранения, c",48,48,0.9509427690668824,False
светоотражающие элементы,48,48,0.9509587880814527,False
состав комплекта/пижамы,48,48,0.950974807096023,False
форма тарелки,48,48,0.9509908261105933,False
формат фотографии,48,48,0.9510068451251635,False
цвет линз изнутри,48,48,0.9510228641397339,False
ширина стиральной машины,48,48,0.9510388831543042,False
языки,48,48,0.9510549021688744,False
usb-порт,47,47,0.9510705874539745,False
анатомическая форма,47,47,0.9510862727390746,False
вид гигиенических прокладок,47,47,0.9511019580241747,False
вид маски,47,47,0.9511176433092747,False
вид мяса,47,47,0.9511333285943748,False
вид овощей,47,47,0.9511490138794749,False
входные интерфейсы,47,47,0.951164699164575,False
декоративные подушки,47,47,0.9511803844496751,False
"индекс цветопередачи, ra",47,47,0.9511960697347752,False
индикация открытой двери,47,47,0.9512117550198752,False
количество sim-карт,47,47,0.9512274403049753,False
количество режимов струи,47,47,0.9512431255900754,False
количество слотов памяти,47,47,0.9512588108751755,False
количество фотографий,47,47,0.9512744961602756,False
конструкция оправы,47,47,0.9512901814453757,False
"макс. выходная мощность на канал, вт",47,47,0.9513058667304758,False
"макс. разрешение датчика, dpi",47,47,0.9513215520155758,False
максимальная длина,47,47,0.9513372373006759,False
материал дна,47,47,0.951352922585776,False
материал изготовления,47,47,0.9513686078708761,False
модель каретки,47,47,0.9513842931559762,False
"мощность при обогреве,в квт",47,47,0.9513999784410763,False
"мощность при охлаждении,в квт",47,47,0.9514156637261763,False
общая длина,47,47,0.9514313490112764,False
полезный объем холодильной камеры,47,47,0.9514470342963764,False
развивающие функции,47,47,0.9514627195814765,False
"размер (дхшхв), мм",47,47,0.9514784048665766,False
размещение внутреннего блока,47,47,0.9514940901516767,False
разновидность печенья,47,47,0.9515097754367768,False
разъем питания процессора,47,47,0.9515254607218768,False
рекомендованная площадь помещения,47,47,0.9515411460069769,False
скорость чтения данных,47,47,0.951556831292077,False
специальные конфорки,47,47,0.9515725165771771,False
страна производитель товара,47,47,0.9515882018622772,False
тип карандашей,47,47,0.9516038871473773,False
тип колбы,47,47,0.9516195724324773,False
толщина (мм),47,47,0.9516352577175774,False
форма воздуховода,47,47,0.9516509430026775,False
функционал посудомоечной машины,47,47,0.9516666282877776,False
ход вилки,47,47,0.9516823135728777,False
барабан,46,46,0.9516976651285075,False
в составе набора,46,46,0.9517130166841374,False
версия смартфона,46,46,0.9517283682397673,False
вес на квадратный метр,46,46,0.9517437197953972,False
вес товара,46,46,0.951759071351027,False
вид аксессуара,46,46,0.9517744229066568,False
вид замка на чемодане,46,46,0.9517897744622867,False
вид калькулятора,46,46,0.9518051260179166,False
вид ресниц,46,46,0.9518204775735465,False
вид увлажнителя,46,46,0.9518358291291763,False
время непрерывной автономной работы,46,46,0.9518511806848062,False
"габариты (дхшхв, см)",46,46,0.951866532240436,False
диаметр (мм),46,46,0.951881883796066,False
диаметр переднего колеса,46,46,0.9518972353516958,False
длина волос парика,46,46,0.9519125869073256,False
"длина, в см",46,46,0.9519279384629555,False
заземление,46,46,0.9519432900185854,False
индекс цветопередачи,46,46,0.9519586415742153,False
количество крючков,46,46,0.9519739931298451,False
"количество этикеток, шт",46,46,0.951989344685475,False
конструкция самоката,46,46,0.9520046962411048,False
"максимальная нагрузка на шину, в килограммах",46,46,0.9520200477967348,False
"мин. температура эксплуатации, °с",46,46,0.9520353993523646,False
модель задней втулки,46,46,0.9520507509079944,False
модель материнской платы,46,46,0.9520661024636243,False
модель передней втулки,46,46,0.9520814540192541,False
наименование покрышек,46,46,0.9520968055748841,False
обработка древесины,46,46,0.9521121571305139,False
общее количество капсул/таблеток,46,46,0.9521275086861438,False
"объем пылесборника, мл",46,46,0.9521428602417736,False
оповещения,46,46,0.9521582117974036,False
особенности игры,46,46,0.9521735633530334,False
открывание дверцы,46,46,0.9521889149086632,False
"площадь листа, м2",46,46,0.9522042664642931,False
поддержка камеры заднего вида,46,46,0.9522196180199229,False
предметы,46,46,0.9522349695755529,False
протеин,46,46,0.9522503211311827,False
размер упаковки,46,46,0.9522656726868126,False
"реальный угол зрения, °",46,46,0.9522810242424424,False
ручка катушки,46,46,0.9522963757980724,False
скорость записи данных,46,46,0.9523117273537022,False
способ фокусировки,46,46,0.952327078909332,False
стандарт быстрой зарядки,46,46,0.9523424304649619,False
стандарт разрешения,46,46,0.9523577820205917,False
страна производитель,46,46,0.9523731335762217,False
тип препарата,46,46,0.9523884851318515,False
тип фокусировки,46,46,0.9524038366874814,False
уровень мягкой вилки,46,46,0.9524191882431112,False
фасовка чая,46,46,0.9524345397987412,False
форма сырья,46,46,0.952449891354371,False
форматы дисков,46,46,0.9524652429100008,False
число стекол дверцы духовки,46,46,0.9524805944656307,False
ширина корпуса,46,46,0.9524959460212605,False
"ширина крепления шторы, см",46,46,0.9525112975768905,False
"ширина полотна, мм",46,46,0.9525266491325203,False
ядро процессора,46,46,0.9525420006881502,False
версия hdmi,45,45,0.9525570185143099,False
вибромассаж,45,45,0.9525720363404695,False
вид защиты,45,45,0.9525870541666291,False
вид патронов,45,45,0.9526020719927888,False
возрастные группы,45,45,0.9526170898189484,False
время работы в режиме разговора (max),45,45,0.9526321076451081,False
время работы при прослушивании музыки,45,45,0.9526471254712677,False
"высота общая максимальная, см",45,45,0.9526621432974274,False
"высота полотна, мм",45,45,0.952677161123587,False
"высота сиденья максимальная, см",45,45,0.9526921789497467,False
выходная мощность макс (на канал),45,45,0.9527071967759063,False
"глубина общая максимальная, см",45,45,0.952722214602066,False
"глубина сиденья максимальная, см",45,45,0.9527372324282256,False
"диаметр хвостовика, мм",45,45,0.9527522502543853,False
доводчики,45,45,0.9527672680805449,False
"емкость для воды, л",45,45,0.9527822859067046,False
изголовье,45,45,0.9527973037328642,False
количество станций,45,45,0.9528123215590238,False
конструкция мыши,45,45,0.9528273393851835,False
лестница,45,45,0.9528423572113432,False
"максимальный уровень шума внутреннего блока, в дб",45,45,0.9528573750375029,False
материал клавиш,45,45,0.9528723928636625,False
материал облицовки,45,45,0.9528874106898222,False
"мощность аудиосистемы, вт",45,45,0.9529024285159818,False
мощность светильника,45,45,0.9529174463421415,False
назначение чехла,45,45,0.9529324641683011,False
наполнен,45,45,0.9529474819944608,False
обрабатываемая поверхность,45,45,0.9529624998206204,False
особенности фонаря,45,45,0.9529775176467801,False
относительная яркость,45,45,0.9529925354729397,False
питание часов,45,45,0.9530075532990994,False
поверхность фасадов,45,45,0.953022571125259,False
поддержка bluetooth,45,45,0.9530375889514187,False
полка,45,45,0.9530526067775783,False
пружинный блок,45,45,0.953067624603738,False
рабочее напряжение,45,45,0.9530826424298976,False
размер листа,45,45,0.9530976602560572,False
размер мяча,45,45,0.9531126780822169,False
расположение блока управления,45,45,0.9531276959083765,False
регулировка яркости дисплея,45,45,0.9531427137345362,False
со стеклом,45,45,0.9531577315606958,False
тайминги,45,45,0.9531727493868555,False
тип увлажнителя,45,45,0.9531877672130152,False
тип фена,45,45,0.9532027850391749,False
"толщина тормозного диска, мм",45,45,0.9532178028653345,False
управление пылесосом,45,45,0.9532328206914942,False
форма внешнего края,45,45,0.9532478385176538,False
формат экрана,45,45,0.9532628563438135,False
цвет внутреннего блока,45,45,0.9532778741699731,False
цвет отделки,45,45,0.9532928919961328,False
цифровой тюнер,45,45,0.9533079098222924,False
число портов usb type-a 3.2 gen 2,45,45,0.9533229276484521,False
"шаг резьбы, мм",45,45,0.9533379454746117,False
"ширина общая максимальная, см",45,45,0.9533529633007713,False
"ширина сиденья максимальная, см",45,45,0.953367981126931,False
яркость,45,45,0.9533829989530906,False
wi-fi модуль,44,44,0.9533976830497801,False
аромат 18+,44,44,0.9534123671464695,False
взаимодействие с другими препаратами,44,44,0.953427051243159,False
вместимость резервуара,44,44,0.9534417353398484,False
глонасс,44,44,0.9534564194365378,False
головоломка,44,44,0.9534711035332273,False
диаметр выходного зрачка,44,44,0.9534857876299168,False
диетические особенности,44,44,0.9535004717266061,False
доп. опции вытяжки,44,44,0.9535151558232956,False
инструменты,44,44,0.953529839919985,False
каретная стяжка обивки,44,44,0.9535445240166744,False
класс косметики,44,44,0.9535592081133639,False
класс прочности,44,44,0.9535738922100533,False
количество входов,44,44,0.9535885763067428,False
конструкция кофеварок/кофемашин,44,44,0.9536032604034322,False
манетки,44,44,0.9536179445001216,False
"мощность, л.с.",44,44,0.9536326285968111,False
назначение средства для септиков/биотуалетов,44,44,0.9536473126935006,False
платформа,44,44,0.9536619967901899,False
подключение смартфона,44,44,0.9536766808868794,False
прикроватный блок,44,44,0.9536913649835689,False
радиоприемник,44,44,0.9537060490802582,False
размер рыбы,44,44,0.9537207331769477,False
разрешение фронтальной камеры,44,44,0.9537354172736371,False
расход,44,44,0.9537501013703266,False
регуляторов тона,44,44,0.953764785467016,False
световые эффекты,44,44,0.9537794695637054,False
"скорость съемки в макс. разрешении, кадр/с",44,44,0.9537941536603949,False
"сохраняет тепло до, ч",44,44,0.9538088377570844,False
съемные подушки,44,44,0.9538235218537737,False
тип канвы,44,44,0.9538382059504632,False
тип электробритвы,44,44,0.9538528900471527,False
тормозная система катушки,44,44,0.953867574143842,False
"точность измерения, г",44,44,0.9538822582405315,False
усилитель,44,44,0.953896942337221,False
фильтр тонкой очистки,44,44,0.9539116264339104,False
ширина (мм),44,44,0.9539263105305998,False
ширина по низу,44,44,0.9539409946272892,False
балдахин,43,43,0.9539553449945085,False
в наборе,43,43,0.9539696953617277,False
в пакетиках для варки,43,43,0.9539840457289469,False
"вес, гр",43,43,0.9539983960961661,False
вид led лампы,43,43,0.9540127464633854,False
вид датера/штампа,43,43,0.9540270968306046,False
вид работы вентилятора,43,43,0.9540414471978238,False
вид риса,43,43,0.954055797565043,False
высота подъема,43,43,0.9540701479322623,False
габариты встраивания (вхшхг),43,43,0.9540844982994815,False
дополнительные секции для хранения вещей,43,43,0.9540988486667007,False
дополнительные функции весов,43,43,0.9541131990339199,False
защита от включения без воды,43,43,0.9541275494011392,False
кол-во детей,43,43,0.9541418997683584,False
"кол-во приготовляемых чашек кофе, шт",43,43,0.9541562501355776,False
количество ламп освещения,43,43,0.9541706005027968,False
количество режимов уборки,43,43,0.9541849508700161,False
коллекция для публикации,43,43,0.9541993012372353,False
"макс. входное напряжение, в",43,43,0.9542136516044545,False
"макс. диаметр патрона, мм",43,43,0.9542280019716737,False
максимальная загрузка белья,43,43,0.954242352338893,False
максимальный вес велосипедиста,43,43,0.9542567027061122,False
максимальный выходной ток,43,43,0.9542710530733314,False
"мин. входное напряжение, в",43,43,0.9542854034405506,False
модульный,43,43,0.9542997538077698,False
москитная сетка,43,43,0.9543141041749891,False
мощность конфорок,43,43,0.9543284545422083,False
"объем мерного стакана, л",43,43,0.9543428049094275,False
открытие дверцы нажатием,43,43,0.9543571552766467,False
отложенный старт,43,43,0.954371505643866,False
передозировка,43,43,0.9543858560110852,False
плечевой ремень,43,43,0.9544002063783044,False
"площадь обогрева, кв.м",43,43,0.9544145567455236,False
поддержка android auto,43,43,0.9544289071127429,False
программы мойки,43,43,0.9544432574799621,False
прорезиненные колесики,43,43,0.9544576078471813,False
разрядность калькулятора,43,43,0.9544719582144005,False
расположение угла дивана,43,43,0.9544863085816198,False
расположение элементов управления,43,43,0.954500658948839,False
самоклеящиеся,43,43,0.9545150093160581,False
сетевой кабель в комплекте,43,43,0.9545293596832773,False
сетевые протоколы,43,43,0.9545437100504967,False
степень газирования воды,43,43,0.9545580604177158,False
тип встроенной памяти,43,43,0.954572410784935,False
тип модуля,43,43,0.9545867611521542,False
тип мотора,43,43,0.9546011115193735,False
тип тормозного диска,43,43,0.9546154618865927,False
уровень шума при отжиме,43,43,0.9546298122538119,False
цвет фасадов,43,43,0.9546441626210311,False
"число секций, шт",43,43,0.9546585129882504,False
isbn,42,42,0.9546725296259994,False
mp3-проигрыватель,42,42,0.9546865462637484,False
автопоиск станций,42,42,0.9547005629014974,False
аудиовыход,42,42,0.9547145795392464,False
вид бисера,42,42,0.9547285961769955,False
вращение излива,42,42,0.9547426128147445,False
высота излива,42,42,0.9547566294524934,False
"высота чаши, см",42,42,0.9547706460902424,False
газирование,42,42,0.9547846627279915,False
дверца духовки,42,42,0.9547986793657405,False
"диаметр задних колес, см",42,42,0.9548126960034895,False
"диаметр передних колес, см",42,42,0.9548267126412385,False
диаметр соединения,42,42,0.9548407292789874,False
"длина столешницы в разложенном виде, см",42,42,0.9548547459167365,False
длина шланга,42,42,0.9548687625544855,False
допуски oem,42,42,0.9548827791922345,False
количество тостов,42,42,0.9548967958299835,False
макс. разрешение видео,42,42,0.9549108124677326,False
максимальная рабочая температура,42,42,0.9549248291054815,False
"максимальный рост пользователя, см",42,42,0.9549388457432305,False
материал полотенцесушителя,42,42,0.9549528623809795,False
методы нанесения краски,42,42,0.9549668790187286,False
модель подседельного штыря,42,42,0.9549808956564776,False
"мощность, в вт",42,42,0.9549949122942266,False
назначение фурнитуры,42,42,0.9550089289319756,False
настройки и регулировки велосипеда,42,42,0.9550229455697246,False
операционная система тв,42,42,0.9550369622074736,False
особенности прокладок,42,42,0.9550509788452226,False
особенности снасти,42,42,0.9550649954829716,False
особенности тренажеров,42,42,0.9550790121207207,False
плавный пуск,42,42,0.9550930287584697,False
поддерживаемый формат,42,42,0.9551070453962186,False
поддержка carplay,42,42,0.9551210620339676,False
подключение к клавишам на руле,42,42,0.9551350786717167,False
предупреждение,42,42,0.9551490953094657,False
пропускная способность,42,42,0.9551631119472147,False
"разрывная нагрузка, lb",42,42,0.9551771285849637,False
"расход воды, л/мин",42,42,0.9551911452227126,False
регулировки коляски/автокресла,42,42,0.9552051618604617,False
регулятор громкости,42,42,0.9552191784982107,False
русскоязычное меню,42,42,0.9552331951359597,False
совместимость с индукционными плитами,42,42,0.9552472117737087,False
совместимые устройства,42,42,0.9552612284114578,False
сокет процессора,42,42,0.9552752450492067,False
страна производства товара,42,42,0.9552892616869557,False
тема изучения,42,42,0.9553032783247047,False
тип манеток,42,42,0.9553172949624538,False
толщина линии,42,42,0.9553313116002028,False
"уровень шума, в децибелах",42,42,0.9553453282379518,False
форма бутылочки/соски,42,42,0.9553593448757008,False
форма клапана,42,42,0.9553733615134498,False
rds,41,41,0.9553870444217286,False
аккумулятор,41,41,0.9554007273300074,False
антресоль,41,41,0.9554144102382862,False
ароматизация воздуха,41,41,0.955428093146565,False
вес багажника,41,41,0.9554417760548438,False
вес единицы,41,41,0.9554554589631226,False
вид воздушного шарика,41,41,0.9554691418714013,False
вид полотенцесушителя,41,41,0.9554828247796802,False
вид фруктов/ягод,41,41,0.9554965076879589,False
внутренние секции,41,41,0.9555101905962378,False
высота (мм),41,41,0.9555238735045165,False
глаженье,41,41,0.9555375564127954,False
диаметр (см),41,41,0.9555512393210741,False
для игрового компьютера,41,41,0.9555649222293529,False
звуковая схема,41,41,0.9555786051376317,False
индикатор температуры,41,41,0.9555922880459105,False
класс вязкости,41,41,0.9556059709541893,False
колесо прокрутки,41,41,0.955619653862468,False
количество экспериментов в наборе,41,41,0.9556333367707469,False
конструкция зеркала,41,41,0.9556470196790257,False
крыло,41,41,0.9556607025873045,False
"максимальная нагрузка на спальное место, кг",41,41,0.9556743854955833,False
материал камеры,41,41,0.955688068403862,False
монтаж ограждений,41,41,0.9557017513121409,False
настенное крепление,41,41,0.9557154342204196,False
объем кастрюли,41,41,0.9557291171286985,False
особенности коврика,41,41,0.9557428000369772,False
особенности маркера,41,41,0.9557564829452561,False
особенности посудомоечной машины,41,41,0.9557701658535348,False
оттенок производителя,41,41,0.9557838487618137,False
побочное действие,41,41,0.9557975316700924,False
поддержка ipod/iphone,41,41,0.9558112145783711,False
положение,41,41,0.95582489748665,False
просвет над полом,41,41,0.9558385803949287,False
процент светонепроницаемости,41,41,0.9558522633032076,False
размер джинсов,41,41,0.9558659462114864,False
размер чехла,41,41,0.9558796291197652,False
размеры (шхгхв),41,41,0.955893312028044,False
регулировка размера секций,41,41,0.9559069949363227,False
с косточкой,41,41,0.9559206778446016,False
среда обитания,41,41,0.9559343607528803,False
срок службы элемента питания,41,41,0.9559480436611592,False
стеклянные дверцы,41,41,0.9559617265694379,False
тип катушки,41,41,0.9559754094777168,False
тип крышки,41,41,0.9559890923859955,False
тип плиты,41,41,0.9560027752942744,False
тип подошвы,41,41,0.9560164582025531,False
тип поставки,41,41,0.9560301411108318,False
тип тарелок,41,41,0.9560438240191107,False
точность,41,41,0.9560575069273894,False
форма посыпки,41,41,0.9560711898356683,False
цвет ручек управления,41,41,0.956084872743947,False
цвет страниц,41,41,0.9560985556522259,False
