audit_id,human_row_id,id1,id2,category,target,predict,mismatch_type,selection_reason,title1,title2,compact1,compact2,product_text_1,product_text_2
105,327821,764504282047,704374764116,Автотовары,0.0,0.7057850278370112,FP,lexical_surprise,петля капота lada 2170 правая 21700840701000,петля капота ваз 2170 правая lada 21700-8407010-00,Название: петля капота lada 2170 правая 21700840701000 | тип автотехники: легковые автомобили | назначение: капот,Название: петля капота ваз 2170 правая lada 21700-8407010-00 | бренд: нет бренда | артикул: в147001 | партномер (артикул производителя): 758 | тип: петля капота,"Категория: Автотовары
Название: петля капота lada 2170 правая 21700840701000
тип автотехники: легковые автомобили
вид: правая петля
назначение: капот
соответствующие коды oe: 21700840701000","Категория: Автотовары
Название: петля капота ваз 2170 правая lada 21700-8407010-00
бренд: нет бренда
артикул: в147001
партномер (артикул производителя): 758
тип: петля капота"
106,303980,712964593005,575525685203,Аптека,0.0,0.7057850278370112,FP,confident_minilm_v1_error,"очки рц 66-68 корригирующие (+2.00) ralph 0491-c1, с футляром, цвет черный, линзы пластик","очки рц 66-68 корригирующие (+2.00) ralph 0491-c1, без футляра, цвет черный, линзы пластик, рц 66-68","Название: очки рц 66-68 корригирующие (+2.00) ralph 0491-c1, с футляром, цвет черный, линзы пластик | страна бренда: китай | цвет заушника: черный | цвет оправы: черный | материал линз: пластик | материал оправы: пластик | высота линзы: 34 мм | длина заушника: 140 мм | назначение: корректирующие | особенности: салфетка в комплекте, флексовое крепление дужек, футляр в комплекте | ширина линзы: 55 мм | ширина моста: 17 мм | ширина оправы: 142 мм","Название: очки рц 66-68 корригирующие (+2.00) ralph 0491-c1, без футляра, цвет черный, линзы пластик, рц 66-68 | бренд: ralh | тип: очки для чтения | размер заушника, мм: 140 | размер моста на переносице, мм: 17 | размеры, мм: 142x55x34 | название цвета: черный | цвет товара: черный | материал линз: пластик | материал оправы очков: пластик | комплектация: готовые очки 1шт + салфетка в подарок | высота линзы, мм: 34 | общая ширина, мм: 142 | страна-изготовитель: китай | ширина линзы, мм: 55","Категория: Аптека
Название: очки рц 66-68 корригирующие (+2.00) ralph 0491-c1, с футляром, цвет черный, линзы пластик
страна бренда: китай
цвет заушника: черный
цвет оправы: черный
материал линз: пластик
материал оправы: пластик
высота линзы: 34 мм
диоптрии: + 2.00
длина заушника: 140 мм
конструкция: ободковая
межцентровое расстояние: 66-68
назначение: корректирующие
особенности: салфетка в комплекте, флексовое крепление дужек, футляр в комплекте
покрытие линз: отсутствует
пол: унисекс
форма оправы: прямоугольная
ширина линзы: 55 мм
ширина моста: 17 мм
ширина оправы: 142 мм","Категория: Аптека
Название: очки рц 66-68 корригирующие (+2.00) ralph 0491-c1, без футляра, цвет черный, линзы пластик, рц 66-68
бренд: ralh
тип: очки для чтения
размер заушника, мм: 140
размер моста на переносице, мм: 17
размеры, мм: 142x55x34
название цвета: черный
цвет товара: черный
материал линз: пластик
материал оправы очков: пластик
комплектация: готовые очки 1шт + салфетка в подарок
высота линзы, мм: 34
гарантийный срок: 90
затемнение: нет
коллекция (год): 2023
конструкция очков: ободковые
наличие флексов: да
общая ширина, мм: 142
оптическая сила: +2.00
покрытие линз: нет
пол: женский
расстояние между оптическими центрами: 66-68
стиль оправы: повседневный
страна-изготовитель: китай
форма лица: квадратная
форма оправы: прямоугольная
цилиндр (cyl): 0
ширина линзы, мм: 55"
107,310209,721554637412,627065279065,Аптека,0.0,0.5,FP,confident_minilm_v1_error,"бандаж коленного сустава с волокнами бамбука к-901 комф-орт, xl",комф-орт / бандаж для коленного сустава к-901,"Название: бандаж коленного сустава с волокнами бамбука к-901 комф-орт, xl | бренд: комф-орт | тип: бандаж | вид бандажа: на коленный сустав | размер: xl | цвет товара: серый | материал: текстиль | страна-изготовитель: россия",Название: комф-орт / бандаж для коленного сустава к-901 | комплектация: упаковка,"Категория: Аптека
Название: бандаж коленного сустава с волокнами бамбука к-901 комф-орт, xl
бренд: комф-орт
тип: бандаж
вид бандажа: на коленный сустав
размер: xl
цвет товара: серый
материал: текстиль
степень фиксации: слабая
сторона: универсальная
страна-изготовитель: россия
целевая аудитория: взрослая","Категория: Аптека
Название: комф-орт / бандаж для коленного сустава к-901
комплектация: упаковка
валюта: rub
страна производства: россия"
108,17826,34359847717,34359874808,Бытовая химия,0.0,0.5312093733737563,FP,confident_minilm_v1_error,"grass / средство для пола arena с полирующим эффектом, 1 л","средство с полирующим эффектом для пола ""arena"" 1 л","Название: grass / средство для пола arena с полирующим эффектом, 1 л | объем (л): 1 л | вес товара с упаковкой (г): 1050 г | комплектация: 1 шт | высота упаковки: 30 см | длина упаковки: 11 см | назначение средства: для пола; для роботов пылесосов | ширина упаковки: 7 см","Название: средство с полирующим эффектом для пола ""arena"" 1 л | бренд: grass | тип: средство чистящее для пола | объем, мл: 1000 | вес товара, г: 1200 | аромат: лотос | назначение моющего, чистящего средства: для пола/ламината | состав: ≥30% очищенная вода; <5%: неионогенные пав, амфотерные пав, соль эдта, воск, изопропанол, ароматизирующая добавка, краситель. | страна-изготовитель: россия | форма выпуска средства: концентрат","Категория: Бытовая химия
Название: grass / средство для пола arena с полирующим эффектом, 1 л
объем (л): 1 л
вес товара с упаковкой (г): 1050 г
комплектация: 1 шт
валюта: rub
высота упаковки: 30 см
длина упаковки: 11 см
назначение средства: для пола; для роботов пылесосов
страна производства: россия
ширина упаковки: 7 см
эффект средства: удаление запахов; удаление грязи; удаление пыли","Категория: Бытовая химия
Название: средство с полирующим эффектом для пола ""arena"" 1 л
бренд: grass
тип: средство чистящее для пола
объем, мл: 1000
вес товара, г: 1200
аромат: лотос
назначение моющего, чистящего средства: для пола/ламината
особенности применения: не требует смывания водой
состав: ≥30% очищенная вода; <5%: неионогенные пав, амфотерные пав, соль эдта, воск, изопропанол, ароматизирующая добавка, краситель.
страна-изготовитель: россия
форма выпуска средства: концентрат
целевая аудитория: взрослая"
109,121049,283467910787,420906867582,Бытовая химия,0.0,0.6224593312018546,FP,confident_minilm_v1_error,сода кальцинированная 600 гр,сода кальцинированная дбх порошок 600 г,Название: сода кальцинированная 600 гр | тип средства: порошок | вес товара с упаковкой (г): 600 г | высота упаковки: 20 см | длина упаковки: 11 см | назначение стирального средства: стирка; дезинфекция; уборка | состав: сода кальцинированная 100% | ширина упаковки: 5 см,"Название: сода кальцинированная дбх порошок 600 г | бренд: дбх | артикул: 1696490 | тип: универсальное чистящее средство | вес товара, г: 600 | назначение моющего, чистящего средства: универсальное | страна-изготовитель: россия | форма выпуска средства: порошок","Категория: Бытовая химия
Название: сода кальцинированная 600 гр
тип средства: порошок
вес товара с упаковкой (г): 600 г
валюта: rub
высота упаковки: 20 см
длина упаковки: 11 см
назначение стирального средства: стирка; дезинфекция; уборка
состав: сода кальцинированная 100%
страна производства: россия
ширина упаковки: 5 см
эффект средства: умягчает воду","Категория: Бытовая химия
Название: сода кальцинированная дбх порошок 600 г
бренд: дбх
артикул: 1696490
тип: универсальное чистящее средство
вес товара, г: 600
единиц в одном товаре: 1
назначение моющего, чистящего средства: универсальное
страна-изготовитель: россия
форма выпуска средства: порошок"
110,146160,343597437458,558345899586,Бытовая химия,0.0,0.9525741264858409,FP,confident_minilm_v1_error,"акватория макси-пул-комплекс, 500мл",акватория / средство для бассейна акватория макси-пул-комплекс,"Название: акватория макси-пул-комплекс, 500мл | бренд: нет бренда | артикул: sh6477442 | тип: химия для бассейнов | назначение моющего, чистящего средства: для бассейнов | состав: натриевая соль дихлоризоциануровой кислоты - дигидрат, 56% активного хлора | страна-изготовитель: россия | форма выпуска средства: жидкость",Название: акватория / средство для бассейна акватория макси-пул-комплекс | объем (мл): 500 мл | вес с упаковкой (кг): 0.5 кг | комплектация: флакон + мерный колпачок,"Категория: Бытовая химия
Название: акватория макси-пул-комплекс, 500мл
бренд: нет бренда
артикул: sh6477442
тип: химия для бассейнов
назначение моющего, чистящего средства: для бассейнов
состав: натриевая соль дихлоризоциануровой кислоты - дигидрат, 56% активного хлора
страна-изготовитель: россия
форма выпуска средства: жидкость
целевая аудитория: взрослая","Категория: Бытовая химия
Название: акватория / средство для бассейна акватория макси-пул-комплекс
объем (мл): 500 мл
вес с упаковкой (кг): 0.5 кг
комплектация: флакон + мерный колпачок
валюта: rub
страна производства: россия"
111,260829,609885434031,678604943935,Бытовая химия,0.0,0.8933094110250331,FP,confident_minilm_v1_error,sanita / средство для удаления ржавчины и известкового налета 500 г,"sanita гель-очиститель от ржавчины,антиржавчина, 500г.","Название: sanita / средство для удаления ржавчины и известкового налета 500 г | объем (мл): 500 мл | вес товара с упаковкой (г): 560 г | комплектация: 1 шт. | высота упаковки: 24 см | длина упаковки: 9 см | состав: ≥ 15%, но 30%: смесь кислот, в том числе щавелевая кислота, 5% нпав | ширина упаковки: 5 см","Название: sanita гель-очиститель от ржавчины,антиржавчина, 500г. | бренд: sanita | артикул: 141303 | тип: специальное чистящее средство | объем, мл: 500 | состав: ≥ 15%, но < 30%: смесь кислот, в том числе щавелевая кислота, < 5% нпав. | страна-изготовитель: россия","Категория: Бытовая химия
Название: sanita / средство для удаления ржавчины и известкового налета 500 г
объем (мл): 500 мл
вес товара с упаковкой (г): 560 г
комплектация: 1 шт.
валюта: rub
высота упаковки: 24 см
длина упаковки: 9 см
состав: ≥ 15%, но 30%: смесь кислот, в том числе щавелевая кислота, 5% нпав
страна производства: россия
ширина упаковки: 5 см","Категория: Бытовая химия
Название: sanita гель-очиститель от ржавчины,антиржавчина, 500г.
бренд: sanita
артикул: 141303
тип: специальное чистящее средство
объем, мл: 500
единиц в одном товаре: 1
состав: ≥ 15%, но < 30%: смесь кислот, в том числе щавелевая кислота, < 5% нпав.
страна-изготовитель: россия"
112,291973,687194778117,180388717595,Бытовая химия,0.0,0.8519528000888387,FP,confident_minilm_v1_error,"synergetic кондиционер-ополаскиватель для белья ""лавандовое поле"", гипоаллергенный, 1500 мл",synergetic / 1500мл кондиционер-ополаскиватель для белья лавандовое поле,"Название: synergetic кондиционер-ополаскиватель для белья ""лавандовое поле"", гипоаллергенный, 1500 мл | бренд: synergetic | артикул: fr-syne0029-1500-1-fr19p12 | тип: кондиционер, ополаскиватель | объем, мл: 1500 | комплектация: кондиционер-ополаскиватель - 1 штука | аромат: лаванда | название аромата: лавандовое поле | назначение средства для стирки: для белых тканей | состав: дистиллированная вода ˃30%, к-тензиды (растительного происхождения) 5-15%, парфюмерная композиция ""лаванда"" (масла лаванды, лавандина, бергамота, муската, шалфея) , пищевой краситель (кармуазин, бриллиантовый синий). | страна-изготовитель: россия | форма выпуска средства: жидкость",Название: synergetic / 1500мл кондиционер-ополаскиватель для белья лавандовое поле | высота упаковки: 24 см | длина упаковки: 13 см | ширина упаковки: 12 см | эффект средства: ароматизация; бережный уход; придание мягкости,"Категория: Бытовая химия
Название: synergetic кондиционер-ополаскиватель для белья ""лавандовое поле"", гипоаллергенный, 1500 мл
бренд: synergetic
артикул: fr-syne0029-1500-1-fr19p12
тип: кондиционер, ополаскиватель
объем, мл: 1500
комплектация: кондиционер-ополаскиватель - 1 штука
аромат: лаванда
единиц в одном товаре: 1
название аромата: лавандовое поле
назначение средства для стирки: для белых тканей
особенности применения: гипоаллергенность
состав: дистиллированная вода ˃30%, к-тензиды (растительного происхождения) 5-15%, парфюмерная композиция ""лаванда"" (масла лаванды, лавандина, бергамота, муската, шалфея) , пищевой краситель (кармуазин, бриллиантовый синий).
страна-изготовитель: россия
упаковка: бутыль
форма выпуска средства: жидкость
число стирок: 33","Категория: Бытовая химия
Название: synergetic / 1500мл кондиционер-ополаскиватель для белья лавандовое поле
валюта: rub
высота упаковки: 24 см
длина упаковки: 13 см
срок годности: 24 месяца
страна производства: россия
ширина упаковки: 12 см
эффект средства: ароматизация; бережный уход; придание мягкости"
113,94011,214748482568,764504262733,Галантерея и аксессуары,0.0,0.8519528000888387,FP,confident_minilm_v1_error,"зонт детский ""100% magic!"", my little pony, 8 спиц (диаметр) d: 70см","denco / зонт детский, my little pony, 8 спиц 70 см","Название: зонт детский ""100% magic!"", my little pony, 8 спиц (диаметр) d: 70см | бренд: hasbro | тип: зонт | длина в сложенном виде, см: 62 | вес товара, г: 175 | материал купола: пвх (поливинилхлорид) | комплектация: зонт детский 1шт (штука) | диаметр купола, см: 70 | количество спиц: 8 | страна-изготовитель: китай","Название: denco / зонт детский, my little pony, 8 спиц 70 см | тип зонта: трость | цвет: розовый | материал ручки зонта: abs-пластик | комплектация: зонт детский - 1 шт. | высота упаковки: 4 см | длина упаковки: 62 см | ширина упаковки: 7 см","Категория: Галантерея и аксессуары
Название: зонт детский ""100% magic!"", my little pony, 8 спиц (диаметр) d: 70см
бренд: hasbro
тип: зонт
длина в сложенном виде, см: 62
вес товара, г: 175
материал купола: пвх (поливинилхлорид)
комплектация: зонт детский 1шт (штука)
антишторм: нет
диаметр купола, см: 70
количество спиц: 8
коллекция: базовая коллекция
конструкция зонта: трость
механизм зонта: механика
пол: девочки
страна-изготовитель: китай
упаковка: пакет
целевая аудитория: детская","Категория: Галантерея и аксессуары
Название: denco / зонт детский, my little pony, 8 спиц 70 см
тип зонта: трость
цвет: розовый
материал ручки зонта: abs-пластик
комплектация: зонт детский - 1 шт.
валюта: rub
высота упаковки: 4 см
длина упаковки: 62 см
механизм складывания зонта: механика
страна производства: китай
ширина упаковки: 7 см"
114,180095,420906860652,8590023555,Галантерея и аксессуары,0.0,0.9465966750964616,FP,confident_minilm_v1_error,"krasnikova значок krasnikova, белый",krasnikova значок,"Название: krasnikova значок krasnikova, белый | тип: значок | цвет товара: цвет21 | материал: акрил | комплектация: значок 2 шт. | вставка: акрил, без вставок","Название: krasnikova значок | бренд: krasnikova | тип: значок | тип вставки: без вставок | вид замка: булавка | размеры, мм: 35 | вес товара, г: 30 | название цвета: цвет21 | цвет товара: белый | материал: акрил | комплектация: значок 2 шт. | вставка: акрил | количество в упаковке: 2 | страна-изготовитель: россия","Категория: Галантерея и аксессуары
Название: krasnikova значок krasnikova, белый
тип: значок
цвет товара: цвет21
материал: акрил
комплектация: значок 2 шт.
вставка: акрил, без вставок
коллекция: осень-зима 2023
крепление: булавка
отделка: без покрытия
пол: для девочек","Категория: Галантерея и аксессуары
Название: krasnikova значок
бренд: krasnikova
тип: значок
тип вставки: без вставок
вид замка: булавка
размеры, мм: 35
вес товара, г: 30
название цвета: цвет21
цвет товара: белый
материал: акрил
комплектация: значок 2 шт.
возраст украшения: современное
вставка: акрил
гарантийный срок: 12 месяцев
дизайн: подарок
количество в упаковке: 2
коллекция: осень-зима 2023
покрытие: без покрытия
пол: девочки
стиль украшения: повседневный
страна-изготовитель: россия
тематика: другое
упаковка: пакет
целевая аудитория: взрослая"
115,350515,816043917002,51539654936,Галантерея и аксессуары,0.0,0.5621765008857981,FP,confident_minilm_v1_error,"сумка на пояс ""marvel"", 25*6*13, отд на молнии, без подклада, красный","marvel / сумка поясная, 25х6х13 см, на молнии, мстители","Название: сумка на пояс ""marvel"", 25*6*13, отд на молнии, без подклада, красный | бренд: нет бренда | тип: сумка на пояс | цвет товара: разноцветный | материал: оксфорд | комплектация: сумка на пояс 1шт. | страна-изготовитель: китай","Название: marvel / сумка поясная, 25х6х13 см, на молнии, мстители | цвет: красный | материал изделия: текстиль | комплектация: 7728773/детские | 1 шт.","Категория: Галантерея и аксессуары
Название: сумка на пояс ""marvel"", 25*6*13, отд на молнии, без подклада, красный
бренд: нет бренда
тип: сумка на пояс
цвет товара: разноцветный
материал: оксфорд
комплектация: сумка на пояс 1шт.
коллекция: базовая коллекция
пол: мальчики
стиль: спорт
страна-изготовитель: китай","Категория: Галантерея и аксессуары
Название: marvel / сумка поясная, 25х6х13 см, на молнии, мстители
цвет: красный
материал изделия: текстиль
комплектация: 7728773/детские | 1 шт.
валюта: rub
страна производства: китай"
116,357624,833223794238,678604849952,Галантерея и аксессуары,0.0,0.6224593312018546,FP,lexical_surprise,"ремешок для часов ""соломон"" 14 мм, натуральная кожа, l-20 см, черный","соломон / ремешок для часов 'соломон' 14 мм, натуральная кожа, l-20 см","Название: ремешок для часов ""соломон"" 14 мм, натуральная кожа, l-20 см, черный | бренд: соломон | тип: ремешок для часов | вес товара, г: 10 | название цвета: ремешок для часов ""соломон"" 14 мм, натуральная кожа, l-20 см, черный | цвет товара: черный | комплектация: ремешок для наручных часов - 1 шт | длина ремешка, мм: 200 | страна-изготовитель: китай | ширина ремешка, мм: 14","Название: соломон / ремешок для часов 'соломон' 14 мм, натуральная кожа, l-20 см","Категория: Галантерея и аксессуары
Название: ремешок для часов ""соломон"" 14 мм, натуральная кожа, l-20 см, черный
бренд: соломон
тип: ремешок для часов
вес товара, г: 10
название цвета: ремешок для часов ""соломон"" 14 мм, натуральная кожа, l-20 см, черный
цвет товара: черный
комплектация: ремешок для наручных часов - 1 шт
браслет/ремешок: натуральная кожа
длина ремешка, мм: 200
коллекция: базовая коллекция
пол: мужской
страна-изготовитель: китай
упаковка: пакет
целевая аудитория: взрослая
ширина ремешка, мм: 14","Категория: Галантерея и аксессуары
Название: соломон / ремешок для часов 'соломон' 14 мм, натуральная кожа, l-20 см
валюта: rub
страна производства: китай"
117,3263,142672,584115671889,Детские товары,0.0,0.5,FP,confident_minilm_v1_error,"sluban / конструктор космические войны осада крепости, 501 деталь","конструктор космические войны осада крепости, 501 деталь","Название: sluban / конструктор космические войны осада крепости, 501 деталь | вес с упаковкой (кг): 0.795 кг | материал изделия: пластик | высота упаковки: 29 см | длина упаковки: 48 см | количество элементов: 501 | ширина упаковки: 7 см","Название: конструктор космические войны осада крепости, 501 деталь | бренд: denco store | артикул: 421903 | тип: конструктор пластиковый | название цвета: конструктор космические войны осада крепости, 501 деталь | страна-изготовитель: китай","Категория: Детские товары
Название: sluban / конструктор космические войны осада крепости, 501 деталь
вес с упаковкой (кг): 0.795 кг
материал изделия: пластик
валюта: rub
возрастные ограничения: от 6 лет
высота упаковки: 29 см
длина упаковки: 48 см
количество элементов: 501
страна производства: китай
ширина упаковки: 7 см","Категория: Детские товары
Название: конструктор космические войны осада крепости, 501 деталь
бренд: denco store
артикул: 421903
тип: конструктор пластиковый
название цвета: конструктор космические войны осада крепости, 501 деталь
максимальный возраст ребенка: до 18 лет
минимальный возраст ребенка: от 6 лет
страна-изготовитель: китай"
118,35204,77309509754,197568555685,Детские товары,0.0,0.5,FP,lexical_surprise,коляска прогулочная babalo future,babalo / коляска прогулочная babalo future 2024,Название: коляска прогулочная babalo future | бренд: babalo | страна бренда: китай | артикул: babalo23kyzyl | тип: коляска прогулочная | цвет товара: красный | количество колес: 4,"Название: babalo / коляска прогулочная babalo future 2024 | модель коляски: 2024 | тип колес: полиуретановые | цвет: черный, белый, красный | комплектация: дождевик; москитная сетка; накидка на ножки; рюкзак | высота упаковки: 25 см | длина упаковки: 65 см | доп. опции коляски: поворотные передние колеса; регулировка высоты ручки; регулировка наклона спинки | количество колес коляски: 4 | ширина упаковки: 45 см","Категория: Детские товары
Название: коляска прогулочная babalo future
бренд: babalo
страна бренда: китай
артикул: babalo23kyzyl
тип: коляска прогулочная
цвет товара: красный
возрастные группы: от 6 месяцев до 3 лет
количество колес: 4
максимальный возраст ребенка: до 3 лет
минимальный возраст ребенка: 6 месяцев
пол ребенка: унисекс
положение ребенка в коляске: регулируемое
сезонность: круглогодичные","Категория: Детские товары
Название: babalo / коляска прогулочная babalo future 2024
модель коляски: 2024
тип колес: полиуретановые
цвет: черный, белый, красный
комплектация: дождевик; москитная сетка; накидка на ножки; рюкзак
валюта: rub
возрастные ограничения: 6+
высота упаковки: 25 см
длина упаковки: 65 см
доп. опции коляски: поворотные передние колеса; регулировка высоты ручки; регулировка наклона спинки
количество колес коляски: 4
механизм складывания: книжка
система амортизации: пружины
страна производства: китай
ширина упаковки: 45 см"
119,193089,455266534459,420906851344,Детские товары,0.0,0.5926665999540697,FP,lexical_surprise,lego / конструктор железный человек: схватка с железным торговцем,конструктор lego super heroes железный человек: схватка с железным торговцем,Название: lego / конструктор железный человек: схватка с железным торговцем | артикул lego: лего марвел; lego marvel; lego dc | материал изделия: пластик; подарок | комплектация: конструктор железный человек | высота упаковки: 30 см | длина упаковки: 7 см | количество элементов: 497 элементов | серия конструктора: iron man; железный человек; super heroes | совместимость конструктора: лего; lego; creator ideas | ширина упаковки: 32 см,Название: конструктор lego super heroes железный человек: схватка с железным торговцем | бренд: нет бренда | артикул: 00-00090383 | тип: конструктор пластиковый,"Категория: Детские товары
Название: lego / конструктор железный человек: схватка с железным торговцем
артикул lego: лего марвел; lego marvel; lego dc
материал изделия: пластик; подарок
комплектация: конструктор железный человек
валюта: rub
высота упаковки: 30 см
длина упаковки: 7 см
количество элементов: 497 элементов
особенности конструктора: железный человек; марвел мстители; marvel
серия конструктора: iron man; железный человек; super heroes
совместимость конструктора: лего; lego; creator ideas
страна производства: китай
ширина упаковки: 32 см","Категория: Детские товары
Название: конструктор lego super heroes железный человек: схватка с железным торговцем
бренд: нет бренда
артикул: 00-00090383
тип: конструктор пластиковый
максимальный возраст ребенка: до 10 лет
минимальный возраст ребенка: от 1 года"
120,356831,833223762222,17179912869,Детские товары,0.0,0.7057850278370112,FP,confident_minilm_v1_error,"набор букв и цифр стамм касса (веер) гласные-согласные буквы и цифры вк12, 23х29 см, белый","веер-касса набор (3 веера) гласные-согласные буквы и цифры, вк12","Название: набор букв и цифр стамм касса (веер) гласные-согласные буквы и цифры вк12, 23х29 см, белый | тип: набор букв и цифр | размеры: 23x29 cм | вес: 157 г | материал: пластик, полипропилен | подробная комплектация: 3 веера - гласные, согласные буквы и цифры от 1 до 20 | количество: 3 шт.","Название: веер-касса набор (3 веера) гласные-согласные буквы и цифры, вк12 | бренд: стамм | тип: обучающая игра | название цвета: белый | цвет товара: белый | количество элементов, шт: 123 | страна-изготовитель: россия","Категория: Детские товары
Название: набор букв и цифр стамм касса (веер) гласные-согласные буквы и цифры вк12, 23х29 см, белый
тип: набор букв и цифр
размеры: 23x29 cм
вес: 157 г
материал: пластик, полипропилен
подробная комплектация: 3 веера - гласные, согласные буквы и цифры от 1 до 20
возраст: от 10 месяцев
количество: 3 шт.
тема изучения: цифры","Категория: Детские товары
Название: веер-касса набор (3 веера) гласные-согласные буквы и цифры, вк12
бренд: стамм
тип: обучающая игра
название цвета: белый
цвет товара: белый
количество элементов, шт: 123
максимальный возраст ребенка: до 18 лет
минимальный возраст ребенка: от 3 лет
пол ребенка: унисекс
страна-изготовитель: россия"
121,6700,8590062952,670015023150,Дом и сад,0.0,0.8519528000888387,FP,confident_minilm_v1_error,"kukmara / казан алюминиевый с антипригарным покрытием 3,5 л","kukmara, казан, 3,5 литров, стеклянная крышка, литые ручки, антипригарное покрытие, цвет чёрный","Название: kukmara / казан алюминиевый с антипригарным покрытием 3,5 л | объем казана: 3,5 л. | вес с упаковкой (кг): 2.2 кг | цвет: черный | материал посуды: литой алюминий | комплектация: казан - 1 шт. | высота упаковки: 13 см | длина упаковки: 36 см | ширина предмета: 26 см | ширина упаковки: 30 см","Название: kukmara, казан, 3,5 литров, стеклянная крышка, литые ручки, антипригарное покрытие, цвет чёрный | бренд: kukmara | артикул: sl-2467071-1-sl275p1-106 | тип: казан | вид блюда: плов | вид выпуска товара: фабричное производство | вид казана: узбекский | размер крышки, см: 26 | объем, л: 3.5 | цвет товара: черный | материал казана: алюминий | комплектация: казан 3,5 л, 1 штука | особенности посуды: крышка в комплекте | совместимые плиты: для газовых плит | страна-изготовитель: россия","Категория: Дом и сад
Название: kukmara / казан алюминиевый с антипригарным покрытием 3,5 л
объем казана: 3,5 л.
вес с упаковкой (кг): 2.2 кг
цвет: черный
материал посуды: литой алюминий
комплектация: казан - 1 шт.
валюта: rub
высота упаковки: 13 см
длина упаковки: 36 см
особенности сковород/кастрюль: с крышкой; с ручками
страна производства: россия
толщина стенок: 4 мм
ширина предмета: 26 см
ширина упаковки: 30 см","Категория: Дом и сад
Название: kukmara, казан, 3,5 литров, стеклянная крышка, литые ручки, антипригарное покрытие, цвет чёрный
бренд: kukmara
артикул: sl-2467071-1-sl275p1-106
тип: казан
вид блюда: плов
вид выпуска товара: фабричное производство
вид казана: узбекский
размер крышки, см: 26
объем, л: 3.5
цвет товара: черный
материал казана: алюминий
комплектация: казан 3,5 л, 1 штука
крышка: с крышкой
особенности посуды: крышка в комплекте
совместимые плиты: для газовых плит
страна-изготовитель: россия
упаковка: картонная коробка"
122,110891,257698122606,627065314213,Дом и сад,0.0,0.5312093733737563,FP,confident_minilm_v1_error,"семена репа ""петровская"", 1 г","урожай удачи семена репа ""петровская"" 1 гр","Название: семена репа ""петровская"", 1 г | бренд: нет бренда | артикул: vp2746572 | тип: семена | комплектация: изделие в упаковке | страна-изготовитель: россия","Название: урожай удачи семена репа ""петровская"" 1 гр | вес упаковки: 1 г | посадочный материал: семена","Категория: Дом и сад
Название: семена репа ""петровская"", 1 г
бренд: нет бренда
артикул: vp2746572
тип: семена
комплектация: изделие в упаковке
страна-изготовитель: россия","Категория: Дом и сад
Название: урожай удачи семена репа ""петровская"" 1 гр
вес упаковки: 1 г
посадочный материал: семена
дополнительная информация: скорость созревания: раннеспелый;
культура: овощи
сорт: гибридный"
