split,specialist,direction,id1,id2,category,target,bge_probability,specialist_probability,absolute_error_gain,logloss_gain,title_1,title_2,title_token_set,brand_match,brand_conflict,model_code_match,model_code_conflict,title_code_match,title_code_conflict,primary_conflict_type
hard,rumodernbert,specialist_better,68719508869,498216239314,Строительство и ремонт,1.0,0.08240699768066406,0.6202484369277954,0.5378414392471313,2.0184497458820148,"изразец, панно, декор настенный керамический 11.5 см","магазин артёма фонарёва изразец керамический птица 11.5 см, 175178700",0.5950413346290588,1.0,0.0,0.0,0.0,0.0,0.0,dimensions
hard,rumodernbert,specialist_better,85899463104,420906857126,Аптека,0.0,0.7241397500038147,0.18697059154510498,0.5371691584587097,1.0808728847649087,без бренда для стильной красотки готовые очки для дали с uv защитой -2.0,для стиля готовые очки для дали с uv защитой -2.0,0.9285714030265808,0.0,0.0,0.0,0.0,0.0,0.0,power
hard,rumodernbert,specialist_better,369367246540,781684074472,Бытовая химия,0.0,0.8209168314933777,0.2998656928539276,0.5210511386394501,1.363421857527791,domestos / domestos стикер для очищения унитаза лимонная свежесть 10 уп,"стикер для очищения унитаза domestos attaх ""лимонная свежесть"", 3 шт, 10 г",0.8529411554336548,0.0,0.0,0.0,0.0,0.0,0.0,weight
hard,rumodernbert,bge_better,369367221367,180388762835,Музыкальные инструменты,1.0,0.9763464331626892,0.027159735560417175,-0.949186697602272,-3.5820819091620506,terris / электрогитара шестиструнная tlp 039 wh,terris tlp-039 wh - электрогитара шестиструнная,0.8936170339584351,0.0,0.0,0.0,0.0,0.0,0.0,none
hard,rumodernbert,bge_better,755914265373,541165981897,Бытовая химия,0.0,0.052118055522441864,0.860190749168396,-0.8080726936459541,-1.9139509638482273,"prosept / средство для удаления клейкой ленты, клея duty universal 2 л","аэрозоль для удаления клейкой ленты, клея, наклеек duty universal, комплект:2шт.",0.6800000071525574,0.0,0.0,0.0,0.0,0.0,0.0,none
hard,rumodernbert,bge_better,403726955998,627065260279,Ювелирные изделия,0.0,0.04725378379225731,0.7356204986572266,-0.6883667148649693,-1.2819629922919076,"ювелир карат кольцо ювелир карат, красное золото, 585 проба, фианит, размер 18.5","jc кольцо женское золотое 585 с фианитами, золото 585",0.5081967115402222,0.0,0.0,0.0,1.0,0.0,1.0,size
hard,rumodernbert,bge_better,335007479564,790274097347,Товары для животных,1.0,0.8432549238204956,0.1627800464630127,-0.6804748773574829,-1.644869431690764,grandorf / adult indoor 4 вида мяса 2кг,grandorf indoor probiotic  2 кг полнорационный сухой корм для взрослых кошек от 1 года с нормальной активностью ( грандорф индор 4 вида мяса  с рисом ) ,0.8181818127632141,0.0,0.0,0.0,0.0,0.0,0.0,weight
hard,rumodernbert,bge_better,695784800535,738734473841,Строительство и ремонт,0.0,0.16951113939285278,0.8273375034332275,-0.6578263640403748,-1.570675713946156,gauss лампа led filament свеча на ветру e14 9w 710lm 4100k sq104801209,gauss лампа filament свеча на ветру 9w 710lm 4100к е14 led,0.9056603908538818,0.0,0.0,0.0,0.0,1.0,1.0,pack_count
hard,rumodernbert,bge_better,60129544149,850403582652,Музыкальные инструменты,0.0,0.190276637673378,0.8315977454185486,-0.6413211077451706,-1.5703371713711893,flight fbg-2039 skater - чехол для акустической гитары утепленный (3мм),flight / fbg 2039 чехол для акустической гитары утепленный (3мм),0.9059829115867615,0.0,0.0,0.0,0.0,0.0,0.0,dimensions
hard,rumodernbert,bge_better,833223683393,377957150703,Музыкальные инструменты,1.0,0.9645331501960754,0.32729053497314453,-0.6372426152229309,-1.0807959395149278,струны для электрогитары 2626-2 (12-56),ernie ball / струны для электрогитары 2626+2 (12-56),0.9014084339141846,0.0,0.0,0.0,0.0,0.0,0.0,none
hard,rumodernbert,bge_better,412316871781,395137139079,Электроника,1.0,0.7644050717353821,0.14516547322273254,-0.6192395985126495,-1.661223560874937,"poco смартфон poco m5s (ru) 4/128 гб, голубой",смартфон poco m5s 128gb blue ru,0.7083333134651184,0.0,0.0,0.0,1.0,0.0,1.0,size
hard,rumodernbert,bge_better,369367310752,309237686848,Красота и гигиена,1.0,0.9181670546531677,0.30142754316329956,-0.6167395114898682,-1.1138496847087096,"ножницы маникюрные metzger cs-908 cvd, матовый серебристый","metzger, ножницы для кожи cs-908-d (cvd) твизеры изогнутые матовые",0.6290322542190552,0.0,0.0,0.0,0.0,0.0,1.0,model_number
hard,rumodernbert,bge_better,420906840046,670015061239,Мебель,0.0,0.12228568643331528,0.7228802442550659,-0.6005945578217506,-1.1528714135367941,"е1 шкаф-купе 2,1 экспресс 3-х дверный 210 х 240 х 45 фотопечать на стекле №1026 ночной лондон венге","шкаф-купе 2,1 экспресс 3-х дверный 210 х 240 х 45 фотопечать на стекле №1026 ночной лондон венге",1.0,0.0,0.0,0.0,0.0,1.0,1.0,pack_count
hard,rumodernbert,bge_better,498216220332,240518311007,Бытовая химия,0.0,0.13263247907161713,0.71727454662323,-0.5846420675516129,-1.12098648917945,"grass / пятновыводитель для белых тканей , спрей g-oxi","пятновыводитель grass g-oxi, спрей, для белых тканей, кислородный, 600 мл",0.8031495809555054,0.0,0.0,0.0,0.0,0.0,0.0,none
hard,rumodernbert,bge_better,403726994983,274877971081,Красота и гигиена,0.0,0.18733029067516327,0.7498142719268799,-0.5624839812517166,-1.1781212110761556,"набор несмываемый крем-флюид + спрей для волос 15 в 1 ollin perfect hair, 250+250 мл",ollin professional / крем-спрей несмываемый 15 в 1 250 мл ollin perfect hair,0.7402597665786743,0.0,0.0,0.0,0.0,0.0,0.0,none
ood,minilm,specialist_better,34359873268,738734440594,Бытовая техника,0.0,0.9736053943634033,0.0547889769077301,0.9188164174556732,3.57824855009791,irit / плитка электрическая irit ir-8222,плитка электрическая irit ir-8220,0.9411764740943909,0.0,0.0,0.0,0.0,0.0,1.0,pack_count
ood,minilm,specialist_better,661424988146,463856476501,Бытовая техника,0.0,0.9389128684997559,0.08043171465396881,0.858481153845787,2.7116030745984117,сплит-система инверторного типа ballu igreen pro dc bsagi-12hn8 комплект,сплит-система ballu igreen pro bsag-12hn8 комплект,0.8764045238494873,0.0,0.0,0.0,0.0,0.0,1.0,weight
ood,minilm,specialist_better,601295535110,326417579043,Бытовая техника,1.0,0.1516316831111908,0.9316421151161194,0.7800104320049286,1.8154943014122613,caso / микроволновая печь caso mg 20 eсostyle ceramic,микроволновая печь caso mg20 ecostyle ceramic,0.9032257795333862,0.0,0.0,0.0,0.0,0.0,0.0,volume
ood,minilm,specialist_better,824633814494,807453942844,Бытовая техника,0.0,0.9371452331542969,0.15839843451976776,0.7787467986345291,2.5944799251450124,настольная плита homestar hs-1104,"homestar / плитка электрическая homestar hs-1104, 2 конф",0.625,0.0,0.0,0.0,0.0,1.0,1.0,pack_count
ood,minilm,specialist_better,472446466105,17180022131,Бытовая техника,0.0,0.9458761215209961,0.17288801074028015,0.7729881107807159,2.7266646369653107,сплит-система инверторного типа ballu igreen pro dc bsagi-12hn8 комплект,ballu / настенный кондиционер ballu (сплит-система) bsag-12hn8,0.390625,0.0,0.0,0.0,0.0,0.0,1.0,weight
ood,minilm,specialist_better,180388692110,627065366540,Бытовая техника,1.0,0.16980135440826416,0.9147523641586304,0.7449510097503662,1.6840241380450651,морозильный ларь renova fc-320c,"renova морозильник-ларь fc-320с белый, белый",0.6666666865348816,0.0,0.0,0.0,0.0,0.0,1.0,weight
ood,minilm,specialist_better,154618865678,558345758532,Бытовая техника,0.0,0.7774931192398071,0.04713431000709534,0.7303588092327118,1.4545159339286258,gorenje / чайник k17cli,"чайник электрический gorenje k17clin 739543, белый",0.7567567825317383,0.0,0.0,0.0,0.0,0.0,1.0,volume
ood,minilm,specialist_better,592705529322,377957194300,Бытовая техника,0.0,0.7357001304626465,0.036797069013118744,0.6989030614495277,1.293179789523677,электрическая плитка злата-214т,настольная электрическая плитка злата 214т,0.7843137383460999,1.0,0.0,0.0,0.0,0.0,1.0,model_number
ood,minilm,specialist_better,558345823404,309237805466,Бытовая техника,1.0,0.06320111453533173,0.7531083822250366,0.6899072676897049,2.4778872152901616,холодильник pozis rk-103 серый,"pozis холодильник pozis rk-103, графит глянцевый",0.7777777910232544,1.0,0.0,0.0,0.0,1.0,1.0,pack_count
ood,minilm,specialist_better,747324315942,532575974672,Бытовая техника,1.0,0.10289472341537476,0.7861294746398926,0.6832347512245178,2.033415142105267,решетка(средняя) для мясорубки maunfeld:wr,makarov home / решётка для мясорубки maunfeld mmg,0.6593406796455383,0.0,0.0,0.0,0.0,0.0,0.0,none
ood,minilm,specialist_better,343597487941,781684072382,Бытовая техника,1.0,0.271431565284729,0.9405355453491211,0.6691039800643921,1.2427393960900965,чайник электрический scarlett sc-ek27g34 17 л черный,"чайник электрический scarlett sc-ek27g34 черный 1,7л, 2200вт",0.9494949579238892,0.0,1.0,1.0,1.0,1.0,1.0,volume
ood,minilm,specialist_better,618475376493,438086738903,Бытовая техника,0.0,0.8246606588363647,0.1595611572265625,0.6650995016098022,1.5672009986160818,"country 25 (античный дуб)+sparta 25,5","realflame электрокамин country 25/25,5 wt с очагом sparta 25,5",0.4897959232330322,0.0,0.0,0.0,0.0,0.0,0.0,none
ood,minilm,bge_better,412316905928,412316920551,Бытовая техника,1.0,0.9825688600540161,0.04699159413576126,-0.9355772659182549,-3.0402016903169167,gorenje / парогенератор gorenje sgh 2200lbc,парогенератор gorenje sgh2200lbc,0.8656716346740723,0.0,0.0,0.0,0.0,0.0,1.0,model_number
ood,minilm,bge_better,403726925920,266288019386,Бытовая техника,1.0,0.915976881980896,0.05752291530370712,-0.8584539666771889,-2.7678077309100266,хлебопечка redmond rbm-m 1911,хлебопечь redmond rbm-m1911,0.7857142686843872,0.0,0.0,0.0,1.0,0.0,1.0,size
ood,minilm,bge_better,360777273022,206158475769,Бытовая техника,1.0,0.8747366070747375,0.03588683158159256,-0.838849775493145,-3.193552400664416,варочная панель zigmund & shtain cn 42.6 b,варочная панель электрическая zigmund & shtain cn 43.6 b,0.9367088675498962,0.0,0.0,0.0,0.0,0.0,0.0,size
ood,minilm,bge_better,92485,541165967710,Бытовая техника,1.0,0.8625966310501099,0.044293612241744995,-0.8183030188083649,-2.9691067051644264,"микроволновая печь встраиваемая siemens bf634lgs1, черно-серый",микроволновая печь siemens bf 634 lgs1 черный,0.7663551568984985,0.0,0.0,0.0,0.0,0.0,1.0,none
ood,minilm,bge_better,240518232472,764504236371,Одежда,0.0,0.05821593105792999,0.866603434085846,-0.808387503027916,-1.954449631746167,комбинезон совенок дона,комбинезон совенок дона,1.0,0.0,0.0,0.0,0.0,0.0,0.0,size
ood,minilm,bge_better,395137010785,695784814446,Бытовая техника,1.0,0.974122941493988,0.1797635555267334,-0.7943593859672546,-1.6898951119966663,встраиваемый духовой шкаф midea mo68100gw,встраиваемый электрический духовой шкаф midea mo 68100 gw,0.8611111044883728,0.0,0.0,0.0,0.0,0.0,0.0,dimensions
ood,minilm,bge_better,816043835585,60129626752,Одежда,0.0,0.10558722913265228,0.8457653522491455,-0.7401781231164932,-1.7576922515220206,looks kids / утепленные брюки,брюки,1.0,0.0,0.0,0.0,0.0,0.0,0.0,size
ood,minilm,bge_better,850403554270,326417597049,Бытовая техника,1.0,0.8631072640419006,0.12736494839191437,-0.7357423156499863,-1.9134824004919762,пылесборник topperr sm 9 для пылесосов samsung,пылесборник samsung sm 09,0.936170220375061,0.0,1.0,0.0,1.0,0.0,1.0,pack_count
ood,minilm,bge_better,103079261813,609885357144,Бытовая техника,0.0,0.197637677192688,0.9274439215660095,-0.7298062443733215,-2.403200521412994,сплит-система haier as70s2sf2fa-b/1u70s2sj2fa flexis inverter,сплит-система haier flexis black inverter as70s2sf1fa-b/1u70s2sj2fa,0.9375,0.0,0.0,0.0,0.0,0.0,1.0,weight
ood,minilm,bge_better,592705488371,498216273500,Одежда,0.0,0.031591951847076416,0.7515636682510376,-0.7199717164039612,-1.3604669333592498,блузка ete children,блузка ete children,1.0,0.0,0.0,0.0,0.0,0.0,0.0,none
ood,minilm,bge_better,644245141098,429496825801,Бытовая техника,1.0,0.9225698113441467,0.21352025866508484,-0.7090495526790619,-1.46343133277708,холодильник hotpoint ht 4200 s серебристый,"hotpoint холодильник hts 4200 s, серебристый",0.9767441749572754,1.0,0.0,0.0,1.0,0.0,1.0,pack_count
ood,minilm,bge_better,266288033143,223338376695,Бытовая техника,1.0,0.9437674283981323,0.23747095465660095,-0.7062964737415314,-1.379834447756372,dreame d10 plus white rls3d,"dreame робот-пылесос dreame d10 plus (rls3d), белый, белый",0.7142857313156128,0.0,0.0,0.0,0.0,1.0,0.0,volume
ood,rumodernbert,specialist_better,34359873268,738734440594,Бытовая техника,0.0,0.9736053943634033,0.02311621978878975,0.9504891745746136,3.61120803186889,irit / плитка электрическая irit ir-8222,плитка электрическая irit ir-8220,0.9411764740943909,0.0,0.0,0.0,0.0,0.0,1.0,pack_count
ood,rumodernbert,specialist_better,790274126294,163208797216,Бытовая техника,1.0,0.012809297069907188,0.9587688446044922,0.945959547534585,4.315478767018113,atlant / холодильник двухкамерный хм-4625-101,atlant холодильник хм 4625-101,0.75,0.0,0.0,0.0,0.0,0.0,0.0,none
ood,rumodernbert,specialist_better,824633854161,146029007668,Бытовая техника,1.0,0.039999090135097504,0.9584157466888428,0.9184166565537453,3.176424950178064,блендер погружной galaxy gl 2134,galaxy line / блендер погружной gl2134,0.8857142925262451,0.0,0.0,0.0,0.0,0.0,0.0,volume
ood,rumodernbert,specialist_better,747324337906,661425053617,Бытовая техника,1.0,0.029479749500751495,0.9379461407661438,0.9084663912653923,3.4599889581075884,двухкамерный холодильник atlant хм 4624-181 nl c,атлант холодильник атлант-4624-181 nl,0.5490196347236633,0.0,0.0,0.0,0.0,0.0,0.0,none
ood,rumodernbert,specialist_better,68719499767,463856602093,Бытовая техника,1.0,0.07612134516239166,0.9723348617553711,0.8962135165929794,2.547371539235537,vitek / блендер погружной vitek vt-3408 vt,"vitek погружной блендер vt 3408 vt, фиолетовый",0.8387096524238586,0.0,0.0,0.0,0.0,0.0,0.0,volume
ood,rumodernbert,specialist_better,463856484768,309237787080,Бытовая техника,1.0,0.06086904555559158,0.9529309272766113,0.8920618817210197,2.7508176594426454,гриль электрический galaxy line gl2973,galaxy / электрогриль galaxy gl 2973,0.6268656849861145,0.0,0.0,0.0,1.0,0.0,1.0,dimensions
ood,rumodernbert,specialist_better,240518180724,764504344793,Бытовая техника,1.0,0.1092182844877243,0.9794507026672363,0.870232418179512,2.193643417381157,фен для волос / galaxy  gl4342 / зеленый / 2100 вт ,фен galaxy gl 4342 2100 вт зеленый,0.8666666746139526,1.0,0.0,0.0,1.0,0.0,1.0,model_number
ood,rumodernbert,specialist_better,446676605476,773094175437,Бытовая техника,1.0,0.11247970163822174,0.9695141315460205,0.8570344299077988,2.1540222752115112,духовой шкаф gefest да 612-04,gefest электрический духовой шкаф дэв-612-04,0.7916666865348816,0.0,0.0,0.0,0.0,0.0,0.0,volume
ood,rumodernbert,specialist_better,197568612449,120259236866,Бытовая техника,1.0,0.11695443838834763,0.9563485383987427,0.839394100010395,2.1013379830516477,de luxe / электрическая плита 5004.16э 012 серый,электрическая плита de luxe 5004.16э (исп. 012) серый,0.9333333373069763,0.0,0.0,0.0,1.0,1.0,1.0,weight
ood,rumodernbert,specialist_better,420906804588,721554573283,Бытовая техника,1.0,0.045859117060899734,0.8813815116882324,0.8355223946273327,2.9559165517934267,"galaxy line / блендер gl2134, нержавеющая сталь","блендер погружной galaxy line gl 2134 (1350вт, 12 скоростей+турбо,стакан,венчик, измельчитель)",0.5757575631141663,0.0,0.0,0.0,0.0,0.0,1.0,volume
ood,rumodernbert,specialist_better,360777400718,661425025344,Бытовая техника,1.0,0.0972222238779068,0.9286003112792969,0.8313780874013901,2.2566790847480154,"йогуртница galaxy gl 2689 ,20 вт , 3 режима работы, низкое потребление электроэнергии,",йогуртница galaxy line gl2689,0.739130437374115,0.0,0.0,0.0,0.0,0.0,0.0,none
ood,rumodernbert,specialist_better,249108225624,128849150090,Бытовая техника,1.0,0.061961591243743896,0.8819089531898499,0.819947361946106,2.6555741259930716,"триммер для волос professional cronier cr-9220, черный",cronier 9220 профессиональный триммер,0.593406617641449,0.0,0.0,0.0,0.0,0.0,0.0,weight
ood,rumodernbert,bge_better,618475429352,730144517453,Бытовая техника,1.0,0.984180212020874,0.07448224723339081,-0.9096979647874832,-2.5812482177612135,darina  варочная панель t1 bgm 341 11 x,дарина / газовая варочная панель t1 bgm341 11 x,0.7540983557701111,0.0,0.0,0.0,0.0,0.0,0.0,none
ood,rumodernbert,bge_better,816043816364,163208823050,Бытовая техника,1.0,0.9550703763961792,0.09971791505813599,-0.8553524613380432,-2.2594396798511593,beko / стиральная машина beko rspe 78612s,"beko стиральная машина rspe78612s, серый, серебристый",0.7586206793785095,0.0,0.0,0.0,1.0,0.0,1.0,weight
ood,rumodernbert,bge_better,25769958163,60129611803,Бытовая техника,1.0,0.92725670337677,0.0766584724187851,-0.8505982309579849,-2.492870312603824,"весы кухонные электронные galaxy gl2803 (цена деления 1 г, функция обнуления массы тары) чаша 2,2 л/жидкокристаллический дисплей/элемент питания в комплекте",galaxy / весы кухонные электронные gl 2803,0.8648648858070374,0.0,0.0,0.0,0.0,0.0,1.0,weight
ood,rumodernbert,bge_better,670014967625,137438981863,Бытовая техника,1.0,0.9835920333862305,0.14575865864753723,-0.8378333747386932,-1.909258979868258,холодильник nordfrost nrt 144 032,"холодильник nordfrost nrt 144-032, белый",0.8620689511299133,0.0,0.0,0.0,0.0,0.0,0.0,volume
ood,rumodernbert,bge_better,472446524320,609885469384,Бытовая техника,1.0,0.9895373582839966,0.1560756117105484,-0.8334617465734482,-1.8468969387610699,встраиваемая посудомоечная машина gorenje gv663c61,gorenje встраиваемая посудомоечная машина gv 663c61,0.9504950642585754,1.0,0.0,0.0,1.0,0.0,1.0,size
ood,rumodernbert,bge_better,584115692176,300647825055,Бытовая техника,0.0,0.02118665724992752,0.8391211628913879,-0.8179345056414604,-1.8056894460957973,мясорубка scarlett sc-mg45m21 1800 вт.,scarlett / мясорубка scarlett sc-mg45m20,0.8405796885490417,0.0,1.0,0.0,1.0,0.0,1.0,weight
ood,rumodernbert,bge_better,627065306811,627065298700,Бытовая техника,1.0,0.984063982963562,0.18434776365756989,-0.7997162193059921,-1.6748669246284595,beko / стиральная машина beko rspe 78612 w,"beko стиральная машина rspe78612w, белый",0.7532467246055603,0.0,0.0,0.0,1.0,0.0,1.0,weight
ood,rumodernbert,bge_better,377957275222,171798694426,Бытовая техника,0.0,0.1330651491880417,0.9102747440338135,-0.7772095948457718,-2.268211540903159,smeg / стационарный блендер blf01,"smeg стационарный блендер blf01, черный",0.8620689511299133,0.0,0.0,0.0,0.0,1.0,0.0,volume
ood,rumodernbert,bge_better,627065252012,111669152129,Бытовая техника,0.0,0.11773962527513504,0.8633583784103394,-0.7456187531352043,-1.8651256243040106,indesit bwsa 61051 wsv ru,"indesit стиральная машина bwsb 61051 wwv, белый",0.6842105388641357,0.0,0.0,0.0,0.0,0.0,0.0,weight
ood,rumodernbert,bge_better,678604886091,25769907077,Бытовая техника,0.0,0.17985334992408752,0.9213989973068237,-0.7415456473827362,-2.3450987095596134,ballu bd30mn black,осушитель воздуха ballu bd30mn,0.800000011920929,0.0,0.0,0.0,0.0,1.0,0.0,volume
ood,rumodernbert,bge_better,369367208080,523986017454,Бытовая техника,0.0,0.05503128468990326,0.7935986518859863,-0.7385673671960831,-1.521329256307562,стиральная машина candy css41072d1/2-07,стиральная машина candy cs4 1172d1/2-07,0.8717948794364929,1.0,0.0,0.0,1.0,0.0,1.0,dimensions
ood,rumodernbert,bge_better,335007464884,377957218374,Бытовая техника,0.0,0.05219613015651703,0.7861745357513428,-0.7339784055948257,-1.4889874978736983,nordfrost / холодильник nordfrost rfq-510 nfgy inverter,холодильник side by side nordfrost rfq 510 nfgi inverter,0.8125,0.0,0.0,0.0,1.0,0.0,1.0,volume
