anchor_type,concept,strength,rule_id,canonical_rule,relation,conditional_support,conditional_positive,conditional_negative,conditional_match_prevalence,conditional_wilson_low_95,conditional_wilson_high_95,conditional_max_2_support,anchor_support,anchor_match_prevalence,prevalence_delta_vs_anchor,discovery_effect_class,validation_stability,generation_status,interpretation
brand,brand,weak,rule_f8bfb10f2160e69f,material_composition has a subset or specificity difference,specificity_difference,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,1,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_f8957b689e34ee29,target_life_stage has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_f97a44888f33b9c7,insole_type has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_54976e2421b1e183,package_width has different explicit values,different_value,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_f93b728452421b90,caliber has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_39798bb54a050d99,material_thickness has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_998a9ae48c0c469d,battery_life is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,2525,0.5635643564356435,0.10310231023102312,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_f9f0baa7ec0788e4,sleeping_place_width has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_54656fbc720ee422,string_tension has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_5460864ddc7b3670,fit_characteristic is explicitly known on only one side,missing_one_side,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_712c84505ef14a4d,form_type has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,2,6613,0.45728111295932256,-0.12394777962598924,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_70dd3e799a6d7303,weight_per_unit has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,2,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_779bcc606d7108f5,cutting_width is explicitly known on only one side,missing_one_side,3,3,0,1.0,0.43849391955098227,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_7854084292f45862,max_weight_capacity is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_784a993a330ae855,chemical_base is explicitly known on only one side,missing_one_side,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_74538bc2945b4635,car_count is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,6613,0.45728111295932256,0.20938555370734407,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fad9548a720ff1ac,tire_width is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_facfa2b9ffc59159,plant_height is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_8c3fad5e2fa264c0,chip_included is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,2525,0.5635643564356435,0.10310231023102312,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_8e5a5e2c315fe42a,operating_system has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,2525,0.5635643564356435,-0.5635643564356435,NEGATIVE,SAME_DIRECTION_WEAK,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_90d8c9f304aae0d9,hole_count is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,2525,0.5635643564356435,0.10310231023102312,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_93b0da1fdc876e71,armrest_adjustment has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,2525,0.5635643564356435,-0.5635643564356435,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fa7abed2d69bb766,compatible_car_models has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fb808cd3e7241241,primary_stone has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fb519eb896d68a5b,collar_width is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_740b798142149935,tabletop_shape has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a832f1b83038bba6,has_pickup has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,1,27312,0.28635764499121263,-0.28635764499121263,NEGATIVE,SAME_DIRECTION_WEAK,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a98f6b4d2ba380d4,season_year has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_77fc3c69878cccd9,dishwasher_safe has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_aa153051a3bb6c83,string_winding is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_6d23d59edeb866bc,optical_power_sph has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_109fe3264317cf3c,shelf_life_format has different explicit values,different_value,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,1,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_7a185e3c12ff2fe4,gemstone_type is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,6613,0.45728111295932256,-0.45728111295932256,NEGATIVE,SAME_DIRECTION_WEAK,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a762702d09e811a7,package_scope has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a72ff3c12cd5a9a1,spool_size is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a81acde6f7722e6b,gemstone is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a80ac01896d3b4d9,insulation is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,2,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_78acd58caccfd351,optical_power_cylinder is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_78815846864fedca,usage_scope has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,1,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a7e53878c637ae80,aroma_type has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_76f00fa447e6adaf,tabletop_material has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,6613,0.45728111295932256,-0.12394777962598924,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_73665faf39595b25,insert_type has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,6613,0.45728111295932256,-0.12394777962598924,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_72d232ae334a31ad,key_ingredients has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,2,6613,0.45728111295932256,-0.12394777962598924,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_72cec838b94cba35,insert_type is explicitly known on only one side,missing_one_side,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,6613,0.45728111295932256,-0.12394777962598924,POSITIVE,OPPOSITE_DIRECTION,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_10db56ca141c6a5a,deck_length has different explicit values,different_value,3,3,0,1.0,0.43849391955098227,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_11de4d3d718cbc47,fret_width has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_71a04892bca4d6ed,veterinary_diet is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,6613,0.45728111295932256,0.20938555370734407,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_1049a370e0800815,product_size has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,2,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_81eb6ddfd037758b,socket_count has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,1,6613,0.45728111295932256,-0.12394777962598924,NEGATIVE,OPPOSITE_DIRECTION,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fb240c80a5845b46,size_uk has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fbe955348d74dbc4,total_sachet_count has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_39c2c89ca34c70d8,target_use has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,1,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_881b64caa04f7de6,bed_width has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,1,2525,0.5635643564356435,-0.5635643564356435,NEGATIVE,SAME_DIRECTION_WEAK,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_877fc964cb9d9eac,package_includes_case is explicitly known on only one side,missing_one_side,3,3,0,1.0,0.43849391955098227,1.0,0,2525,0.5635643564356435,0.4364356435643565,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_8ac68531790c7219,key_tonality has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,2,2525,0.5635643564356435,-0.2302310231023102,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_7c9b5a73d94eb56e,shade_material has different explicit values,different_value,3,3,0,1.0,0.43849391955098227,1.0,0,2525,0.5635643564356435,0.4364356435643565,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_7f0cf57133374c3a,total_height has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,2525,0.5635643564356435,-0.5635643564356435,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_7f041531710dc663,compatibility has a subset or specificity difference,specificity_difference,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,3,2525,0.5635643564356435,0.10310231023102312,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_7e16fc9f13e7410f,oxygen_permeability has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,2,2525,0.5635643564356435,-0.5635643564356435,NEGATIVE,SAME_DIRECTION_WEAK,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_3a6ad0c0f0732ef9,chain_weave_type has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a5332d2550e8319d,tuner_type is explicitly known on only one side,missing_one_side,3,3,0,1.0,0.43849391955098227,1.0,0,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a5dba38fc1d15d07,protection_category is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_78d0f2cc0334dea3,active_ingredients is explicitly known on only one side,missing_one_side,3,3,0,1.0,0.43849391955098227,1.0,2,6613,0.45728111295932256,0.5427188870406774,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a43629f0de3091c0,power_cord_length has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a413f732d699bafd,diamond_clarity_color is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a511bd9d705c025d,hardness is explicitly known on only one side,missing_one_side,3,3,0,1.0,0.43849391955098227,1.0,1,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_3a533331225ba0b7,flex_hinges is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_80fd76274fec1cab,case_diameter is explicitly known on only one side,missing_one_side,3,3,0,1.0,0.43849391955098227,1.0,1,2525,0.5635643564356435,0.4364356435643565,NEGATIVE,SAME_DIRECTION_WEAK,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_80e12af5d75b3eb8,total_width is explicitly known on only one side,missing_one_side,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,2525,0.5635643564356435,-0.2302310231023102,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fbddeb9648e854a5,sleeping_width_cm has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fba632ab9c204b71,target_function has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fb99da512d8a518d,lift_mechanism is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_534dfd4ecf86a217,tip_type has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_5322b5c2bcf24841,layer_count is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_5420b3ab30c9cfa5,bean_origin has different explicit values,different_value,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_52aa1e7062220bee,size_specification has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_7993c81dda9301e7,spiciness has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_797dc7bf50d8de9b,package_weight has conflicting title/attribute sources,conflicting_sources,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_a4b2153439f7c40f,fragrance_family has a subset or specificity difference,specificity_difference,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_862ffea095c9d280,string_tension is explicitly known on only one side,missing_one_side,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,6613,0.45728111295932256,-0.12394777962598924,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_8835cf8690a133d0,therapeutic_indication has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,1,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fcd96fa88136a359,sink_model is explicitly known on only one side,missing_one_side,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,0,27312,0.28635764499121263,0.04697568834212068,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fd89701bdb7de244,ukulele_size is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_3ab69b05135853ac,brand_attribute has conflicting title/attribute sources,conflicting_sources,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,2,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_7daca433ca1c4639,door_count is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,2525,0.5635643564356435,0.10310231023102312,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_7ceba929a80de28d,control_type is explicitly known on only one side,missing_one_side,3,3,0,1.0,0.43849391955098227,1.0,0,2525,0.5635643564356435,0.4364356435643565,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_7cdbcaac349b57d7,tire_type is explicitly known on only one side,missing_one_side,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,2,2525,0.5635643564356435,-0.2302310231023102,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fd4e27b07dcb0f34,engraving is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_fd30c2a3c80424bc,coffee_type has different explicit values,different_value,3,3,0,1.0,0.43849391955098227,1.0,1,27312,0.28635764499121263,0.7136423550087874,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_0e6a6639f210c81b,net_volume_unit has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,1,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_87a800567e813e2a,fiber_type has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,6613,0.45728111295932256,-0.45728111295932256,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
product_line,product_line,medium,rule_876129dd823a682c,game_features is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,6613,0.45728111295932256,0.20938555370734407,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_79f51ff25061fbe1,material_color has different explicit values,different_value,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,1,27312,0.28635764499121263,0.380309021675454,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_79f4e05dde923faa,engine_type has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_7a9a898dc3415c49,lens_features is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_6c17cf51563b81db,power has different explicit values,different_value,3,3,0,1.0,0.43849391955098227,1.0,0,2525,0.5635643564356435,0.4364356435643565,NEGATIVE,SAME_DIRECTION_WEAK,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_6c009e492cd87fc4,package_includes is explicitly known on only one side,missing_one_side,3,1,2,0.3333333333333333,0.0614903152761605,0.7923450448735121,3,2525,0.5635643564356435,-0.2302310231023102,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_6bc4c1873e05a014,bed_length has different explicit values,different_value,3,0,3,0.0,0.0,0.5615060804490177,0,2525,0.5635643564356435,-0.5635643564356435,NEGATIVE,SAME_DIRECTION_WEAK,,DIAGNOSTIC_ONLY
exact_model,model_number,strong,rule_6ba851a99a54c30c,target_fish is explicitly known on only one side,missing_one_side,3,2,1,0.6666666666666666,0.2076549551264879,0.9385096847238394,0,2525,0.5635643564356435,0.10310231023102312,UNCERTAIN,DISCOVERY_UNCERTAIN,,DIAGNOSTIC_ONLY
brand,brand,weak,rule_52247109352ab15e,mounting_holes is explicitly known on only one side,missing_one_side,3,0,3,0.0,0.0,0.5615060804490177,0,27312,0.28635764499121263,-0.28635764499121263,UNCERTAIN,NO_VALIDATION_SUPPORT,,DIAGNOSTIC_ONLY
