category,attribute,conflict_0,conflict_1,equal_0,equal_1,conflicts,equals,negative_rate_given_conflict,category_negative_rate,smoothed_negative_rate,negative_lift,candidate
Электроника,технология экрана,18,4,3,0,22,3,0.8181818181818182,0.8267152121970645,0.8197620763327897,-0.0069531358642747065,True
Электроника,тв-тюнер,36,8,0,0,44,0,0.8181818181818182,0.8267152121970645,0.8190525726731698,-0.0076626395238946765,True
Мебель,материал корпуса,594,114,2262,241,708,2503,0.8389830508474576,0.8491264607196576,0.8390541827539948,-0.01007227796566279,True
Ювелирные изделия,тип,4691,727,3515,860,5418,4375,0.8658176448874123,0.8759460536049621,0.8658269832690438,-0.010119070335918301,True
Ювелирные изделия,артикул,1338,209,0,20,1547,20,0.8648998060762767,0.8759460536049621,0.8649353932139335,-0.011010660391028604,True
Мебель,покрытие корпуса,390,77,21,5,467,26,0.8351177730192719,0.8491264607196576,0.8352661701347421,-0.013860290584915447,True
Электроника,тип клавиатуры,17,4,9,15,21,24,0.8095238095238095,0.8267152121970645,0.8128298484994355,-0.013885363697628939,True
Автотовары,"диаметр, дюймы",55,13,15,10,68,25,0.8088235294117647,0.8248735197642743,0.8099228438194709,-0.014950675944803371,True
Обувь,тип пронации,140,18,449,23,158,472,0.8860759493670886,0.901695110701107,0.8865550647454328,-0.015140045955674197,True
Электроника,питание,149,35,2,5,184,7,0.8097826086956522,0.8267152121970645,0.8102305611692345,-0.016484651027829922,True
Обувь,вид спорта,122,16,16,11,138,27,0.8840579710144928,0.901695110701107,0.8846746542203184,-0.017020456480788537,True
Галантерея и аксессуары,материал купола,17,4,13,2,21,15,0.8095238095238095,0.8319352378717663,0.8138336995907243,-0.018101538281041996,True
Электроника,вид стекла,20,5,6,0,25,6,0.8,0.8267152121970645,0.8044525353661774,-0.022262676830887007,True
Мебель,материал обивки,2769,590,758,234,3359,992,0.8243524858588865,0.8491264607196576,0.8243893080569554,-0.024737152662702155,True
Обувь,полнота,196,29,118,25,225,143,0.8711111111111111,0.901695110701107,0.8717759806674155,-0.02991913003369151,True
Обувь,гарантийный срок,104,16,0,0,120,0,0.8666666666666667,0.901695110701107,0.8680678044280443,-0.03362730627306265,True
Ювелирные изделия,бренд,1300,246,1505,530,1546,2035,0.8408796895213454,0.8759460536049621,0.8409927338929882,-0.03495331971197391,True
Мебель,раковина в комплекте,206,48,163,43,254,206,0.8110236220472441,0.8491264607196576,0.811759198083391,-0.03736726263626655,True
Мебель,с подлокотниками,16,4,69,32,20,101,0.8,0.8491264607196576,0.8098252921439315,-0.039301168575726075,True
Мебель,тип направляющих,50,12,0,1,62,1,0.8064516129032258,0.8491264607196576,0.8096363030387804,-0.03949015768087716,True
Обувь,"длина стопы, см",111,18,36,3,129,39,0.8604651162790697,0.901695110701107,0.8620035489067577,-0.039691561794349295,True
Аптека,тип,930,126,84,64,1056,148,0.8806818181818182,0.9272748227972109,0.8809013893628521,-0.046373433434358735,True
Ювелирные изделия,пол,2117,447,5252,1059,2564,6311,0.8256630265210608,0.8759460536049621,0.8257608915017614,-0.05018516210320079,True
Аптека,бренд,368,55,901,78,423,979,0.8699763593380615,0.9272748227972109,0.8706457339111824,-0.05662908888602847,True
Аптека,комплектация,945,148,84,6,1093,90,0.8645928636779506,0.9272748227972109,0.8648783006502606,-0.06239652214695024,True
Обувь,пол,831,196,1324,385,1027,1709,0.8091528724440117,0.901695110701107,0.8096012360014588,-0.09209387469964814,True
Аптека,размер,49,11,5,7,60,12,0.8166666666666667,0.9272748227972109,0.8251749863690162,-0.10209983642819465,True
Детские товары,конструкция вилки,18,0,54,6,18,60,1.0,0.43993731541197034,0.878247242480863,0.4383099270688927,False
Детские товары,количество колес,12,0,28,4,12,32,1.0,0.43993731541197034,0.8352756810035207,0.39533836559155033,False
Детские товары,материал седла,12,0,29,2,12,31,1.0,0.43993731541197034,0.8352756810035207,0.39533836559155033,False
Детские товары,модель коляски,12,0,0,0,12,0,1.0,0.43993731541197034,0.8352756810035207,0.39533836559155033,False
Детские товары,передние колеса,15,1,7,0,16,7,0.9375,0.43993731541197034,0.8190326941457071,0.3790953787337368,False
Детские товары,конструкция руля,10,0,31,5,10,36,1.0,0.43993731541197034,0.8133124384706568,0.3733751230586865,False
Детские товары,передний тормоз,8,0,2,0,8,2,1.0,0.43993731541197034,0.7845912751584502,0.34465395974647983,False
Детские товары,материал рамы седла,8,0,11,0,8,11,1.0,0.43993731541197034,0.7845912751584502,0.34465395974647983,False
Детские товары,модельный год,7,0,4,1,7,5,1.0,0.43993731541197034,0.766640548088321,0.3267032326763507,False
Детские товары,"диаметр колес, дюймы",10,1,18,0,11,18,0.9090909090909091,0.43993731541197034,0.7624804110662408,0.3225430956542704,False
Детские товары,механизм складывания,13,2,83,9,15,92,0.8666666666666667,0.43993731541197034,0.7599843288529926,0.32004701344102227,False
Хобби и творчество,аромат,8,0,0,0,8,0,1.0,0.5357526560821296,0.8214433292623575,0.2856906731802279,False
Хобби и творчество,тип подрамника,8,0,0,0,8,0,1.0,0.5357526560821296,0.8214433292623575,0.2856906731802279,False
Детские товары,"диаметр передних колес, см",5,0,4,2,5,6,1.0,0.43993731541197034,0.7199686577059852,0.28003134229401483,False
Детские товары,установка,10,2,3,1,12,4,0.8333333333333334,0.43993731541197034,0.7176286221799913,0.277691306768021,False
Детские товары,группа,16,5,0,0,21,0,0.7619047619047619,0.43993731541197034,0.6999879452715327,0.2600506298595624,False
Хобби и творчество,возрастные ограничения,368,94,4,38,462,42,0.7965367965367965,0.5357526560821296,0.7937446751186523,0.2579920190365227,False
Детские товары,цвет товара,480,207,203,302,687,505,0.6986899563318777,0.43993731541197034,0.6968203563252311,0.25688304091326075,False
Детские товары,задний тормоз,4,0,7,0,4,7,1.0,0.43993731541197034,0.6888540641177614,0.24891674870579106,False
Детские товары,гарантийный срок,61,26,6,2,87,8,0.7011494252873564,0.43993731541197034,0.6869531149680419,0.24701579955607156,False
Хобби и творчество,вид спиц,8,1,41,7,9,48,0.8888888888888888,0.5357526560821296,0.7627688057436177,0.2270161496614881,False
Детские товары,размер пеленки,5,1,0,0,6,0,0.8333333333333334,0.43993731541197034,0.6545169615508957,0.21457964613892533,False
Хобби и творчество,основа картины,558,187,2,1,745,3,0.748993288590604,0.5357526560821296,0.7475716843738809,0.21181902829175125,False
Детские товары,материал колес,3,0,1,0,3,1,1.0,0.43993731541197034,0.6499608221324815,0.21002350672051118,False
Детские товары,"вес автокресла, кг",3,0,0,0,3,0,1.0,0.43993731541197034,0.6499608221324815,0.21002350672051118,False
Детские товары,тип крепления автокресла,3,0,0,0,3,0,1.0,0.43993731541197034,0.6499608221324815,0.21002350672051118,False
Дом и сад,святые,19,0,4,0,19,4,1.0,0.7369750932499097,0.9452031444270644,0.2082280511771547,False
Канцелярские товары,"объем, мл",7,0,2,1,7,3,1.0,0.6597844514410269,0.8582435214337613,0.19845906999273433,False
Спорт и отдых,вилка,14,0,2,3,14,5,1.0,0.7404275591020069,0.9316914629215807,0.1912639038195738,False
Спорт и отдых,количество колец,12,0,14,3,12,17,1.0,0.7404275591020069,0.9236551644417667,0.1832276053397598,False
Детские товары,ремни безопасности,4,1,1,0,5,1,0.8,0.43993731541197034,0.6199686577059852,0.18003134229401485,False
Товары для животных,вид декорации,5,0,3,3,5,6,1.0,0.6447764651378272,0.8223882325689136,0.17761176743108642,False
Бытовая химия,цвет товара,12,4,7,3,16,10,0.75,0.530485955226597,0.6977347512444279,0.16724879601783083,False
Спорт и отдых,количество уровней нагрузки,9,0,5,9,9,14,1.0,0.7404275591020069,0.9072955568221452,0.16686799772013838,False
Дом и сад,тип индикации,18,1,21,5,19,26,0.9473684210526315,0.7369750932499097,0.9035364777603978,0.16656138451048808,False
Хобби и творчество,комплектация,1145,487,49,10,1632,59,0.7015931372549019,0.5357526560821296,0.7010865994382472,0.16533394335611762,False
Строительство и ремонт,конструкция дверей,16,0,1,1,16,2,1.0,0.7837222870478413,0.9485053064399622,0.16478301939212092,False
Строительство и ремонт,"мощность, вт",15,0,7,3,15,10,1.0,0.7837222870478413,0.9459305717619604,0.16220828471411908,False
Бытовая химия,"объем, мл",16,6,47,37,22,84,0.7272727272727273,0.530485955226597,0.6908307324493698,0.16034477722277274,False
Канцелярские товары,вид карандаша,9,1,0,0,10,0,0.9,0.6597844514410269,0.8199281504803423,0.16014369903931536,False
Детские товары,вес ребенка,5,2,0,4,7,4,0.7142857142857143,0.43993731541197034,0.5999738814216543,0.16003656600968397,False
Детские товары,количество мест,2,0,10,1,2,11,1.0,0.43993731541197034,0.5999552252942646,0.16001790988229425,False
Детские товары,материал чехла,2,0,0,0,2,0,1.0,0.43993731541197034,0.5999552252942646,0.16001790988229425,False
Детские товары,"диаметр задних колес, см",2,0,7,2,2,9,1.0,0.43993731541197034,0.5999552252942646,0.16001790988229425,False
Строительство и ремонт,число секций,13,0,11,3,13,14,1.0,0.7837222870478413,0.9399228575132893,0.156200570465448,False
Детские товары,особенности куклы,49,32,4,9,81,13,0.6049382716049383,0.43993731541197034,0.5953451927565099,0.15540787734453954,False
Дом и сад,особенности елки,7,0,1,0,7,1,1.0,0.7369750932499097,0.8904062888541291,0.15343119560421936,False
Дом и сад,"диаметр дна, см",7,0,1,1,7,2,1.0,0.7369750932499097,0.8904062888541291,0.15343119560421936,False
Строительство и ремонт,возможность колеровки,12,0,31,2,12,33,1.0,0.7837222870478413,0.9363889079552474,0.15266662090740613,False
Бытовая химия,с дозатором,13,5,1,2,18,3,0.7222222222222222,0.530485955226597,0.6805404250492603,0.15005446982266324,False
Продукты питания,вид паштета,6,0,1,0,6,1,1.0,0.7300237227333217,0.877283510333328,0.14725978760000624,False
Продукты питания,вид рыбы,6,0,8,1,6,9,1.0,0.7300237227333217,0.877283510333328,0.14725978760000624,False
Строительство и ремонт,количество рулонов,10,0,27,5,10,32,1.0,0.7837222870478413,0.9279074290159471,0.14418514196810583,False
Строительство и ремонт,подключение,10,0,9,2,10,11,1.0,0.7837222870478413,0.9279074290159471,0.14418514196810583,False
Строительство и ремонт,"объем, л",10,0,22,2,10,24,1.0,0.7837222870478413,0.9279074290159471,0.14418514196810583,False
Дом и сад,"длина, м",6,0,1,2,6,3,1.0,0.7369750932499097,0.8804432242045045,0.14346813095459476,False
Дом и сад,"производительность, л/мин",6,0,0,0,6,0,1.0,0.7369750932499097,0.8804432242045045,0.14346813095459476,False
Дом и сад,тип горловины,6,0,7,7,6,14,1.0,0.7369750932499097,0.8804432242045045,0.14346813095459476,False
Спорт и отдых,коллекция,6,0,0,0,6,0,1.0,0.7404275591020069,0.8820125268645485,0.1415849677625416,False
Строительство и ремонт,форма полотенцесушителя,9,0,9,0,9,9,1.0,0.7837222870478413,0.9227579596599433,0.13903567261210203,False
Спорт и отдых,количество входов,13,1,12,8,14,20,0.9285714285714286,0.7404275591020069,0.8790598839742123,0.13863232487220545,False
Музыкальные инструменты,"диаметр, см",8,0,1,0,8,1,1.0,0.7780700705488461,0.9146423348264794,0.13657226427763325,False
Красота и гигиена,особенности,3,0,1,0,3,1,1.0,0.6360183767228178,0.7725114854517612,0.13649310872894338,False
Электроника,картридер,18,0,0,0,18,0,1.0,0.8267152121970645,0.9623293939558836,0.13561418175881912,False
Хобби и творчество,материал,349,170,759,418,519,1177,0.6724470134874759,0.5357526560821296,0.6711426780160509,0.13539002193392125,False
Товары для животных,вид намордника,3,0,2,2,3,4,1.0,0.6447764651378272,0.777985290711142,0.13320882557331482,False
Строительство и ремонт,материал полотна,8,0,2,0,8,2,1.0,0.7837222870478413,0.9168162642491697,0.13309397720132843,False
Канцелярские товары,"плотность, г/м2",7,1,8,6,8,14,0.875,0.6597844514410269,0.7922247890157796,0.1324403375747527,False
Спорт и отдых,стиль катания,12,1,12,2,13,14,0.9230769230769231,0.7404275591020069,0.8723409886394463,0.13191342953743945,False
Спорт и отдых,"диаметр, см",12,1,3,2,13,5,0.9230769230769231,0.7404275591020069,0.8723409886394463,0.13191342953743945,False
Хобби и творчество,"ширина, см",6,2,2,1,8,3,0.75,0.5357526560821296,0.6675971754162037,0.13184451933407404,False
Дом и сад,конструкция елки,5,0,7,0,5,7,1.0,0.7369750932499097,0.8684875466249549,0.13151245337504514,False
Товары для животных,гарантийный срок,27,7,0,0,34,0,0.7941176470588235,0.6447764651378272,0.7749713416843368,0.13019487654650963,False
Канцелярские товары,материал,285,75,340,132,360,472,0.7916666666666666,0.6597844514410269,0.7898600609786443,0.13007560953761732,False
Галантерея и аксессуары,покрытие,17,0,1,1,17,2,1.0,0.8319352378717663,0.9618034631526741,0.1298682252809078,False
Спорт и отдых,погодные условия,5,0,0,0,5,0,1.0,0.7404275591020069,0.8702137795510033,0.12978622044899646,False
Спорт и отдых,шатуны,5,0,1,2,5,3,1.0,0.7404275591020069,0.8702137795510033,0.12978622044899646,False
Канцелярские товары,"толщина, мкм",3,0,0,0,3,0,1.0,0.6597844514410269,0.7873652821506418,0.1275808307096149,False
Канцелярские товары,вид пастели,3,0,2,3,3,5,1.0,0.6597844514410269,0.7873652821506418,0.1275808307096149,False
Канцелярские товары,вид карты,3,0,0,0,3,0,1.0,0.6597844514410269,0.7873652821506418,0.1275808307096149,False
Канцелярские товары,вид клейкой ленты,3,0,0,0,3,0,1.0,0.6597844514410269,0.7873652821506418,0.1275808307096149,False
Строительство и ремонт,заземление,7,0,0,0,7,0,1.0,0.7837222870478413,0.9098842862699339,0.1261619992220926,False
Строительство и ремонт,количество контактов,7,0,2,1,7,3,1.0,0.7837222870478413,0.9098842862699339,0.1261619992220926,False
Строительство и ремонт,тип резьбы,7,0,2,0,7,2,1.0,0.7837222870478413,0.9098842862699339,0.1261619992220926,False
Строительство и ремонт,подвод воды,7,0,1,0,7,1,1.0,0.7837222870478413,0.9098842862699339,0.1261619992220926,False
Галантерея и аксессуары,формат а4,15,0,0,0,15,0,1.0,0.8319352378717663,0.9579838094679415,0.12604857159617522,False
Строительство и ремонт,размер ключа,17,1,1,1,18,2,0.9444444444444444,0.7837222870478413,0.9095048450104003,0.125782557962559,False
Дом и сад,количество персон,17,2,42,23,19,65,0.8947368421052632,0.7369750932499097,0.8618698110937312,0.12489471784382145,False
Дом и сад,рядность карниза,17,2,0,0,19,0,0.8947368421052632,0.7369750932499097,0.8618698110937312,0.12489471784382145,False
Продукты питания,назначение закваски,4,0,1,0,4,1,1.0,0.7300237227333217,0.8500131792962898,0.11998945656296811,False
Продукты питания,сорт винограда,4,0,0,2,4,2,1.0,0.7300237227333217,0.8500131792962898,0.11998945656296811,False
Электроника,количество ядер,11,0,5,3,11,8,1.0,0.8267152121970645,0.9458485038115827,0.11913329161451824,False
Электроника,сенсорный экран,11,0,56,4,11,60,1.0,0.8267152121970645,0.9458485038115827,0.11913329161451824,False
Дом и сад,название аромата,10,1,0,1,11,1,0.9090909090909091,0.7369750932499097,0.8553047166405968,0.11832962339068709,False
Строительство и ремонт,напряжение аккумулятора,6,0,17,3,6,20,1.0,0.7837222870478413,0.9016919486581098,0.11796966161026845,False
Строительство и ремонт,"номинальный ток, а",6,0,3,0,6,3,1.0,0.7837222870478413,0.9016919486581098,0.11796966161026845,False
Строительство и ремонт,"толщина стекла, мм",6,0,22,4,6,26,1.0,0.7837222870478413,0.9016919486581098,0.11796966161026845,False
Строительство и ремонт,"межосевое расстояние, мм",6,0,6,2,6,8,1.0,0.7837222870478413,0.9016919486581098,0.11796966161026845,False
Дом и сад,"мощность, вт",4,0,1,2,4,3,1.0,0.7369750932499097,0.8538750518055055,0.11689995855559576,False
Автотовары,название аромата,10,0,0,0,10,0,1.0,0.8248735197642743,0.9416245065880915,0.11675098682381724,False
Электроника,материал проводника,10,0,32,6,10,38,1.0,0.8267152121970645,0.9422384040656883,0.11552319186862381,False
Электроника,объем,10,0,5,5,10,10,1.0,0.8267152121970645,0.9422384040656883,0.11552319186862381,False
Спорт и отдых,материал ручки,4,0,3,0,4,3,1.0,0.7404275591020069,0.8557930883900038,0.11536552928799693,False
Спорт и отдых,материал крюка,4,0,0,0,4,0,1.0,0.7404275591020069,0.8557930883900038,0.11536552928799693,False
Спорт и отдых,передний переключатель,4,0,2,1,4,3,1.0,0.7404275591020069,0.8557930883900038,0.11536552928799693,False
Спорт и отдых,цвет линзы,4,0,0,0,4,0,1.0,0.7404275591020069,0.8557930883900038,0.11536552928799693,False
Товары для животных,состав наполнителя,18,5,12,9,23,21,0.782608695652174,0.6447764651378272,0.7579957973460406,0.11321933220821345,False
Красота и гигиена,особенности состава,47,15,9,4,62,13,0.7580645161290323,0.6360183767228178,0.7489565952778222,0.11293821855500441,False
Товары для животных,минеральные вещества,102,32,12,2,134,14,0.7611940298507462,0.6447764651378272,0.7570063476668283,0.11222988252900112,False
Строительство и ремонт,тип открывания,14,1,48,1,15,49,0.9333333333333333,0.7837222870478413,0.8959305717619603,0.11220828471411903,False
Электроника,количество потоков,9,0,4,3,9,7,1.0,0.8267152121970645,0.9381125757846659,0.11139736358760144,False
Красота и гигиена,аромат,76,25,14,17,101,31,0.7524752475247525,0.6360183767228178,0.7469819989020197,0.11096362217920186,False
Хобби и творчество,форма страз,18,9,70,39,27,109,0.6666666666666666,0.5357526560821296,0.6462113525128328,0.11045869643070316,False
Продукты питания,степень остроты,14,2,14,7,16,21,0.875,0.7300237227333217,0.840481838746029,0.11045811601270727,False
Товары для животных,особые потребности,178,57,21,1,235,22,0.7574468085106383,0.6447764651378272,0.7550995096903714,0.11032304455254427,False
Строительство и ремонт,размер шлица,5,0,8,0,5,8,1.0,0.7837222870478413,0.8918611435239207,0.10813885647607935,False
Строительство и ремонт,морозостойкость,5,0,0,0,5,0,1.0,0.7837222870478413,0.8918611435239207,0.10813885647607935,False
Красота и гигиена,вид массажа,5,1,0,1,6,1,0.8333333333333334,0.6360183767228178,0.7436447166921899,0.1076263399693721,False
Спорт и отдых,материал покрышки,9,1,1,1,10,2,0.9,0.7404275591020069,0.8468091863673356,0.10638162726532874,False
Дом и сад,материал лезвия,14,2,5,6,16,11,0.875,0.7369750932499097,0.8421369269642641,0.10516183371435439,False
Товары для животных,ветеринарная диета,44,14,7,2,58,9,0.7586206896551724,0.6447764651378272,0.7495854337410973,0.10480896860327016,False
Хобби и творчество,тип,2847,1601,988,996,4448,1984,0.6400629496402878,0.5357526560821296,0.6399458260229981,0.10419316994086847,False
Красота и гигиена,"ширина, см",2,0,0,2,2,2,1.0,0.6360183767228178,0.7400131262305842,0.10399474950776644,False
Красота и гигиена,вид мочалки,2,0,0,0,2,0,1.0,0.6360183767228178,0.7400131262305842,0.10399474950776644,False
Товары для животных,тип наполнителя,2,0,3,4,2,7,1.0,0.6447764651378272,0.7462689036698765,0.10149243853204937,False
Продукты питания,вид грибов,3,0,0,3,3,3,1.0,0.7300237227333217,0.831264826708326,0.1012411039750043,False
Продукты питания,"крепость, %",3,0,0,0,3,0,1.0,0.7300237227333217,0.831264826708326,0.1012411039750043,False
Продукты питания,содержание сахара,3,0,1,1,3,2,1.0,0.7300237227333217,0.831264826708326,0.1012411039750043,False
Дом и сад,"ширина, м",3,0,3,1,3,4,1.0,0.7369750932499097,0.8356094332811936,0.0986343400312839,False
Дом и сад,качество воды,3,0,6,1,3,7,1.0,0.7369750932499097,0.8356094332811936,0.0986343400312839,False
Дом и сад,механизм насоса,3,0,7,2,3,9,1.0,0.7369750932499097,0.8356094332811936,0.0986343400312839,False
Дом и сад,количество пар в упаковке,3,0,1,0,3,1,1.0,0.7369750932499097,0.8356094332811936,0.0986343400312839,False
Дом и сад,"высота ворса, мм",3,0,11,0,3,11,1.0,0.7369750932499097,0.8356094332811936,0.0986343400312839,False
Спорт и отдых,седло,3,0,4,2,3,6,1.0,0.7404275591020069,0.8377672244387543,0.09733966533674743,False
Спорт и отдых,хват,3,0,4,0,3,4,1.0,0.7404275591020069,0.8377672244387543,0.09733966533674743,False
Спорт и отдых,не содержит,3,0,0,0,3,0,1.0,0.7404275591020069,0.8377672244387543,0.09733966533674743,False
Спорт и отдых,гарантия,3,0,0,0,3,0,1.0,0.7404275591020069,0.8377672244387543,0.09733966533674743,False
Спорт и отдых,покрытие грифа,3,0,0,0,3,0,1.0,0.7404275591020069,0.8377672244387543,0.09733966533674743,False
Спорт и отдых,целевая аудитория,3,0,0,0,3,0,1.0,0.7404275591020069,0.8377672244387543,0.09733966533674743,False
Дом и сад,гарантия,13,2,0,3,15,3,0.8666666666666667,0.7369750932499097,0.8342437733124773,0.09726868006256761,False
Канцелярские товары,количество пробиваемых отверстий,2,0,6,2,2,8,1.0,0.6597844514410269,0.7569888938864479,0.09720444244542092,False
Канцелярские товары,"ширина корешка, мм",2,0,4,1,2,5,1.0,0.6597844514410269,0.7569888938864479,0.09720444244542092,False
Канцелярские товары,количество внешних карманов,2,0,0,0,2,0,1.0,0.6597844514410269,0.7569888938864479,0.09720444244542092,False
Канцелярские товары,окно,2,0,0,0,2,0,1.0,0.6597844514410269,0.7569888938864479,0.09720444244542092,False
Строительство и ремонт,стекло,4,0,5,1,4,6,1.0,0.7837222870478413,0.8798457150265785,0.09612342797873719,False
Строительство и ремонт,материал корпуса,4,0,1,1,4,2,1.0,0.7837222870478413,0.8798457150265785,0.09612342797873719,False
Строительство и ремонт,форма лампочки,4,0,2,2,4,4,1.0,0.7837222870478413,0.8798457150265785,0.09612342797873719,False
Строительство и ремонт,количество скоростей,4,0,2,1,4,3,1.0,0.7837222870478413,0.8798457150265785,0.09612342797873719,False
Строительство и ремонт,тип молотка,4,0,1,0,4,1,1.0,0.7837222870478413,0.8798457150265785,0.09612342797873719,False
Автотовары,"объем, мл",6,0,9,4,6,13,1.0,0.8248735197642743,0.9203970544383065,0.0955235346740323,False
Автотовары,допуски oem,6,0,0,0,6,0,1.0,0.8248735197642743,0.9203970544383065,0.0955235346740323,False
Электроника,тип накопителя,18,1,108,8,19,116,0.9473684210526315,0.8267152121970645,0.9222323358743885,0.09551712367732401,False
Спорт и отдых,задний переключатель,8,1,2,2,9,4,0.8888888888888888,0.7404275591020069,0.8358669853935738,0.09543942629156699,False
Товары для животных,особенности наполнителя,16,5,0,0,21,0,0.7619047619047619,0.6447764651378272,0.7393800894495821,0.09460362431175495,False
Электроника,видоискатель,6,0,3,4,6,7,1.0,0.8267152121970645,0.9212341873623021,0.09451897516523766,False
Электроника,упаковка,6,0,2,4,6,6,1.0,0.8267152121970645,0.9212341873623021,0.09451897516523766,False
Электроника,сетевая карта,6,0,0,0,6,0,1.0,0.8267152121970645,0.9212341873623021,0.09451897516523766,False
Строительство и ремонт,тип реза,11,1,6,1,12,7,0.9166666666666666,0.7837222870478413,0.8775653785434827,0.0938430914956414,False
Детские товары,"длина, см",1,0,0,1,1,1,1.0,0.43993731541197034,0.533281096176642,0.09334378076467165,False
Детские товары,сезон,1,0,0,0,1,0,1.0,0.43993731541197034,0.533281096176642,0.09334378076467165,False
Детские товары,количество предметов,1,0,0,1,1,1,1.0,0.43993731541197034,0.533281096176642,0.09334378076467165,False
Детские товары,способ ношения,1,0,0,0,1,0,1.0,0.43993731541197034,0.533281096176642,0.09334378076467165,False
Детские товары,мелодии,1,0,0,1,1,1,1.0,0.43993731541197034,0.533281096176642,0.09334378076467165,False
Детские товары,пол,1,0,0,0,1,0,1.0,0.43993731541197034,0.533281096176642,0.09334378076467165,False
Товары для животных,вид когтеточки,13,4,8,2,17,10,0.7647058823529411,0.6447764651378272,0.7374491966222334,0.09267273148440625,False
Бытовая химия,аромат,509,309,169,125,818,294,0.6222493887530562,0.530485955226597,0.6216918952322393,0.0912059400056423,False
Красота и гигиена,жесткость щетины,15,5,20,8,20,28,0.75,0.6360183767228178,0.7272036753445635,0.09118529862174574,False
Бытовая химия,упаковка,269,164,23,18,433,41,0.6212471131639723,0.530485955226597,0.6202110268861484,0.08972507165955135,False
Продукты питания,сорт чая,7,1,5,0,8,5,0.875,0.7300237227333217,0.8192398933589699,0.08921617062564813,False
Продукты питания,вид овощей,7,1,2,0,8,2,0.875,0.7300237227333217,0.8192398933589699,0.08921617062564813,False
Автотовары,омологация,5,0,0,0,5,0,1.0,0.8248735197642743,0.9124367598821372,0.08756324011786298,False
Электроника,"количество внутренних отсеков 3.5""",5,0,1,1,5,2,1.0,0.8267152121970645,0.9133576060985323,0.08664239390146788,False
Электроника,число универсальных процессоров,5,0,4,1,5,5,1.0,0.8267152121970645,0.9133576060985323,0.08664239390146788,False
Электроника,цвет ремешка,5,0,5,1,5,6,1.0,0.8267152121970645,0.9133576060985323,0.08664239390146788,False
Электроника,форма выходного сигнала,5,0,3,2,5,5,1.0,0.8267152121970645,0.9133576060985323,0.08664239390146788,False
Детские товары,комплектация,243,218,4,5,461,9,0.527114967462039,0.43993731541197034,0.5261795849293129,0.0862422695173426,False
Канцелярские товары,обложка,101,34,20,6,135,26,0.7481481481481481,0.6597844514410269,0.7449923018371796,0.08520785039615264,False
Дом и сад,форма ковра,7,1,3,0,8,3,0.875,0.7369750932499097,0.8219134974038115,0.08493840415390175,False
Канцелярские товары,материал обложки,92,31,74,41,123,115,0.7479674796747967,0.6597844514410269,0.7445228301344151,0.08473837869338818,False
Бытовая химия,вид стирки,33,20,14,9,53,23,0.6226415094339622,0.530485955226597,0.6146970651057411,0.08421110987914404,False
Товары для животных,размер гранул,15,5,0,0,20,0,0.75,0.6447764651378272,0.7289552930275655,0.0841788278897383,False
Хобби и творчество,тип канвы,6,3,0,0,9,0,0.6666666666666666,0.5357526560821296,0.6199116628864748,0.08415900680434518,False
Галантерея и аксессуары,российский размер,5,0,0,0,5,0,1.0,0.8319352378717663,0.915967618935883,0.0840323810641167,False
Продукты питания,вид супа,11,2,1,1,13,2,0.8461538461538461,0.7300237227333217,0.8138954785370338,0.08387175580371209,False
Спорт и отдых,количество тамбуров,7,1,10,2,8,12,0.875,0.7404275591020069,0.8232413688853872,0.08281380978338038,False
Спорт и отдых,наполнитель,7,1,3,2,8,5,0.875,0.7404275591020069,0.8232413688853872,0.08281380978338038,False
Спорт и отдых,"разрывная нагрузка, lb",7,1,0,0,8,0,0.875,0.7404275591020069,0.8232413688853872,0.08281380978338038,False
Бытовая химия,бренд,993,629,1201,882,1622,2083,0.6122071516646116,0.530485955226597,0.6119560109257117,0.0814700556991147,False
Строительство и ремонт,стиль,3,0,20,5,3,25,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,выходное напряжение,3,0,0,0,3,0,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,количество режимов струи,3,0,2,2,3,4,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,наконечник,3,0,9,0,3,9,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,проецирование лучей,3,0,0,0,3,0,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,шаг зубьев,3,0,0,0,3,0,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,внутренняя отделка,3,0,0,1,3,1,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,фаска,3,0,0,0,3,0,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,"диаметр, мм",3,0,3,1,3,4,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,материал изоляции,3,0,1,0,3,1,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,размещение люка,3,0,1,0,3,1,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
Строительство и ремонт,крепление,3,0,0,0,3,0,1.0,0.7837222870478413,0.8648264294049008,0.08110414235705954,False
